"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. JOSEPH CROWLEY","2010","2010Q1","PERSONNEL COMPENSATION","258,449.08","258,449.08"
"HON. JOSEPH CROWLEY","2010","2010Q1","TRAVEL","5,036.24","5,036.24"
"HON. JOSEPH CROWLEY","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","33,800.23","33,800.23"
"HON. JOSEPH CROWLEY","2010","2010Q1","PRINTING AND REPRODUCTION","2,227.21","2,227.21"
"HON. JOSEPH CROWLEY","2010","2010Q1","OTHER SERVICES","8,148.84","8,148.84"
"HON. JOSEPH CROWLEY","2010","2010Q1","SUPPLIES AND MATERIALS","6,498.82","6,498.82"
"HON. JOSEPH CROWLEY","2010","2010Q1","EQUIPMENT","2,062.08","2,062.08"
"HON. HENRY CUELLAR","2010","2010Q1","FRANKED MAIL","2,222.63","2,222.63"
"HON. HENRY CUELLAR","2010","2010Q1","PERSONNEL COMPENSATION","200,086.03","200,086.03"
"HON. HENRY CUELLAR","2010","2010Q1","TRAVEL","5,497.03","5,497.03"
"HON. HENRY CUELLAR","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","28,219.28","28,219.28"
"HON. HENRY CUELLAR","2010","2010Q1","PRINTING AND REPRODUCTION","3,389.90","3,389.90"
"HON. HENRY CUELLAR","2010","2010Q1","OTHER SERVICES","11,881.51","11,881.51"
"HON. HENRY CUELLAR","2010","2010Q1","SUPPLIES AND MATERIALS","5,553.72","5,553.72"
"HON. HENRY CUELLAR","2010","2010Q1","EQUIPMENT","4,098.00","4,098.00"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","FRANKED MAIL","623.59","623.59"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","PERSONNEL COMPENSATION","218,678.39","218,678.39"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","TRAVEL","10,949.57","10,949.57"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","21,208.38","21,208.38"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","PRINTING AND REPRODUCTION","383.48","383.48"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","OTHER SERVICES","10,861.74","10,861.74"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","SUPPLIES AND MATERIALS","6,177.85","6,177.85"
"HON. JOHN ABNEY CULBERSON","2010","2010Q1","EQUIPMENT","276.00","276.00"
"HON. ELIJAH CUMMINGS","2010","2010Q1","FRANKED MAIL","1,269.18","1,269.18"
"HON. ELIJAH CUMMINGS","2010","2010Q1","PERSONNEL COMPENSATION","254,690.46","254,690.46"
"HON. ELIJAH CUMMINGS","2010","2010Q1","TRAVEL","506.75","506.75"
"HON. ELIJAH CUMMINGS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","45,677.73","45,677.73"
"HON. ELIJAH CUMMINGS","2010","2010Q1","PRINTING AND REPRODUCTION","125.50","125.50"
"HON. ELIJAH CUMMINGS","2010","2010Q1","OTHER SERVICES","12,223.26","12,223.26"
"HON. ELIJAH CUMMINGS","2010","2010Q1","SUPPLIES AND MATERIALS","20,276.11","20,276.11"
"HON. ELIJAH CUMMINGS","2010","2010Q1","EQUIPMENT","633.21","633.21"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","FRANKED MAIL","797.03","797.03"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","PERSONNEL COMPENSATION","205,272.30","205,272.30"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","TRAVEL","8,239.19","8,239.19"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","10,393.15","10,393.15"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","PRINTING AND REPRODUCTION","134.79","134.79"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","OTHER SERVICES","9,494.00","9,494.00"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","SUPPLIES AND MATERIALS","4,434.08","4,434.08"
"HON. KATHLEEN A. DAHLKEMPER","2010","2010Q1","EQUIPMENT","1,220.88","1,220.88"
"HON. ARTUR DAVIS","2010","2010Q1","FRANKED MAIL","487.27","487.27"
"HON. ARTUR DAVIS","2010","2010Q1","PERSONNEL COMPENSATION","278,757.04","278,757.04"
"HON. ARTUR DAVIS","2010","2010Q1","TRAVEL","10,870.50","10,870.50"
"HON. ARTUR DAVIS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","24,791.57","24,791.57"
"HON. ARTUR DAVIS","2010","2010Q1","PRINTING AND REPRODUCTION","467.51","467.51"
"HON. ARTUR DAVIS","2010","2010Q1","OTHER SERVICES","9,671.54","9,671.54"
"HON. ARTUR DAVIS","2010","2010Q1","SUPPLIES AND MATERIALS","4,354.00","4,354.00"
"HON. ARTUR DAVIS","2010","2010Q1","EQUIPMENT","1,100.00","1,100.00"
"HON. DANNY K. DAVIS","2010","2010Q1","FRANKED MAIL","1,724.10","1,724.10"
"HON. DANNY K. DAVIS","2010","2010Q1","PERSONNEL COMPENSATION","274,761.77","274,761.77"
"HON. DANNY K. DAVIS","2010","2010Q1","TRAVEL","4,946.07","4,946.07"
"HON. DANNY K. DAVIS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","21,605.97","21,605.97"
"HON. DANNY K. DAVIS","2010","2010Q1","PRINTING AND REPRODUCTION","646.40","646.40"
"HON. DANNY K. DAVIS","2010","2010Q1","OTHER SERVICES","11,851.00","11,851.00"
"HON. DANNY K. DAVIS","2010","2010Q1","SUPPLIES AND MATERIALS","3,128.16","3,128.16"
"HON. DANNY K. DAVIS","2010","2010Q1","EQUIPMENT","2,124.99","2,124.99"
"HON. LINCOLN DAVIS","2010","2010Q1","FRANKED MAIL","951.13","951.13"
"HON. LINCOLN DAVIS","2010","2010Q1","PERSONNEL COMPENSATION","233,342.21","233,342.21"
"HON. LINCOLN DAVIS","2010","2010Q1","TRAVEL","17,368.72","17,368.72"
"HON. LINCOLN DAVIS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","26,797.76","26,797.76"
"HON. LINCOLN DAVIS","2010","2010Q1","PRINTING AND REPRODUCTION","12.50","12.50"
"HON. LINCOLN DAVIS","2010","2010Q1","OTHER SERVICES","10,636.74","10,636.74"
"HON. LINCOLN DAVIS","2010","2010Q1","SUPPLIES AND MATERIALS","5,409.38","5,409.38"
"HON. LINCOLN DAVIS","2010","2010Q1","EQUIPMENT","2,076.83","2,076.83"
"HON. SUSAN A. DAVIS","2010","2010Q1","FRANKED MAIL","35,376.86","35,376.86"
"HON. SUSAN A. DAVIS","2010","2010Q1","PERSONNEL COMPENSATION","265,412.07","265,412.07"
"HON. SUSAN A. DAVIS","2010","2010Q1","TRAVEL","12,126.79","12,126.79"
"HON. SUSAN A. DAVIS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","26,103.93","26,103.93"
"HON. SUSAN A. DAVIS","2010","2010Q1","PRINTING AND REPRODUCTION","107.00","107.00"
"HON. SUSAN A. DAVIS","2010","2010Q1","OTHER SERVICES","4,320.00","4,320.00"
"HON. SUSAN A. DAVIS","2010","2010Q1","SUPPLIES AND MATERIALS","3,377.44","3,377.44"
"HON. SUSAN A. DAVIS","2010","2010Q1","EQUIPMENT","474.00","474.00"
"HON. GEOFF DAVIS","2010","2010Q1","FRANKED MAIL","3,090.04","3,090.04"
"HON. GEOFF DAVIS","2010","2010Q1","PERSONNEL COMPENSATION","197,016.76","197,016.76"
"HON. GEOFF DAVIS","2010","2010Q1","TRAVEL","12,711.29","12,711.29"
"HON. GEOFF DAVIS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","26,185.44","26,185.44"
"HON. GEOFF DAVIS","2010","2010Q1","PRINTING AND REPRODUCTION","190.35","190.35"
"HON. GEOFF DAVIS","2010","2010Q1","OTHER SERVICES","10,997.91","10,997.91"
"HON. GEOFF DAVIS","2010","2010Q1","SUPPLIES AND MATERIALS","1,695.75","1,695.75"
"HON. GEOFF DAVIS","2010","2010Q1","EQUIPMENT","554.94","554.94"
"HON. NATHAN DEAL","2010","2010Q1","FRANKED MAIL","1,453.89","1,453.89"
"HON. NATHAN DEAL","2010","2010Q1","PERSONNEL COMPENSATION","217,517.20","217,517.20"
"HON. NATHAN DEAL","2010","2010Q1","TRAVEL","5,303.00","5,303.00"
"HON. NATHAN DEAL","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","23,924.51","23,924.51"
"HON. NATHAN DEAL","2010","2010Q1","PRINTING AND REPRODUCTION","24.60","24.60"
"HON. NATHAN DEAL","2010","2010Q1","OTHER SERVICES","10,892.00","10,892.00"
"HON. NATHAN DEAL","2010","2010Q1","SUPPLIES AND MATERIALS","4,199.42","4,199.42"
"HON. NATHAN DEAL","2010","2010Q1","EQUIPMENT","1,089.78","1,089.78"
"HON. PETER A DEFAZIO","2010","2010Q1","FRANKED MAIL","48,468.69","48,468.69"
"HON. PETER A DEFAZIO","2010","2010Q1","PERSONNEL COMPENSATION","220,739.53","220,739.53"
"HON. PETER A DEFAZIO","2010","2010Q1","TRAVEL","3,725.20","3,725.20"
"HON. PETER A DEFAZIO","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","15,725.33","15,725.33"
"HON. PETER A DEFAZIO","2010","2010Q1","PRINTING AND REPRODUCTION","34,631.10","34,631.10"
"HON. PETER A DEFAZIO","2010","2010Q1","OTHER SERVICES","11,787.35","11,787.35"
"HON. PETER A DEFAZIO","2010","2010Q1","SUPPLIES AND MATERIALS","1,124.60","1,124.60"
"HON. PETER A DEFAZIO","2010","2010Q1","EQUIPMENT","752.61","752.61"
"HON. DIANA DEGETTE","2010","2010Q1","FRANKED MAIL","503.91","503.91"
"HON. DIANA DEGETTE","2010","2010Q1","PERSONNEL COMPENSATION","262,336.69","262,336.69"
"HON. DIANA DEGETTE","2010","2010Q1","TRAVEL","8,092.56","8,092.56"
"HON. DIANA DEGETTE","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","25,863.72","25,863.72"
"HON. DIANA DEGETTE","2010","2010Q1","PRINTING AND REPRODUCTION","323.61","323.61"
"HON. DIANA DEGETTE","2010","2010Q1","OTHER SERVICES","9,627.18","9,627.18"
"HON. DIANA DEGETTE","2010","2010Q1","SUPPLIES AND MATERIALS","14,531.35","14,531.35"
"HON. DIANA DEGETTE","2010","2010Q1","EQUIPMENT","1,312.32","1,312.32"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","FRANKED MAIL","412.86","412.86"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","PERSONNEL COMPENSATION","242,631.29","242,631.29"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","TRAVEL","7,192.97","7,192.97"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","29,975.96","29,975.96"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","PRINTING AND REPRODUCTION","211.75","211.75"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","OTHER SERVICES","9,786.00","9,786.00"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","SUPPLIES AND MATERIALS","11,599.13","11,599.13"
"HON. WILLIAM D. DELAHUNT","2010","2010Q1","EQUIPMENT","1,104.00","1,104.00"
"HON. ROSA L DELAURO","2010","2010Q1","FRANKED MAIL","3,206.26","3,206.26"
"HON. ROSA L DELAURO","2010","2010Q1","PERSONNEL COMPENSATION","225,495.07","225,495.07"
"HON. ROSA L DELAURO","2010","2010Q1","TRAVEL","11,170.62","11,170.62"
"HON. ROSA L DELAURO","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","18,982.70","18,982.70"
"HON. ROSA L DELAURO","2010","2010Q1","PRINTING AND REPRODUCTION","416.50","416.50"
"HON. ROSA L DELAURO","2010","2010Q1","OTHER SERVICES","10,217.00","10,217.00"
"HON. ROSA L DELAURO","2010","2010Q1","SUPPLIES AND MATERIALS","8,798.93","8,798.93"
"HON. ROSA L DELAURO","2010","2010Q1","EQUIPMENT","425.99","425.99"
"HON. CHARLES W. DENT","2010","2010Q1","FRANKED MAIL","4,049.40","4,049.40"
"HON. CHARLES W. DENT","2010","2010Q1","PERSONNEL COMPENSATION","225,304.52","225,304.52"
"HON. CHARLES W. DENT","2010","2010Q1","TRAVEL","4,510.80","4,510.80"
"HON. CHARLES W. DENT","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","17,234.91","17,234.91"
"HON. CHARLES W. DENT","2010","2010Q1","PRINTING AND REPRODUCTION","620.85","620.85"
"HON. CHARLES W. DENT","2010","2010Q1","OTHER SERVICES","10,917.00","10,917.00"
"HON. CHARLES W. DENT","2010","2010Q1","SUPPLIES AND MATERIALS","3,398.74","3,398.74"
"HON. CHARLES W. DENT","2010","2010Q1","EQUIPMENT","553.50","553.50"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","FRANKED MAIL","912.91","912.91"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","PERSONNEL COMPENSATION","215,911.78","215,911.78"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","TRAVEL","7,360.93","7,360.93"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","19,781.52","19,781.52"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","PRINTING AND REPRODUCTION","744.86","744.86"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","OTHER SERVICES","6,405.14","6,405.14"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","SUPPLIES AND MATERIALS","2,884.43","2,884.43"
"HON. LINCOLN DIAZ-BALART","2010","2010Q1","EQUIPMENT","1,274.94","1,274.94"
"HON. MARIO DIAZ-BALART","2010","2010Q1","FRANKED MAIL","1,194.86","1,194.86"
"HON. MARIO DIAZ-BALART","2010","2010Q1","PERSONNEL COMPENSATION","212,334.25","212,334.25"
"HON. MARIO DIAZ-BALART","2010","2010Q1","TRAVEL","12,424.77","12,424.77"
"HON. MARIO DIAZ-BALART","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","37,996.35","37,996.35"
"HON. MARIO DIAZ-BALART","2010","2010Q1","PRINTING AND REPRODUCTION","77.85","77.85"
"HON. MARIO DIAZ-BALART","2010","2010Q1","OTHER SERVICES","12,154.00","12,154.00"
"HON. MARIO DIAZ-BALART","2010","2010Q1","SUPPLIES AND MATERIALS","3,281.25","3,281.25"
"HON. MARIO DIAZ-BALART","2010","2010Q1","EQUIPMENT","1,278.32","1,278.32"
"HON. NORMAN D DICKS","2010","2010Q1","FRANKED MAIL","783.25","783.25"
"HON. NORMAN D DICKS","2010","2010Q1","PERSONNEL COMPENSATION","247,326.14","247,326.14"
"HON. NORMAN D DICKS","2010","2010Q1","TRAVEL","9,723.20","9,723.20"
"HON. NORMAN D DICKS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","23,122.38","23,122.38"
"HON. NORMAN D DICKS","2010","2010Q1","PRINTING AND REPRODUCTION","187.29","187.29"
"HON. NORMAN D DICKS","2010","2010Q1","OTHER SERVICES","12,221.60","12,221.60"
"HON. NORMAN D DICKS","2010","2010Q1","SUPPLIES AND MATERIALS","4,046.72","4,046.72"
"HON. NORMAN D DICKS","2010","2010Q1","EQUIPMENT","786.00","786.00"
"HON. JOHN D DINGELL","2010","2010Q1","FRANKED MAIL","1,194.78","1,194.78"
"HON. JOHN D DINGELL","2010","2010Q1","PERSONNEL COMPENSATION","273,804.75","273,804.75"
"HON. JOHN D DINGELL","2010","2010Q1","TRAVEL","5,441.17","5,441.17"
"HON. JOHN D DINGELL","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","24,861.72","24,861.72"
"HON. JOHN D DINGELL","2010","2010Q1","PRINTING AND REPRODUCTION","185.00","185.00"
"HON. JOHN D DINGELL","2010","2010Q1","OTHER SERVICES","9,489.55","9,489.55"
"HON. JOHN D DINGELL","2010","2010Q1","SUPPLIES AND MATERIALS","2,810.62","2,810.62"
"HON. JOHN D DINGELL","2010","2010Q1","EQUIPMENT","688.56","688.56"
"HON. LLOYD DOGGETT","2010","2010Q1","FRANKED MAIL","2,344.40","2,344.40"
"HON. LLOYD DOGGETT","2010","2010Q1","PERSONNEL COMPENSATION","232,354.99","232,354.99"
"HON. LLOYD DOGGETT","2010","2010Q1","TRAVEL","2,561.40","2,561.40"
"HON. LLOYD DOGGETT","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","21,250.14","21,250.14"
"HON. LLOYD DOGGETT","2010","2010Q1","PRINTING AND REPRODUCTION","194.40","194.40"
"HON. LLOYD DOGGETT","2010","2010Q1","OTHER SERVICES","11,676.91","11,676.91"
"HON. LLOYD DOGGETT","2010","2010Q1","SUPPLIES AND MATERIALS","3,051.41","3,051.41"
"HON. LLOYD DOGGETT","2010","2010Q1","EQUIPMENT","2,196.75","2,196.75"
"HON. JOE DONNELLY","2010","2010Q1","FRANKED MAIL","2,208.81","2,208.81"
"HON. JOE DONNELLY","2010","2010Q1","PERSONNEL COMPENSATION","194,986.26","194,986.26"
"HON. JOE DONNELLY","2010","2010Q1","TRAVEL","9,208.48","9,208.48"
"HON. JOE DONNELLY","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","13,930.16","13,930.16"
"HON. JOE DONNELLY","2010","2010Q1","PRINTING AND REPRODUCTION","670.00","670.00"
"HON. JOE DONNELLY","2010","2010Q1","OTHER SERVICES","9,630.00","9,630.00"
"HON. JOE DONNELLY","2010","2010Q1","SUPPLIES AND MATERIALS","2,844.80","2,844.80"
"HON. JOE DONNELLY","2010","2010Q1","EQUIPMENT","772.38","772.38"
"HON. MICHAEL F DOYLE","2010","2010Q1","FRANKED MAIL","47,048.78","47,048.78"
"HON. MICHAEL F DOYLE","2010","2010Q1","PERSONNEL COMPENSATION","244,024.28","244,024.28"
"HON. MICHAEL F DOYLE","2010","2010Q1","TRAVEL","3,346.10","3,346.10"
"HON. MICHAEL F DOYLE","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","24,442.65","24,442.65"
"HON. MICHAEL F DOYLE","2010","2010Q1","PRINTING AND REPRODUCTION","41,264.60","41,264.60"
"HON. MICHAEL F DOYLE","2010","2010Q1","OTHER SERVICES","19,388.00","19,388.00"
"HON. MICHAEL F DOYLE","2010","2010Q1","SUPPLIES AND MATERIALS","7,909.85","7,909.85"
"HON. MICHAEL F DOYLE","2010","2010Q1","EQUIPMENT","2,308.11","2,308.11"
"HON. DAVID DREIER","2010","2010Q1","FRANKED MAIL","23,375.62","23,375.62"
"HON. DAVID DREIER","2010","2010Q1","PERSONNEL COMPENSATION","226,900.59","226,900.59"
"HON. DAVID DREIER","2010","2010Q1","TRAVEL","4,491.37","4,491.37"
"HON. DAVID DREIER","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","33,030.34","33,030.34"
"HON. DAVID DREIER","2010","2010Q1","PRINTING AND REPRODUCTION","17,521.20","17,521.20"
"HON. DAVID DREIER","2010","2010Q1","OTHER SERVICES","8,874.08","8,874.08"
"HON. DAVID DREIER","2010","2010Q1","SUPPLIES AND MATERIALS","1,876.04","1,876.04"
"HON. DAVID DREIER","2010","2010Q1","EQUIPMENT","1,779.00","1,779.00"
"HON. STEVE DRIEHAUS","2010","2010Q1","FRANKED MAIL","72,920.51","72,920.51"
"HON. STEVE DRIEHAUS","2010","2010Q1","PERSONNEL COMPENSATION","199,670.51","199,670.51"
"HON. STEVE DRIEHAUS","2010","2010Q1","TRAVEL","11,364.49","11,364.49"
"HON. STEVE DRIEHAUS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","21,004.79","21,004.79"
"HON. STEVE DRIEHAUS","2010","2010Q1","PRINTING AND REPRODUCTION","48,144.87","48,144.87"
"HON. STEVE DRIEHAUS","2010","2010Q1","OTHER SERVICES","6,709.00","6,709.00"
"HON. STEVE DRIEHAUS","2010","2010Q1","SUPPLIES AND MATERIALS","7,056.80","7,056.80"
"HON. STEVE DRIEHAUS","2010","2010Q1","EQUIPMENT","776.25","776.25"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","FRANKED MAIL","1,795.61","1,795.61"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","PERSONNEL COMPENSATION","221,271.26","221,271.26"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","TRAVEL","7,185.32","7,185.32"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","18,301.63","18,301.63"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","PRINTING AND REPRODUCTION","46,542.06","46,542.06"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","OTHER SERVICES","8,931.47","8,931.47"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","SUPPLIES AND MATERIALS","5,688.95","5,688.95"
"HON. JOHN J. DUNCAN, JR.","2010","2010Q1","EQUIPMENT","670.24","670.24"
"HON. DONNA F. EDWARDS","2010","2010Q1","FRANKED MAIL","41,299.17","41,299.17"
"HON. DONNA F. EDWARDS","2010","2010Q1","PERSONNEL COMPENSATION","241,807.93","241,807.93"
"HON. DONNA F. EDWARDS","2010","2010Q1","TRAVEL","9,292.82","9,292.82"
"HON. DONNA F. EDWARDS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","31,011.14","31,011.14"
"HON. DONNA F. EDWARDS","2010","2010Q1","PRINTING AND REPRODUCTION","326.67","326.67"
"HON. DONNA F. EDWARDS","2010","2010Q1","OTHER SERVICES","11,331.00","11,331.00"
"HON. DONNA F. EDWARDS","2010","2010Q1","SUPPLIES AND MATERIALS","6,613.53","6,613.53"
"HON. DONNA F. EDWARDS","2010","2010Q1","EQUIPMENT","1,445.31","1,445.31"
"HON. CHET EDWARDS","2010","2010Q1","FRANKED MAIL","1,696.66","1,696.66"
"HON. CHET EDWARDS","2010","2010Q1","PERSONNEL COMPENSATION","185,973.45","185,973.45"
"HON. CHET EDWARDS","2010","2010Q1","TRAVEL","523.80","523.80"
"HON. CHET EDWARDS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","18,641.90","18,641.90"
"HON. CHET EDWARDS","2010","2010Q1","PRINTING AND REPRODUCTION","679.00","679.00"
"HON. CHET EDWARDS","2010","2010Q1","OTHER SERVICES","6,603.86","6,603.86"
"HON. CHET EDWARDS","2010","2010Q1","SUPPLIES AND MATERIALS","6,710.68","6,710.68"
"HON. CHET EDWARDS","2010","2010Q1","EQUIPMENT","1,361.25","1,361.25"
"HON. VERNON J EHLERS","2010","2010Q1","FRANKED MAIL","492.81","492.81"
"HON. VERNON J EHLERS","2010","2010Q1","PERSONNEL COMPENSATION","228,101.68","228,101.68"
"HON. VERNON J EHLERS","2010","2010Q1","TRAVEL","1,151.88","1,151.88"
"HON. VERNON J EHLERS","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","10,653.43","10,653.43"
"HON. VERNON J EHLERS","2010","2010Q1","PRINTING AND REPRODUCTION","39.90","39.90"
"HON. VERNON J EHLERS","2010","2010Q1","OTHER SERVICES","11,200.92","11,200.92"
"HON. VERNON J EHLERS","2010","2010Q1","SUPPLIES AND MATERIALS","3,152.00","3,152.00"
"HON. VERNON J EHLERS","2010","2010Q1","EQUIPMENT","390.00","390.00"
"HON. KEITH ELLISON","2010","2010Q1","FRANKED MAIL","786.17","786.17"
"HON. KEITH ELLISON","2010","2010Q1","PERSONNEL COMPENSATION","228,772.84","228,772.84"
"HON. KEITH ELLISON","2010","2010Q1","TRAVEL","14,997.14","14,997.14"
"HON. KEITH ELLISON","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","18,454.02","18,454.02"
"HON. KEITH ELLISON","2010","2010Q1","PRINTING AND REPRODUCTION","354.00","354.00"
"HON. KEITH ELLISON","2010","2010Q1","OTHER SERVICES","12,469.35","12,469.35"
"HON. KEITH ELLISON","2010","2010Q1","SUPPLIES AND MATERIALS","8,551.82","8,551.82"
"HON. KEITH ELLISON","2010","2010Q1","EQUIPMENT","552.00","552.00"
"HON. BRAD ELLSWORTH","2010","2010Q1","FRANKED MAIL","16,053.96","16,053.96"
"HON. BRAD ELLSWORTH","2010","2010Q1","PERSONNEL COMPENSATION","225,318.77","225,318.77"
"HON. BRAD ELLSWORTH","2010","2010Q1","TRAVEL","9,176.01","9,176.01"
"HON. BRAD ELLSWORTH","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","13,372.64","13,372.64"
"HON. BRAD ELLSWORTH","2010","2010Q1","OTHER SERVICES","11,782.53","11,782.53"
"HON. BRAD ELLSWORTH","2010","2010Q1","SUPPLIES AND MATERIALS","4,308.82","4,308.82"
"HON. BRAD ELLSWORTH","2010","2010Q1","EQUIPMENT","1,375.08","1,375.08"
"HON. JO ANN EMERSON","2010","2010Q1","FRANKED MAIL","1,573.12","1,573.12"
"HON. JO ANN EMERSON","2010","2010Q1","PERSONNEL COMPENSATION","234,508.50","234,508.50"
"HON. JO ANN EMERSON","2010","2010Q1","TRAVEL","12,636.60","12,636.60"
"HON. JO ANN EMERSON","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","16,956.43","16,956.43"
"HON. JO ANN EMERSON","2010","2010Q1","PRINTING AND REPRODUCTION","38.00","38.00"
"HON. JO ANN EMERSON","2010","2010Q1","OTHER SERVICES","12,750.66","12,750.66"
"HON. JO ANN EMERSON","2010","2010Q1","SUPPLIES AND MATERIALS","3,194.31","3,194.31"
"HON. JO ANN EMERSON","2010","2010Q1","EQUIPMENT","2,207.25","2,207.25"
"HON. ELIOT L ENGEL","2010","2010Q1","FRANKED MAIL","687.93","687.93"
"HON. ELIOT L ENGEL","2010","2010Q1","PERSONNEL COMPENSATION","256,700.14","256,700.14"
"HON. ELIOT L ENGEL","2010","2010Q1","TRAVEL","2,431.51","2,431.51"
"HON. ELIOT L ENGEL","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","32,500.96","32,500.96"
"HON. ELIOT L ENGEL","2010","2010Q1","PRINTING AND REPRODUCTION","124.50","124.50"
"HON. ELIOT L ENGEL","2010","2010Q1","OTHER SERVICES","9,471.00","9,471.00"
"HON. ELIOT L ENGEL","2010","2010Q1","SUPPLIES AND MATERIALS","3,490.09","3,490.09"
"HON. ELIOT L ENGEL","2010","2010Q1","EQUIPMENT","1,174.92","1,174.92"
"HON. ANNA G ESHOO","2010","2010Q1","FRANKED MAIL","747.27","747.27"
"HON. ANNA G ESHOO","2010","2010Q1","PERSONNEL COMPENSATION","284,882.67","284,882.67"
"HON. ANNA G ESHOO","2010","2010Q1","TRAVEL","6,321.75","6,321.75"
"HON. ANNA G ESHOO","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","28,767.86","28,767.86"
"HON. ANNA G ESHOO","2010","2010Q1","PRINTING AND REPRODUCTION","140.50","140.50"
"HON. ANNA G ESHOO","2010","2010Q1","OTHER SERVICES","12,506.07","12,506.07"
"HON. ANNA G ESHOO","2010","2010Q1","SUPPLIES AND MATERIALS","3,352.37","3,352.37"
"HON. ANNA G ESHOO","2010","2010Q1","EQUIPMENT","616.74","616.74"
"HON. BOB ETHERIDGE","2010","2010Q1","FRANKED MAIL","1,690.23","1,690.23"
"HON. BOB ETHERIDGE","2010","2010Q1","PERSONNEL COMPENSATION","240,209.27","240,209.27"
"HON. BOB ETHERIDGE","2010","2010Q1","TRAVEL","7,157.72","7,157.72"
"HON. BOB ETHERIDGE","2010","2010Q1","RENT, COMMUNICATION, UTILITIES","22,434.19","22,434.19"
"HON. BOB ETHERIDGE","2010","2010Q1","PRINTING AND REPRODUCTION","933.60","933.60"
"HON. BOB ETHERIDGE","2010","2010Q1","OTHER SERVICES","12,366.00","12,366.00"
