"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","148,194.15","88,916.49"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","566.82","281.98"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","27,916.41","27,916.41"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","1,100,290.72","1,093,966.72"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","172,855.75","93,672.64"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","413,227.26","413,227.26"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","TRAVEL","432.44","432.44"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","21,018.19","19,740.72"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","430,302.27","15,988.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","3,083.19","333.19"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","630,080.00","504,080.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","258,821.91","238,572.63"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","98,692.13","98,692.13"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","1,919,880.24","1,326,842.98"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","1,233,968.69","1,230,152.28"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","228,407.42","179,987.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","1,955.73","1,955.73"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","272,141.86","195,381.27"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","28,992.21","24,251.83"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","14,125.00","14,125.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","1,382.31","1,382.31"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","15,237.50","15,237.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","652,918.10","528,765.88"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","27,279.50","27,279.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","203,941.40","20,324.33"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","58,862.98","58,862.98"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","8,932,671.65","4,472,108.19"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","TRAVEL","10,368.12","7,024.40"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","69,641.78","38,963.11"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","9,749.72","6,653.97"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","428,925.73","200,188.61"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","212,072.53","164,501.98"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","262,317.17","59,800.63"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","4,759.76","4,759.76"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","577,377.26","288,692.52"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","TRAVEL","1,941.58","563.19"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","3,746.71","2,349.00"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","2,746.27","210.22"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","1,396.92","261.00"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","13,859.41","8,563.67"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2013Q1","EQUIPMENT","2,229.18","1,723.01"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","3,566,112.34","1,774,384.69"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","75.92","29.38"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","230.36","65.16"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","238.99","0.00"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","463.56","179.07"
"OFFICE OF THE CHAPLAIN","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","86,250.00","43,125.00"
"OFFICE OF THE CHAPLAIN","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","1.60","0.00"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","604,500.00","309,750.00"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","24,264.74","5,878.16"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","41.45","0.00"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","2,523.53","1,411.91"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2013Q1","EQUIPMENT","2,352.00","1,176.00"
"COMPILATION OF PRECEDENTS","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","187,166.64","85,500.00"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","217,053.54","108,526.77"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","38.40","19.20"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","30,940.08","0.00"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","2,041.71","694.45"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","12,500.00","0.00"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","185.76","0.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","0.00","-689,958.54"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","TRAVEL","0.00","-8,987.91"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","0.00","-11,694.76"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","0.00","-777.38"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","3,405.00","-11,740.39"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","0.00","-2,996.55"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","EQUIPMENT","0.00","-1,710.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","TRAVEL","9,632.44","9,632.44"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","4,980.25","4,980.25"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","161,361.93","161,361.93"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","16,745.73","16,745.73"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","322.46","322.46"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","17,710.13","17,710.13"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","6,803.86","6,803.86"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","EQUIPMENT","3,420.00","3,420.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","1,220,711.44","1,220,711.44"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","TRAVEL","9.00","9.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","503.32","503.32"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","2,535.26","2,535.26"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","120.25","120.25"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","79,999.98","39,999.99"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2013Q1","TRAVEL","1,255.08","1,255.08"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","49.00","49.00"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","650.00","650.00"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","212.00","212.00"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2013Q1","EQUIPMENT","0.00","-245.70"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","1,048,994.46","524,497.23"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2013Q1","TRAVEL","19.00","0.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","4,037.51","2,301.90"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","1,510.00","0.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","16,923.19","12,293.31"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2013Q1","EQUIPMENT","1,938.20","705.00"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","FRANKED MAIL","30.24","14.95"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","3,693,014.49","1,829,172.85"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","TRAVEL","297.80","297.80"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","16,935.43","10,238.27"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","101.75","24.95"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","25,244.32","19,023.49"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","16,770.97","7,282.85"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2013Q1","EQUIPMENT","13,194.62","9,274.16"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","111,347.33","60,373.41"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","1,601.91","893.68"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","1,152.25","1,152.25"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","4,106.25","3,716.70"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2013Q1","EQUIPMENT","1,140.00","570.00"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","809,694.15","370,888.18"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2013","2013Q1","EQUIPMENT","24,372.08","24,372.08"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","85,715.03","72,334.40"
"IMMEDIATE OFFICE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","46,059.30","29,929.30"
"IMMEDIATE OFFICE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","83,497.18","13,390.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","101,850.00","50,925.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2013Q1","EQUIPMENT","3,755.80","0.00"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","820,234.11","425,550.78"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","TRAVEL","3,940.39","3,920.39"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","109.60","21.21"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","1,488.51","1,073.40"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2013Q1","EQUIPMENT","21,778.97","17,724.97"
"OEM","FISCAL YEAR 2013","2013Q1","TRAVEL","9,644.83","0.00"
"OEM","FISCAL YEAR 2013","2013Q1","TRAVEL","48,429.35","25,712.41"
"OEM","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","78,845.31","38,719.27"
"OEM","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","7,564.85","29.95"
"OEM","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","684,953.36","321,788.25"
"OEM","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","134,882.15","32,526.93"
"OEM","FISCAL YEAR 2013","2013Q1","EQUIPMENT","224,243.08","38,901.77"
"IMMEDIATE OFFICE - HTS","FISCAL YEAR 2013","2013Q1","EQUIPMENT","-79.04","0.00"
"HOUSE INFORMATION RES - HTS","FISCAL YEAR 2013","2013Q1","EQUIPMENT","-120,407.64","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","EQUIPMENT","71,405.40","71,405.40"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","EQUIPMENT","81,978.68","81,978.68"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","109,683.03","38,352.64"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","EQUIPMENT","33,410.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","RENT, COMMUNICATION, UTILITIES","44,572.87","30,172.87"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","551,000.00","551,000.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2013Q1","EQUIPMENT","85,255.09","66,882.66"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","TRAVEL","29,104.41","15,344.78"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","PRINTING AND REPRODUCTION","930.80","439.40"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","757.00","457.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","2,019.23","337.27"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2013Q1","PERSONNEL COMPENSATION","744,417.28","324,249.11"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2013","2013Q1","OTHER SERVICES","10,059.34","8,480.24"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2013","2013Q1","SUPPLIES AND MATERIALS","27.88","0.00"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","FRANKED MAIL","1,671.93","1,671.93"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","PERSONNEL COMPENSATION","240,097.41","240,097.41"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","TRAVEL","10,357.99","10,357.99"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","RENT, COMMUNICATION, UTILITIES","16,408.54","16,408.54"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","PRINTING AND REPRODUCTION","1,693.17","1,693.17"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","OTHER SERVICES","12,721.53","12,721.53"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","SUPPLIES AND MATERIALS","4,449.91","4,449.91"
"HON. ROBERT B. ADERHOLT","2013","2013Q1","EQUIPMENT","239.32","239.32"
"HON. RODNEY ALEXANDER","2013","2013Q1","FRANKED MAIL","500.57","500.57"
"HON. RODNEY ALEXANDER","2013","2013Q1","PERSONNEL COMPENSATION","216,359.45","216,359.45"
"HON. RODNEY ALEXANDER","2013","2013Q1","TRAVEL","11,234.02","11,234.02"
"HON. RODNEY ALEXANDER","2013","2013Q1","RENT, COMMUNICATION, UTILITIES","14,098.78","14,098.78"
"HON. RODNEY ALEXANDER","2013","2013Q1","PRINTING AND REPRODUCTION","85.44","85.44"
"HON. RODNEY ALEXANDER","2013","2013Q1","OTHER SERVICES","10,865.00","10,865.00"
"HON. RODNEY ALEXANDER","2013","2013Q1","SUPPLIES AND MATERIALS","3,608.49","3,608.49"
"HON. RODNEY ALEXANDER","2013","2013Q1","EQUIPMENT","197.01","197.01"
"HON. JUSTIN A. AMASH","2013","2013Q1","FRANKED MAIL","115.39","115.39"
"HON. JUSTIN A. AMASH","2013","2013Q1","PERSONNEL COMPENSATION","221,722.26","221,722.26"
"HON. JUSTIN A. AMASH","2013","2013Q1","TRAVEL","6,590.35","6,590.35"
"HON. JUSTIN A. AMASH","2013","2013Q1","RENT, COMMUNICATION, UTILITIES","18,486.61","18,486.61"
"HON. JUSTIN A. AMASH","2013","2013Q1","PRINTING AND REPRODUCTION","48.74","48.74"
"HON. JUSTIN A. AMASH","2013","2013Q1","OTHER SERVICES","7,022.88","7,022.88"
"HON. JUSTIN A. AMASH","2013","2013Q1","SUPPLIES AND MATERIALS","1,196.81","1,196.81"
