"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. GERALD E. ""GERRY"" CONNOLLY","2013","2013Q2","OTHER SERVICES","24,708.00","12,354.00"
"HON. GERALD E. ""GERRY"" CONNOLLY","2013","2013Q2","SUPPLIES AND MATERIALS","3,789.89","2,090.85"
"HON. GERALD E. ""GERRY"" CONNOLLY","2013","2013Q2","EQUIPMENT","1,239.06","619.53"
"HON. JOHN CONYERS, JR.","2013","2013Q2","FRANKED MAIL","438.70","362.39"
"HON. JOHN CONYERS, JR.","2013","2013Q2","PERSONNEL COMPENSATION","504,763.43","228,559.42"
"HON. JOHN CONYERS, JR.","2013","2013Q2","TRAVEL","20,680.07","10,786.26"
"HON. JOHN CONYERS, JR.","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","64,732.03","30,824.78"
"HON. JOHN CONYERS, JR.","2013","2013Q2","PRINTING AND REPRODUCTION","1,586.10","1,526.70"
"HON. JOHN CONYERS, JR.","2013","2013Q2","OTHER SERVICES","21,814.60","10,792.30"
"HON. JOHN CONYERS, JR.","2013","2013Q2","SUPPLIES AND MATERIALS","16,702.37","5,093.68"
"HON. JOHN CONYERS, JR.","2013","2013Q2","EQUIPMENT","2,769.82","1,005.70"
"HON. PAUL COOK","2013","2013Q2","FRANKED MAIL","18,792.41","18,782.10"
"HON. PAUL COOK","2013","2013Q2","PERSONNEL COMPENSATION","304,930.51","157,163.86"
"HON. PAUL COOK","2013","2013Q2","TRAVEL","13,143.14","9,798.34"
"HON. PAUL COOK","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","14,711.27","11,059.90"
"HON. PAUL COOK","2013","2013Q2","PRINTING AND REPRODUCTION","19,342.43","16,923.51"
"HON. PAUL COOK","2013","2013Q2","OTHER SERVICES","19,048.75","9,529.75"
"HON. PAUL COOK","2013","2013Q2","SUPPLIES AND MATERIALS","8,034.29","5,727.84"
"HON. PAUL COOK","2013","2013Q2","EQUIPMENT","5,490.94","5,098.01"
"HON. JIM COOPER","2013","2013Q2","FRANKED MAIL","2,908.83","2,470.06"
"HON. JIM COOPER","2013","2013Q2","PERSONNEL COMPENSATION","500,218.91","247,014.17"
"HON. JIM COOPER","2013","2013Q2","TRAVEL","17,483.02","11,108.04"
"HON. JIM COOPER","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","44,112.83","26,420.84"
"HON. JIM COOPER","2013","2013Q2","PRINTING AND REPRODUCTION","3,640.13","2,119.07"
"HON. JIM COOPER","2013","2013Q2","OTHER SERVICES","29,698.59","17,126.42"
"HON. JIM COOPER","2013","2013Q2","SUPPLIES AND MATERIALS","7,037.25","1,738.38"
"HON. JIM COOPER","2013","2013Q2","EQUIPMENT","2,125.68","1,420.68"
"HON. JIM COSTA","2013","2013Q2","FRANKED MAIL","182.01","233.33"
"HON. JIM COSTA","2013","2013Q2","PERSONNEL COMPENSATION","495,922.73","235,099.96"
"HON. JIM COSTA","2013","2013Q2","TRAVEL","15,647.55","5,499.60"
"HON. JIM COSTA","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","73,111.05","40,375.15"
"HON. JIM COSTA","2013","2013Q2","PRINTING AND REPRODUCTION","2,089.72","528.22"
"HON. JIM COSTA","2013","2013Q2","OTHER SERVICES","12,460.22","6,526.67"
"HON. JIM COSTA","2013","2013Q2","SUPPLIES AND MATERIALS","3,701.30","1,696.83"
"HON. JIM COSTA","2013","2013Q2","EQUIPMENT","888.00","444.00"
"HON. TOM COTTON","2013","2013Q2","FRANKED MAIL","3,605.73","1,665.48"
"HON. TOM COTTON","2013","2013Q2","PERSONNEL COMPENSATION","373,960.04","200,923.36"
"HON. TOM COTTON","2013","2013Q2","TRAVEL","30,770.34","17,875.86"
"HON. TOM COTTON","2013","2013Q2","TRANSPORTATION OF THINGS","27.00","27.00"
"HON. TOM COTTON","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","31,028.20","15,777.53"
"HON. TOM COTTON","2013","2013Q2","PRINTING AND REPRODUCTION","3,871.67","2,022.60"
"HON. TOM COTTON","2013","2013Q2","OTHER SERVICES","28,576.17","15,193.06"
"HON. TOM COTTON","2013","2013Q2","SUPPLIES AND MATERIALS","18,325.10","9,361.13"
"HON. TOM COTTON","2013","2013Q2","EQUIPMENT","6,198.34","5,897.55"
"HON. JOE COURTNEY","2013","2013Q2","FRANKED MAIL","1,705.57","1,155.21"
"HON. JOE COURTNEY","2013","2013Q2","PERSONNEL COMPENSATION","504,098.96","242,352.80"
"HON. JOE COURTNEY","2013","2013Q2","TRAVEL","16,702.78","11,567.05"
"HON. JOE COURTNEY","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","45,981.71","23,913.01"
"HON. JOE COURTNEY","2013","2013Q2","PRINTING AND REPRODUCTION","430.08","173.00"
"HON. JOE COURTNEY","2013","2013Q2","OTHER SERVICES","13,974.00","6,987.00"
"HON. JOE COURTNEY","2013","2013Q2","SUPPLIES AND MATERIALS","10,311.89","7,232.97"
"HON. JOE COURTNEY","2013","2013Q2","EQUIPMENT","2,163.00","1,081.50"
"HON. KEVIN CRAMER","2013","2013Q2","FRANKED MAIL","1,254.08","1,135.93"
"HON. KEVIN CRAMER","2013","2013Q2","PERSONNEL COMPENSATION","324,845.01","152,482.99"
"HON. KEVIN CRAMER","2013","2013Q2","TRAVEL","34,582.40","23,114.00"
"HON. KEVIN CRAMER","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","37,593.44","19,792.57"
"HON. KEVIN CRAMER","2013","2013Q2","PRINTING AND REPRODUCTION","5,463.41","1,670.93"
"HON. KEVIN CRAMER","2013","2013Q2","OTHER SERVICES","19,855.46","9,968.90"
"HON. KEVIN CRAMER","2013","2013Q2","SUPPLIES AND MATERIALS","13,357.03","4,316.48"
"HON. KEVIN CRAMER","2013","2013Q2","EQUIPMENT","2,478.70","1,385.86"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","FRANKED MAIL","3,328.18","2,037.04"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","PERSONNEL COMPENSATION","457,061.20","226,558.35"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","TRAVEL","27,306.00","15,806.12"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","36,001.50","18,909.65"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","PRINTING AND REPRODUCTION","3,076.30","841.50"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","OTHER SERVICES","22,205.42","11,600.00"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","SUPPLIES AND MATERIALS","8,111.90","4,593.83"
"HON. ERIC A. ""RICK"" CRAWFORD","2013","2013Q2","EQUIPMENT","1,279.54","658.54"
"HON. ANDER CRENSHAW","2013","2013Q2","FRANKED MAIL","780.95","548.48"
"HON. ANDER CRENSHAW","2013","2013Q2","PERSONNEL COMPENSATION","411,621.09","207,349.98"
"HON. ANDER CRENSHAW","2013","2013Q2","TRAVEL","11,013.57","6,964.32"
"HON. ANDER CRENSHAW","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","21,848.13","11,453.20"
"HON. ANDER CRENSHAW","2013","2013Q2","PRINTING AND REPRODUCTION","620.42","472.22"
"HON. ANDER CRENSHAW","2013","2013Q2","OTHER SERVICES","23,025.00","11,596.00"
"HON. ANDER CRENSHAW","2013","2013Q2","SUPPLIES AND MATERIALS","4,011.32","2,309.80"
"HON. ANDER CRENSHAW","2013","2013Q2","EQUIPMENT","2,352.00","1,176.00"
"HON. JOSEPH CROWLEY","2013","2013Q2","FRANKED MAIL","905.90","339.66"
"HON. JOSEPH CROWLEY","2013","2013Q2","PERSONNEL COMPENSATION","427,030.62","215,483.33"
"HON. JOSEPH CROWLEY","2013","2013Q2","TRAVEL","5,920.83","4,425.88"
"HON. JOSEPH CROWLEY","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","81,173.69","64,641.49"
"HON. JOSEPH CROWLEY","2013","2013Q2","PRINTING AND REPRODUCTION","2,454.79","469.05"
"HON. JOSEPH CROWLEY","2013","2013Q2","OTHER SERVICES","13,157.00","5,655.00"
"HON. JOSEPH CROWLEY","2013","2013Q2","SUPPLIES AND MATERIALS","13,372.84","2,151.97"
"HON. JOSEPH CROWLEY","2013","2013Q2","EQUIPMENT","2,159.10","1,291.89"
"HON. HENRY CUELLAR","2013","2013Q2","FRANKED MAIL","21,166.43","11,306.18"
"HON. HENRY CUELLAR","2013","2013Q2","PERSONNEL COMPENSATION","351,531.12","179,236.49"
"HON. HENRY CUELLAR","2013","2013Q2","TRAVEL","35,637.42","24,808.24"
"HON. HENRY CUELLAR","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","50,118.54","28,349.47"
"HON. HENRY CUELLAR","2013","2013Q2","PRINTING AND REPRODUCTION","17,955.99","16,935.22"
"HON. HENRY CUELLAR","2013","2013Q2","OTHER SERVICES","30,560.96","16,783.36"
"HON. HENRY CUELLAR","2013","2013Q2","SUPPLIES AND MATERIALS","11,920.87","6,870.36"
"HON. HENRY CUELLAR","2013","2013Q2","EQUIPMENT","866.97","432.00"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","FRANKED MAIL","271.25","154.58"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","PERSONNEL COMPENSATION","339,493.33","171,755.55"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","TRAVEL","13,221.70","7,727.22"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","50,239.64","25,648.97"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","PRINTING AND REPRODUCTION","980.84","733.13"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","OTHER SERVICES","21,541.47","10,750.54"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","SUPPLIES AND MATERIALS","10,478.23","7,568.95"
"HON. JOHN ABNEY CULBERSON","2013","2013Q2","EQUIPMENT","1,398.73","658.77"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","FRANKED MAIL","2,183.78","1,237.91"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","PERSONNEL COMPENSATION","468,411.57","233,417.32"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","TRAVEL","1,726.37","1,113.61"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","71,525.28","41,192.93"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","PRINTING AND REPRODUCTION","1,157.00","875.00"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","OTHER SERVICES","18,957.27","9,208.67"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","SUPPLIES AND MATERIALS","20,275.86","4,876.94"
"HON. ELIJAH E. CUMMINGS","2013","2013Q2","EQUIPMENT","2,197.50","842.50"
"HON. STEVE DAINES","2013","2013Q2","FRANKED MAIL","1,492.25","979.67"
"HON. STEVE DAINES","2013","2013Q2","PERSONNEL COMPENSATION","419,371.35","214,326.92"
"HON. STEVE DAINES","2013","2013Q2","TRAVEL","52,934.31","29,927.49"
"HON. STEVE DAINES","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","53,945.80","31,294.68"
"HON. STEVE DAINES","2013","2013Q2","PRINTING AND REPRODUCTION","7,374.97","4,917.17"
"HON. STEVE DAINES","2013","2013Q2","OTHER SERVICES","25,485.94","9,809.94"
"HON. STEVE DAINES","2013","2013Q2","SUPPLIES AND MATERIALS","23,701.94","16,198.70"
"HON. STEVE DAINES","2013","2013Q2","EQUIPMENT","3,154.07","1,105.01"
"HON. DANNY K. DAVIS","2013","2013Q2","FRANKED MAIL","61.99","67.06"
"HON. DANNY K. DAVIS","2013","2013Q2","PERSONNEL COMPENSATION","596,971.06","305,260.38"
"HON. DANNY K. DAVIS","2013","2013Q2","TRAVEL","14,862.90","9,201.88"
"HON. DANNY K. DAVIS","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","39,417.11","20,818.06"
"HON. DANNY K. DAVIS","2013","2013Q2","PRINTING AND REPRODUCTION","2,230.29","109.70"
"HON. DANNY K. DAVIS","2013","2013Q2","OTHER SERVICES","20,100.00","9,975.00"
"HON. DANNY K. DAVIS","2013","2013Q2","SUPPLIES AND MATERIALS","7,027.64","3,278.46"
"HON. DANNY K. DAVIS","2013","2013Q2","EQUIPMENT","7,406.74","938.27"
"HON. RODNEY DAVIS","2013","2013Q2","FRANKED MAIL","4,573.82","4,422.78"
"HON. RODNEY DAVIS","2013","2013Q2","PERSONNEL COMPENSATION","371,356.61","188,832.00"
"HON. RODNEY DAVIS","2013","2013Q2","TRAVEL","13,410.13","9,509.67"
"HON. RODNEY DAVIS","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","36,185.97","23,399.07"
"HON. RODNEY DAVIS","2013","2013Q2","PRINTING AND REPRODUCTION","2,119.22","770.32"
"HON. RODNEY DAVIS","2013","2013Q2","OTHER SERVICES","17,742.23","8,555.00"
"HON. RODNEY DAVIS","2013","2013Q2","SUPPLIES AND MATERIALS","18,041.30","10,311.75"
"HON. RODNEY DAVIS","2013","2013Q2","EQUIPMENT","3,297.17","2,243.21"
"HON. SUSAN A. DAVIS","2013","2013Q2","FRANKED MAIL","4,147.44","3,993.94"
"HON. SUSAN A. DAVIS","2013","2013Q2","PERSONNEL COMPENSATION","543,308.57","267,858.86"
"HON. SUSAN A. DAVIS","2013","2013Q2","TRAVEL","26,890.85","11,840.63"
"HON. SUSAN A. DAVIS","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","15,960.42","9,140.83"
"HON. SUSAN A. DAVIS","2013","2013Q2","PRINTING AND REPRODUCTION","7,880.55","7,370.56"
"HON. SUSAN A. DAVIS","2013","2013Q2","OTHER SERVICES","14,120.50","7,915.50"
"HON. SUSAN A. DAVIS","2013","2013Q2","SUPPLIES AND MATERIALS","17,857.19","8,317.65"
"HON. SUSAN A. DAVIS","2013","2013Q2","EQUIPMENT","618.00","309.00"
"HON. PETER A. DEFAZIO","2013","2013Q2","FRANKED MAIL","1,882.09","1,263.28"
"HON. PETER A. DEFAZIO","2013","2013Q2","PERSONNEL COMPENSATION","459,732.51","232,699.65"
"HON. PETER A. DEFAZIO","2013","2013Q2","TRAVEL","25,159.32","21,790.93"
"HON. PETER A. DEFAZIO","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","40,571.37","22,138.35"
"HON. PETER A. DEFAZIO","2013","2013Q2","PRINTING AND REPRODUCTION","565.77","541.17"
"HON. PETER A. DEFAZIO","2013","2013Q2","OTHER SERVICES","23,026.23","12,512.09"
"HON. PETER A. DEFAZIO","2013","2013Q2","SUPPLIES AND MATERIALS","3,446.00","2,593.07"
"HON. PETER A. DEFAZIO","2013","2013Q2","EQUIPMENT","1,001.90","499.59"
"HON. DIANA DEGETTE","2013","2013Q2","FRANKED MAIL","1,631.24","1,304.92"
"HON. DIANA DEGETTE","2013","2013Q2","PERSONNEL COMPENSATION","534,886.13","267,878.30"
"HON. DIANA DEGETTE","2013","2013Q2","TRAVEL","20,145.60","11,170.36"
"HON. DIANA DEGETTE","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","45,328.64","24,310.12"
"HON. DIANA DEGETTE","2013","2013Q2","PRINTING AND REPRODUCTION","3,124.87","2,844.80"
"HON. DIANA DEGETTE","2013","2013Q2","OTHER SERVICES","17,555.28","9,427.64"
"HON. DIANA DEGETTE","2013","2013Q2","SUPPLIES AND MATERIALS","9,676.64","6,982.15"
"HON. DIANA DEGETTE","2013","2013Q2","EQUIPMENT","3,209.00","902.30"
"HON. JOHN K. DELANEY","2013","2013Q2","FRANKED MAIL","15,434.72","15,360.78"
"HON. JOHN K. DELANEY","2013","2013Q2","PERSONNEL COMPENSATION","390,847.59","213,894.51"
"HON. JOHN K. DELANEY","2013","2013Q2","TRAVEL","10,294.81","8,943.81"
"HON. JOHN K. DELANEY","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","56,641.97","33,666.85"
"HON. JOHN K. DELANEY","2013","2013Q2","PRINTING AND REPRODUCTION","38,805.64","35,366.87"
"HON. JOHN K. DELANEY","2013","2013Q2","OTHER SERVICES","22,814.50","11,307.50"
"HON. JOHN K. DELANEY","2013","2013Q2","SUPPLIES AND MATERIALS","36,312.14","22,877.74"
"HON. JOHN K. DELANEY","2013","2013Q2","EQUIPMENT","5,410.87","4,500.38"
"HON. ROSA L. DELAURO","2013","2013Q2","FRANKED MAIL","665.90","653.63"
"HON. ROSA L. DELAURO","2013","2013Q2","PERSONNEL COMPENSATION","523,214.39","265,254.11"
"HON. ROSA L. DELAURO","2013","2013Q2","TRAVEL","13,766.86","8,228.74"
"HON. ROSA L. DELAURO","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","39,809.29","21,446.79"
"HON. ROSA L. DELAURO","2013","2013Q2","PRINTING AND REPRODUCTION","661.20","228.70"
"HON. ROSA L. DELAURO","2013","2013Q2","OTHER SERVICES","30,731.00","14,740.00"
"HON. ROSA L. DELAURO","2013","2013Q2","SUPPLIES AND MATERIALS","5,040.63","2,359.13"
"HON. ROSA L. DELAURO","2013","2013Q2","EQUIPMENT","1,153.98","656.99"
"HON. SUZAN K DELBENE","2013","2013Q2","FRANKED MAIL","4,150.61","3,680.55"
"HON. SUZAN K DELBENE","2013","2013Q2","PERSONNEL COMPENSATION","328,545.53","176,574.99"
"HON. SUZAN K DELBENE","2013","2013Q2","TRAVEL","12,310.73","8,499.19"
"HON. SUZAN K DELBENE","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","28,930.63","13,996.93"
"HON. SUZAN K DELBENE","2013","2013Q2","PRINTING AND REPRODUCTION","1,500.94","522.50"
"HON. SUZAN K DELBENE","2013","2013Q2","OTHER SERVICES","21,000.00","10,500.00"
"HON. SUZAN K DELBENE","2013","2013Q2","SUPPLIES AND MATERIALS","2,554.99","1,321.43"
"HON. SUZAN K DELBENE","2013","2013Q2","EQUIPMENT","519.14","145.74"
"HON. JEFF DENHAM","2013","2013Q2","FRANKED MAIL","55,750.50","29,172.63"
"HON. JEFF DENHAM","2013","2013Q2","PERSONNEL COMPENSATION","427,740.19","211,162.48"
"HON. JEFF DENHAM","2013","2013Q2","TRAVEL","21,939.11","11,167.64"
"HON. JEFF DENHAM","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","32,297.19","15,784.72"
"HON. JEFF DENHAM","2013","2013Q2","PRINTING AND REPRODUCTION","25,803.58","24,024.30"
"HON. JEFF DENHAM","2013","2013Q2","OTHER SERVICES","23,801.36","11,242.95"
"HON. JEFF DENHAM","2013","2013Q2","SUPPLIES AND MATERIALS","11,966.06","6,754.55"
"HON. JEFF DENHAM","2013","2013Q2","EQUIPMENT","2,595.61","1,314.49"
"HON. CHARLES W. DENT","2013","2013Q2","FRANKED MAIL","2,263.15","1,810.66"
"HON. CHARLES W. DENT","2013","2013Q2","PERSONNEL COMPENSATION","459,131.25","230,677.79"
"HON. CHARLES W. DENT","2013","2013Q2","TRAVEL","13,980.73","8,667.65"
"HON. CHARLES W. DENT","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","48,934.16","30,658.98"
"HON. CHARLES W. DENT","2013","2013Q2","PRINTING AND REPRODUCTION","883.60","457.60"
"HON. CHARLES W. DENT","2013","2013Q2","OTHER SERVICES","13,771.52","6,275.00"
"HON. CHARLES W. DENT","2013","2013Q2","SUPPLIES AND MATERIALS","5,551.63","3,808.59"
"HON. CHARLES W. DENT","2013","2013Q2","EQUIPMENT","863.00","494.00"
"HON. RON DESANTIS","2013","2013Q2","FRANKED MAIL","16,126.11","16,129.69"
"HON. RON DESANTIS","2013","2013Q2","PERSONNEL COMPENSATION","349,581.27","204,508.36"
"HON. RON DESANTIS","2013","2013Q2","TRAVEL","17,333.38","12,647.82"
"HON. RON DESANTIS","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","25,728.09","20,123.93"
"HON. RON DESANTIS","2013","2013Q2","PRINTING AND REPRODUCTION","20,459.19","18,482.00"
"HON. RON DESANTIS","2013","2013Q2","OTHER SERVICES","14,011.00","6,943.00"
"HON. RON DESANTIS","2013","2013Q2","SUPPLIES AND MATERIALS","8,669.15","6,182.75"
"HON. RON DESANTIS","2013","2013Q2","EQUIPMENT","2,032.56","1,316.28"
"HON. SCOTT DESJARLAIS","2013","2013Q2","FRANKED MAIL","25,401.50","23,407.17"
"HON. SCOTT DESJARLAIS","2013","2013Q2","PERSONNEL COMPENSATION","309,974.07","152,983.73"
"HON. SCOTT DESJARLAIS","2013","2013Q2","TRAVEL","25,514.38","14,864.96"
"HON. SCOTT DESJARLAIS","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","50,329.38","26,674.13"
"HON. SCOTT DESJARLAIS","2013","2013Q2","PRINTING AND REPRODUCTION","4,131.92","3,395.06"
"HON. SCOTT DESJARLAIS","2013","2013Q2","OTHER SERVICES","23,700.54","12,819.54"
"HON. SCOTT DESJARLAIS","2013","2013Q2","SUPPLIES AND MATERIALS","7,379.02","4,133.37"
"HON. SCOTT DESJARLAIS","2013","2013Q2","EQUIPMENT","4,330.56","2,165.28"
"HON. THEODORE E. DEUTCH","2013","2013Q2","FRANKED MAIL","2,042.26","1,061.88"
"HON. THEODORE E. DEUTCH","2013","2013Q2","PERSONNEL COMPENSATION","473,152.08","242,302.73"
"HON. THEODORE E. DEUTCH","2013","2013Q2","TRAVEL","15,187.48","7,427.97"
"HON. THEODORE E. DEUTCH","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","33,651.21","17,082.00"
"HON. THEODORE E. DEUTCH","2013","2013Q2","PRINTING AND REPRODUCTION","976.06","432.77"
"HON. THEODORE E. DEUTCH","2013","2013Q2","OTHER SERVICES","18,429.85","7,540.42"
"HON. THEODORE E. DEUTCH","2013","2013Q2","SUPPLIES AND MATERIALS","15,116.53","6,937.98"
"HON. THEODORE E. DEUTCH","2013","2013Q2","EQUIPMENT","1,495.88","60.00"
"HON. MARIO DIAZ-BALART","2013","2013Q2","FRANKED MAIL","43,922.73","43,215.35"
"HON. MARIO DIAZ-BALART","2013","2013Q2","PERSONNEL COMPENSATION","403,294.40","203,872.21"
"HON. MARIO DIAZ-BALART","2013","2013Q2","TRAVEL","34,358.54","21,853.49"
"HON. MARIO DIAZ-BALART","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","61,567.07","31,122.16"
"HON. MARIO DIAZ-BALART","2013","2013Q2","PRINTING AND REPRODUCTION","50,100.50","48,309.75"
"HON. MARIO DIAZ-BALART","2013","2013Q2","OTHER SERVICES","28,982.71","10,589.88"
"HON. MARIO DIAZ-BALART","2013","2013Q2","SUPPLIES AND MATERIALS","4,306.53","2,813.29"
"HON. MARIO DIAZ-BALART","2013","2013Q2","EQUIPMENT","1,619.16","809.58"
"HON. JOHN D. DINGELL","2013","2013Q2","FRANKED MAIL","904.73","610.93"
"HON. JOHN D. DINGELL","2013","2013Q2","PERSONNEL COMPENSATION","508,358.12","250,260.95"
"HON. JOHN D. DINGELL","2013","2013Q2","TRAVEL","11,047.04","6,295.58"
"HON. JOHN D. DINGELL","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","56,476.63","43,928.70"
"HON. JOHN D. DINGELL","2013","2013Q2","PRINTING AND REPRODUCTION","527.46","456.56"
"HON. JOHN D. DINGELL","2013","2013Q2","OTHER SERVICES","11,940.32","11,841.57"
"HON. JOHN D. DINGELL","2013","2013Q2","SUPPLIES AND MATERIALS","2,902.39","1,040.28"
"HON. JOHN D. DINGELL","2013","2013Q2","EQUIPMENT","1,698.21","669.90"
"HON. LLOYD DOGGETT","2013","2013Q2","FRANKED MAIL","7,739.11","4,796.04"
"HON. LLOYD DOGGETT","2013","2013Q2","PERSONNEL COMPENSATION","475,618.03","235,454.37"
"HON. LLOYD DOGGETT","2013","2013Q2","TRAVEL","8,472.86","5,564.74"
"HON. LLOYD DOGGETT","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","64,160.91","35,798.65"
"HON. LLOYD DOGGETT","2013","2013Q2","PRINTING AND REPRODUCTION","7,419.25","3,390.89"
"HON. LLOYD DOGGETT","2013","2013Q2","OTHER SERVICES","33,642.09","14,578.23"
"HON. LLOYD DOGGETT","2013","2013Q2","SUPPLIES AND MATERIALS","7,481.48","2,136.66"
"HON. LLOYD DOGGETT","2013","2013Q2","EQUIPMENT","4,815.00","1,492.13"
"HON. MICHAEL F. DOYLE","2013","2013Q2","FRANKED MAIL","1,489.77","956.18"
"HON. MICHAEL F. DOYLE","2013","2013Q2","PERSONNEL COMPENSATION","478,647.93","239,087.62"
"HON. MICHAEL F. DOYLE","2013","2013Q2","TRAVEL","14,001.15","5,689.20"
"HON. MICHAEL F. DOYLE","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","46,785.13","23,320.85"
"HON. MICHAEL F. DOYLE","2013","2013Q2","PRINTING AND REPRODUCTION","224.34","76.00"
"HON. MICHAEL F. DOYLE","2013","2013Q2","OTHER SERVICES","19,038.00","9,519.00"
"HON. MICHAEL F. DOYLE","2013","2013Q2","SUPPLIES AND MATERIALS","8,276.20","4,239.21"
"HON. MICHAEL F. DOYLE","2013","2013Q2","EQUIPMENT","4,085.22","2,042.61"
"HON. TAMMY DUCKWORTH","2013","2013Q2","FRANKED MAIL","466.49","421.57"
"HON. TAMMY DUCKWORTH","2013","2013Q2","PERSONNEL COMPENSATION","297,783.39","163,866.70"
"HON. TAMMY DUCKWORTH","2013","2013Q2","TRAVEL","7,711.41","6,621.71"
"HON. TAMMY DUCKWORTH","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","29,810.04","16,191.45"
"HON. TAMMY DUCKWORTH","2013","2013Q2","PRINTING AND REPRODUCTION","2,336.05","1,529.40"
"HON. TAMMY DUCKWORTH","2013","2013Q2","OTHER SERVICES","11,910.00","5,655.00"
"HON. TAMMY DUCKWORTH","2013","2013Q2","SUPPLIES AND MATERIALS","16,018.90","5,867.45"
"HON. TAMMY DUCKWORTH","2013","2013Q2","EQUIPMENT","4,156.70","2,712.82"
"HON. SEAN P. DUFFY","2013","2013Q2","FRANKED MAIL","3,589.65","3,003.26"
"HON. SEAN P. DUFFY","2013","2013Q2","PERSONNEL COMPENSATION","474,105.63","243,912.26"
"HON. SEAN P. DUFFY","2013","2013Q2","TRAVEL","31,798.28","15,402.20"
"HON. SEAN P. DUFFY","2013","2013Q2","TRANSPORTATION OF THINGS","384.00","0.00"
"HON. SEAN P. DUFFY","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","32,751.55","25,609.77"
"HON. SEAN P. DUFFY","2013","2013Q2","PRINTING AND REPRODUCTION","3,981.51","3,352.89"
"HON. SEAN P. DUFFY","2013","2013Q2","OTHER SERVICES","21,406.78","4,434.78"
"HON. SEAN P. DUFFY","2013","2013Q2","SUPPLIES AND MATERIALS","17,943.83","13,961.36"
"HON. SEAN P. DUFFY","2013","2013Q2","EQUIPMENT","17,523.48","16,371.18"
"HON. JEFF DUNCAN","2013","2013Q2","FRANKED MAIL","3,012.66","2,208.35"
"HON. JEFF DUNCAN","2013","2013Q2","PERSONNEL COMPENSATION","413,846.95","222,576.47"
"HON. JEFF DUNCAN","2013","2013Q2","TRAVEL","44,025.71","24,115.22"
"HON. JEFF DUNCAN","2013","2013Q2","RENT, COMMUNICATION, UTILITIES","24,684.52","13,178.20"
"HON. JEFF DUNCAN","2013","2013Q2","PRINTING AND REPRODUCTION","3,461.43","3,178.94"
"HON. JEFF DUNCAN","2013","2013Q2","OTHER SERVICES","23,742.50","10,920.00"
"HON. JEFF DUNCAN","2013","2013Q2","SUPPLIES AND MATERIALS","3,813.60","2,584.56"
