"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"OFFICE OF THE MINORITY WHIP","2012","2012Q1","PERSONNEL COMPENSATION","296,651.34","296,651.34"
"OFFICE OF THE MINORITY WHIP","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","170.00","170.00"
"OFFICE OF THE MINORITY WHIP","2012","2012Q1","PRINTING AND REPRODUCTION","5,891.00","5,891.00"
"OFFICE OF THE MINORITY WHIP","2012","2012Q1","OTHER SERVICES","316.34","316.34"
"OFFICE OF THE MINORITY WHIP","2012","2012Q1","SUPPLIES AND MATERIALS","4,209.57","4,209.57"
"DEMOCRATIC CAUCUS","2012","2012Q1","FRANKED MAIL","11.96","11.96"
"DEMOCRATIC CAUCUS","2012","2012Q1","PERSONNEL COMPENSATION","306,558.73","306,558.73"
"DEMOCRATIC CAUCUS","2012","2012Q1","TRAVEL","14,922.36","14,922.36"
"DEMOCRATIC CAUCUS","2012","2012Q1","PRINTING AND REPRODUCTION","6.40","6.40"
"DEMOCRATIC CAUCUS","2012","2012Q1","OTHER SERVICES","1,384.80","1,384.80"
"DEMOCRATIC CAUCUS","2012","2012Q1","SUPPLIES AND MATERIALS","101,419.36","101,419.36"
"REPUBLICAN CONFERENCE","2012","2012Q1","PERSONNEL COMPENSATION","317,648.86","317,648.86"
"REPUBLICAN CONFERENCE","2012","2012Q1","TRAVEL","27.00","27.00"
"REPUBLICAN CONFERENCE","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","2,009.95","2,009.95"
"REPUBLICAN CONFERENCE","2012","2012Q1","PRINTING AND REPRODUCTION","61.85","61.85"
"REPUBLICAN CONFERENCE","2012","2012Q1","OTHER SERVICES","5.95","5.95"
"REPUBLICAN CONFERENCE","2012","2012Q1","SUPPLIES AND MATERIALS","10,198.10","10,198.10"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","548,779.96","205,804.96"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","857,027.29","211,197.84"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","TRAVEL","1,870.69","872.83"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","756.03","580.67"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","1,243.70","0.00"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","47,811.06","37,892.00"
"OFFICE OF THE SPEAKER","FISCAL YEAR 2012","2012Q1","PERSONNEL BENEFITS","6,249.99","1,069.48"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","258,576.73","5,704.56"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","304,979.13","6,065.28"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","FRANKED MAIL","1.52","0.00"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","TRAVEL","2,191.58","324.99"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","422.65","124.00"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","376.31","47.99"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","180.12","180.12"
"OFFICE OF THE MAJORITY LEADER","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","28,387.19","10,277.86"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","667,979.36","504,591.03"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","1,022,142.43","405,881.66"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","TRAVEL","24,015.08","1,634.65"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","1,590.07","87.19"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","3,319.05","1,767.50"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","29,409.81","7,719.36"
"OFFICE OF THE MINORITY LEADER","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","129,898.24","117,114.96"
"OFFICE OF THE MAJORITY WHIP","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","117,916.67","1,791.66"
"OFFICE OF THE MAJORITY WHIP","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","350,999.99","6,749.99"
"OFFICE OF THE MAJORITY WHIP","FISCAL YEAR 2012","2012Q1","TRAVEL","56.50","40.50"
"OFFICE OF THE MAJORITY WHIP","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","73.00","0.00"
"OFFICE OF THE MAJORITY WHIP","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","6.50","0.00"
"OFFICE OF THE MAJORITY WHIP","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","30,386.36","10,185.24"
"OFFICE OF THE MINORITY WHIP","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","360,646.67","9,104.65"
"OFFICE OF THE MINORITY WHIP","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","2,193.89","990.94"
"OFFICE OF THE MINORITY WHIP","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","157.20","0.00"
"OFFICE OF THE MINORITY WHIP","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","751.54","178.56"
"OFFICE OF THE MINORITY WHIP","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","11,703.01","3,026.34"
"DEMOCRATIC STEERING AND POLICY","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-105,750.00"
"DEMOCRATIC STEERING AND POLICY","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-183,563.33"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","68,652.78","1,437.50"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","277,915.80","17,446.04"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","TRAVEL","995.39","0.00"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","70.00","0.00"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","187.80","0.00"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","284.80","0.00"
"DEMOCRATIC CAUCUS","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","13,729.13","6,886.63"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","82,986.10","1,736.11"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","249,404.17","5,508.33"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","TRAVEL","10.77","0.00"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","4,018.86","4,000.00"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","8,738.49","8,683.49"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","287.40","5.95"
"REPUBLICAN CONFERENCE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","22,008.05","13,252.53"
"REPUBLICAN POLICY COMMITTEE","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-80,000.04"
"REPUBLICAN STEERING COMMITTEE","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-161,374.98"
"MINORITY EMPLOYEES","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-382,634.49"
"LEGISLATIVE FLOOR ACTIVITIES","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-32,499.99"
"RC-TRAINING & PROGRAM DEVEL.","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-22,500.00"
"DS-TRAINING & PROGRAM DEVEL.","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-79,424.25"
"CLOAKROOM PERSONNEL - MAJ","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-88,412.49"
"CLOAKROOM PERSONNEL - MIN","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","0.00","-120,355.89"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","647,167.70","498,067.70"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","564,734.46","437,974.31"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","140,608.35","84,365.01"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","3,842.11","3,842.11"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","145,408.60","145,408.60"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","29,189,113.22","14,467,575.70"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","105,554.00","26,665.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","TRAVEL","711.00","711.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","390.00","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","1,651.26","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","680.82","522.93"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","1,798.59","1,798.59"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","111.50","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","283,150.29","189,967.56"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","11,782.15","852.94"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","34,381.67","34,381.67"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","TRAVEL","79,871.54","36,446.89"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","440,929.08","264,392.99"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","3,371.84","1,768.94"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","600,281.01","551,789.85"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","268,584.47","168,308.66"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","278,533.11","248,649.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","686,940.28","686,940.28"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","52,479.18","52,479.18"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","93.28","79.57"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","286.75","286.75"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","37,494.03","26,644.03"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","1,640.00","1,600.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","56,324.20","41,783.60"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","106,359.21","70,881.85"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","201,282.33","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","10,540.00","10,540.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","157,124.82","157,124.82"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","TRAVEL","1,539.59","1,539.59"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","45,473.89","38,317.20"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","914,318.00","723,266.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","300.00","300.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","632,781.97","380,781.97"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","TRAVEL","3,727.47","3,727.47"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","290,955.02","231,304.40"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","54,243.00","27,121.50"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","2,074,918.75","1,815,132.41"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","1,001,253.81","983,990.24"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","158.50","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","244,518.61","128,858.29"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","30,486.66","15,786.66"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","2,006.26","1,422.04"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","230,928.04","170,978.29"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","104.99","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","4,974.51","4,974.51"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","121,847.95","121,847.95"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","2,487.02","1,178.68"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","11,308.65","11,308.65"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","634,156.86","384,165.54"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","1,695.00","1,695.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","410,427.80","329,653.40"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","TRAVEL","8,819.57","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","117,560.56","117,385.56"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","1,417.91","1,417.91"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","9,032,095.77","4,343,134.41"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","TRAVEL","18,722.62","10,502.24"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","66,231.74","39,356.62"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","9,128.13","8,889.71"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","774,739.04","416,040.43"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","87,096.51","72,177.60"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","EQUIPMENT","285,738.23","221,182.77"
"CLERK OF THE HOUSE","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","3,136.50","3,136.50"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","520,512.19","261,712.54"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","TRAVEL","1,554.85","1,094.22"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","4,000.07","2,685.55"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","4,462.50","4,368.70"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","869.25","0.00"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","13,790.99","9,474.18"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2012","2012Q1","EQUIPMENT","6,126.30","3,189.18"
"SERGEANT AT ARMS","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","4,366,103.91","2,167,311.72"
"SERGEANT AT ARMS","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","0.00","-249.07"
"OFFICE OF THE CHAPLAIN","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","86,250.00","43,125.00"
"OFFICE OF THE CHAPLAIN","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","19.20","19.20"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","617,916.65","316,374.99"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","9,718.70","5,966.73"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","98.34","76.84"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","2,113.05","1,048.69"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2012","2012Q1","EQUIPMENT","4,032.51","1,537.59"
"COMPILATION OF PRECEDENTS","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","219,499.98","111,749.97"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","217,053.54","108,526.77"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","12.80","12.80"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","92,820.24","46,410.12"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","5,536.30","3,912.63"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","603.95","603.95"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","537.47","190.95"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","1,474,428.01","728,996.50"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","TRAVEL","4,151.25","1,597.15"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","14,037.52","8,590.15"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","290.00","290.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","78,717.37","46,559.32"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","11,285.18","7,569.60"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2012","2012Q1","EQUIPMENT","4,166.45","2,910.00"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","79,999.98","39,999.99"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","90.50","-17.39"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2012","2012Q1","EQUIPMENT","491.40","245.70"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","FRANKED MAIL","867.92","538.53"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","1,047,382.16","532,447.64"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","3,464.68","2,168.24"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","39.90","39.90"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","11,574.72","5,634.72"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","15,842.22","9,321.13"
"LAW REVISION COUNSEL","FISCAL YEAR 2012","2012Q1","EQUIPMENT","15,972.02","3,685.59"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","FRANKED MAIL","2.96","1.50"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","3,647,444.64","1,806,241.80"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","TRAVEL","583.92","583.92"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","18,011.78","10,761.00"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","8.10","0.00"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","OTHER SERVICES","64,961.49","59,586.66"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","23,074.46","12,756.39"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2012","2012Q1","EQUIPMENT","17,164.03","15,130.65"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2012","2012Q1","PERSONNEL COMPENSATION","138,614.52","69,307.26"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2012","2012Q1","TRAVEL","100.00","0.00"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2012","2012Q1","RENT, COMMUNICATION, UTILITIES","3,076.39","2,520.76"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2012","2012Q1","PRINTING AND REPRODUCTION","2,474.70","1,550.90"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2012","2012Q1","SUPPLIES AND MATERIALS","20,033.12","6,981.27"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2012","2012Q1","EQUIPMENT","1,140.00","570.00"
