"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. MIKE COFFMAN","2012","2012Q1","OTHER SERVICES","4,261.32","4,261.32"
"HON. MIKE COFFMAN","2012","2012Q1","SUPPLIES AND MATERIALS","6,171.57","6,171.57"
"HON. STEVE COHEN","2012","2012Q1","FRANKED MAIL","578.19","578.19"
"HON. STEVE COHEN","2012","2012Q1","PERSONNEL COMPENSATION","231,528.08","231,528.08"
"HON. STEVE COHEN","2012","2012Q1","TRAVEL","7,896.51","7,896.51"
"HON. STEVE COHEN","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","11,639.47","11,639.47"
"HON. STEVE COHEN","2012","2012Q1","OTHER SERVICES","6,015.54","6,015.54"
"HON. STEVE COHEN","2012","2012Q1","SUPPLIES AND MATERIALS","1,572.79","1,572.79"
"HON. STEVE COHEN","2012","2012Q1","EQUIPMENT","156.00","156.00"
"HON. TOM COLE","2012","2012Q1","FRANKED MAIL","1,384.34","1,384.34"
"HON. TOM COLE","2012","2012Q1","PERSONNEL COMPENSATION","213,683.16","213,683.16"
"HON. TOM COLE","2012","2012Q1","TRAVEL","10,190.81","10,190.81"
"HON. TOM COLE","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","18,964.20","18,964.20"
"HON. TOM COLE","2012","2012Q1","PRINTING AND REPRODUCTION","900.70","900.70"
"HON. TOM COLE","2012","2012Q1","OTHER SERVICES","3,705.00","3,705.00"
"HON. TOM COLE","2012","2012Q1","SUPPLIES AND MATERIALS","3,488.44","3,488.44"
"HON. TOM COLE","2012","2012Q1","EQUIPMENT","1,088.82","1,088.82"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","FRANKED MAIL","12,948.39","12,948.39"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","PERSONNEL COMPENSATION","217,229.45","217,229.45"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","TRAVEL","11,616.22","11,616.22"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","11,197.09","11,197.09"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","PRINTING AND REPRODUCTION","2,190.30","2,190.30"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","OTHER SERVICES","6,895.21","6,895.21"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","SUPPLIES AND MATERIALS","2,173.85","2,173.85"
"HON. K. MICHAEL CONAWAY","2012","2012Q1","EQUIPMENT","474.57","474.57"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","FRANKED MAIL","567.25","567.25"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","PERSONNEL COMPENSATION","213,589.77","213,589.77"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","TRAVEL","715.79","715.79"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,588.51","20,588.51"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","PRINTING AND REPRODUCTION","363.90","363.90"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","OTHER SERVICES","9,700.80","9,700.80"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","SUPPLIES AND MATERIALS","2,666.10","2,666.10"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q1","EQUIPMENT","619.53","619.53"
"HON. JOHN CONYERS, JR.","2012","2012Q1","FRANKED MAIL","116.04","116.04"
"HON. JOHN CONYERS, JR.","2012","2012Q1","PERSONNEL COMPENSATION","254,741.66","254,741.66"
"HON. JOHN CONYERS, JR.","2012","2012Q1","TRAVEL","10,815.66","10,815.66"
"HON. JOHN CONYERS, JR.","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","30,316.16","30,316.16"
"HON. JOHN CONYERS, JR.","2012","2012Q1","PRINTING AND REPRODUCTION","413.40","413.40"
"HON. JOHN CONYERS, JR.","2012","2012Q1","OTHER SERVICES","8,259.47","8,259.47"
"HON. JOHN CONYERS, JR.","2012","2012Q1","SUPPLIES AND MATERIALS","2,431.66","2,431.66"
"HON. JOHN CONYERS, JR.","2012","2012Q1","EQUIPMENT","1,247.12","1,247.12"
"HON. JIM COOPER","2012","2012Q1","FRANKED MAIL","419.02","419.02"
"HON. JIM COOPER","2012","2012Q1","PERSONNEL COMPENSATION","258,298.24","258,298.24"
"HON. JIM COOPER","2012","2012Q1","TRAVEL","7,702.80","7,702.80"
"HON. JIM COOPER","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,026.00","20,026.00"
"HON. JIM COOPER","2012","2012Q1","PRINTING AND REPRODUCTION","325.64","325.64"
"HON. JIM COOPER","2012","2012Q1","OTHER SERVICES","12,441.22","12,441.22"
"HON. JIM COOPER","2012","2012Q1","SUPPLIES AND MATERIALS","2,464.12","2,464.12"
"HON. JIM COOPER","2012","2012Q1","EQUIPMENT","1,319.16","1,319.16"
"HON. JIM COSTA","2012","2012Q1","FRANKED MAIL","1,797.63","1,797.63"
"HON. JIM COSTA","2012","2012Q1","PERSONNEL COMPENSATION","246,672.84","246,672.84"
"HON. JIM COSTA","2012","2012Q1","TRAVEL","731.69","731.69"
"HON. JIM COSTA","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","22,852.28","22,852.28"
"HON. JIM COSTA","2012","2012Q1","PRINTING AND REPRODUCTION","191.50","191.50"
"HON. JIM COSTA","2012","2012Q1","OTHER SERVICES","4,109.00","4,109.00"
"HON. JIM COSTA","2012","2012Q1","SUPPLIES AND MATERIALS","2,150.23","2,150.23"
"HON. JIM COSTA","2012","2012Q1","EQUIPMENT","333.68","333.68"
"HON. JERRY F. COSTELLO","2012","2012Q1","FRANKED MAIL","2,014.71","2,014.71"
"HON. JERRY F. COSTELLO","2012","2012Q1","PERSONNEL COMPENSATION","216,627.51","216,627.51"
"HON. JERRY F. COSTELLO","2012","2012Q1","TRAVEL","6,935.20","6,935.20"
"HON. JERRY F. COSTELLO","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","17,631.56","17,631.56"
"HON. JERRY F. COSTELLO","2012","2012Q1","PRINTING AND REPRODUCTION","100.20","100.20"
"HON. JERRY F. COSTELLO","2012","2012Q1","OTHER SERVICES","5,436.62","5,436.62"
"HON. JERRY F. COSTELLO","2012","2012Q1","SUPPLIES AND MATERIALS","639.10","639.10"
"HON. JERRY F. COSTELLO","2012","2012Q1","EQUIPMENT","1,542.00","1,542.00"
"HON. JOE COURTNEY","2012","2012Q1","FRANKED MAIL","1,446.22","1,446.22"
"HON. JOE COURTNEY","2012","2012Q1","PERSONNEL COMPENSATION","252,320.55","252,320.55"
"HON. JOE COURTNEY","2012","2012Q1","TRAVEL","6,812.66","6,812.66"
"HON. JOE COURTNEY","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","30,696.78","30,696.78"
"HON. JOE COURTNEY","2012","2012Q1","PRINTING AND REPRODUCTION","754.45","754.45"
"HON. JOE COURTNEY","2012","2012Q1","OTHER SERVICES","7,366.44","7,366.44"
"HON. JOE COURTNEY","2012","2012Q1","SUPPLIES AND MATERIALS","6,434.16","6,434.16"
"HON. JOE COURTNEY","2012","2012Q1","EQUIPMENT","1,081.50","1,081.50"
"HON. CHIP CRAVAACK","2012","2012Q1","FRANKED MAIL","6,175.69","6,175.69"
"HON. CHIP CRAVAACK","2012","2012Q1","PERSONNEL COMPENSATION","185,246.41","185,246.41"
"HON. CHIP CRAVAACK","2012","2012Q1","TRAVEL","14,134.64","14,134.64"
"HON. CHIP CRAVAACK","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","10,632.11","10,632.11"
"HON. CHIP CRAVAACK","2012","2012Q1","PRINTING AND REPRODUCTION","200.40","200.40"
"HON. CHIP CRAVAACK","2012","2012Q1","OTHER SERVICES","6,188.36","6,188.36"
"HON. CHIP CRAVAACK","2012","2012Q1","SUPPLIES AND MATERIALS","3,158.20","3,158.20"
"HON. CHIP CRAVAACK","2012","2012Q1","EQUIPMENT","1,463.89","1,463.89"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","FRANKED MAIL","1,011.82","1,011.82"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","PERSONNEL COMPENSATION","229,957.78","229,957.78"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","TRAVEL","19,490.49","19,490.49"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","19,017.90","19,017.90"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","PRINTING AND REPRODUCTION","739.45","739.45"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","OTHER SERVICES","11,087.22","11,087.22"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","SUPPLIES AND MATERIALS","2,835.12","2,835.12"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q1","EQUIPMENT","3,481.00","3,481.00"
"HON. ANDER CRENSHAW","2012","2012Q1","FRANKED MAIL","2,187.08","2,187.08"
"HON. ANDER CRENSHAW","2012","2012Q1","PERSONNEL COMPENSATION","207,131.17","207,131.17"
"HON. ANDER CRENSHAW","2012","2012Q1","TRAVEL","5,134.19","5,134.19"
"HON. ANDER CRENSHAW","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","10,128.45","10,128.45"
"HON. ANDER CRENSHAW","2012","2012Q1","PRINTING AND REPRODUCTION","138.70","138.70"
"HON. ANDER CRENSHAW","2012","2012Q1","OTHER SERVICES","6,445.50","6,445.50"
"HON. ANDER CRENSHAW","2012","2012Q1","SUPPLIES AND MATERIALS","2,387.24","2,387.24"
"HON. ANDER CRENSHAW","2012","2012Q1","EQUIPMENT","1,176.00","1,176.00"
"HON. MARK S. CRITZ","2012","2012Q1","FRANKED MAIL","50,899.50","50,899.50"
"HON. MARK S. CRITZ","2012","2012Q1","PERSONNEL COMPENSATION","203,488.99","203,488.99"
"HON. MARK S. CRITZ","2012","2012Q1","TRAVEL","5,640.87","5,640.87"
"HON. MARK S. CRITZ","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","30,658.29","30,658.29"
"HON. MARK S. CRITZ","2012","2012Q1","PRINTING AND REPRODUCTION","59,402.18","59,402.18"
"HON. MARK S. CRITZ","2012","2012Q1","OTHER SERVICES","9,001.80","9,001.80"
"HON. MARK S. CRITZ","2012","2012Q1","SUPPLIES AND MATERIALS","1,838.40","1,838.40"
"HON. MARK S. CRITZ","2012","2012Q1","EQUIPMENT","243.05","243.05"
"HON. JOSEPH CROWLEY","2012","2012Q1","FRANKED MAIL","10,987.96","10,987.96"
"HON. JOSEPH CROWLEY","2012","2012Q1","PERSONNEL COMPENSATION","232,483.68","232,483.68"
"HON. JOSEPH CROWLEY","2012","2012Q1","TRAVEL","1,438.57","1,438.57"
"HON. JOSEPH CROWLEY","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","33,312.35","33,312.35"
"HON. JOSEPH CROWLEY","2012","2012Q1","PRINTING AND REPRODUCTION","2,791.63","2,791.63"
"HON. JOSEPH CROWLEY","2012","2012Q1","OTHER SERVICES","8,268.50","8,268.50"
"HON. JOSEPH CROWLEY","2012","2012Q1","SUPPLIES AND MATERIALS","615.90","615.90"
"HON. JOSEPH CROWLEY","2012","2012Q1","EQUIPMENT","2,312.54","2,312.54"
"HON. HENRY CUELLAR","2012","2012Q1","FRANKED MAIL","17,159.72","17,159.72"
"HON. HENRY CUELLAR","2012","2012Q1","PERSONNEL COMPENSATION","180,096.96","180,096.96"
"HON. HENRY CUELLAR","2012","2012Q1","TRAVEL","22,056.67","22,056.67"
"HON. HENRY CUELLAR","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","23,216.32","23,216.32"
"HON. HENRY CUELLAR","2012","2012Q1","PRINTING AND REPRODUCTION","381.00","381.00"
"HON. HENRY CUELLAR","2012","2012Q1","OTHER SERVICES","6,416.90","6,416.90"
"HON. HENRY CUELLAR","2012","2012Q1","SUPPLIES AND MATERIALS","4,947.15","4,947.15"
"HON. HENRY CUELLAR","2012","2012Q1","EQUIPMENT","570.00","570.00"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","FRANKED MAIL","238.67","238.67"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","PERSONNEL COMPENSATION","203,426.75","203,426.75"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","TRAVEL","10,529.73","10,529.73"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","24,037.12","24,037.12"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","PRINTING AND REPRODUCTION","251.12","251.12"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","OTHER SERVICES","4,190.62","4,190.62"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","SUPPLIES AND MATERIALS","5,321.99","5,321.99"
"HON. JOHN ABNEY CULBERSON","2012","2012Q1","EQUIPMENT","622.08","622.08"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","FRANKED MAIL","476.88","476.88"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","PERSONNEL COMPENSATION","249,056.00","249,056.00"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","TRAVEL","560.33","560.33"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","23,724.12","23,724.12"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","PRINTING AND REPRODUCTION","4,128.90","4,128.90"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","OTHER SERVICES","7,592.91","7,592.91"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","SUPPLIES AND MATERIALS","5,599.76","5,599.76"
"HON. ELIJAH E. CUMMINGS","2012","2012Q1","EQUIPMENT","1,777.50","1,777.50"
"HON. DANNY K. DAVIS","2012","2012Q1","FRANKED MAIL","11.57","11.57"
"HON. DANNY K. DAVIS","2012","2012Q1","PERSONNEL COMPENSATION","299,726.46","299,726.46"
"HON. DANNY K. DAVIS","2012","2012Q1","TRAVEL","4,369.48","4,369.48"
"HON. DANNY K. DAVIS","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,060.19","20,060.19"
"HON. DANNY K. DAVIS","2012","2012Q1","PRINTING AND REPRODUCTION","1,011.28","1,011.28"
"HON. DANNY K. DAVIS","2012","2012Q1","OTHER SERVICES","10,140.00","10,140.00"
"HON. DANNY K. DAVIS","2012","2012Q1","SUPPLIES AND MATERIALS","5,235.59","5,235.59"
"HON. DANNY K. DAVIS","2012","2012Q1","EQUIPMENT","1,575.02","1,575.02"
"HON. GEOFF DAVIS","2012","2012Q1","FRANKED MAIL","1,080.65","1,080.65"
"HON. GEOFF DAVIS","2012","2012Q1","PERSONNEL COMPENSATION","210,830.32","210,830.32"
"HON. GEOFF DAVIS","2012","2012Q1","TRAVEL","6,054.20","6,054.20"
"HON. GEOFF DAVIS","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,386.26","20,386.26"
"HON. GEOFF DAVIS","2012","2012Q1","PRINTING AND REPRODUCTION","180.30","180.30"
"HON. GEOFF DAVIS","2012","2012Q1","OTHER SERVICES","3,876.85","3,876.85"
"HON. GEOFF DAVIS","2012","2012Q1","SUPPLIES AND MATERIALS","1,165.16","1,165.16"
"HON. GEOFF DAVIS","2012","2012Q1","EQUIPMENT","324.00","324.00"
"HON. SUSAN A. DAVIS","2012","2012Q1","FRANKED MAIL","14,320.44","14,320.44"
"HON. SUSAN A. DAVIS","2012","2012Q1","PERSONNEL COMPENSATION","256,156.65","256,156.65"
"HON. SUSAN A. DAVIS","2012","2012Q1","TRAVEL","13,117.96","13,117.96"
"HON. SUSAN A. DAVIS","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","17,177.30","17,177.30"
"HON. SUSAN A. DAVIS","2012","2012Q1","PRINTING AND REPRODUCTION","1,123.30","1,123.30"
"HON. SUSAN A. DAVIS","2012","2012Q1","OTHER SERVICES","6,105.00","6,105.00"
"HON. SUSAN A. DAVIS","2012","2012Q1","SUPPLIES AND MATERIALS","14,709.19","14,709.19"
"HON. SUSAN A. DAVIS","2012","2012Q1","EQUIPMENT","309.00","309.00"
"HON. PETER A. DEFAZIO","2012","2012Q1","FRANKED MAIL","642.73","642.73"
"HON. PETER A. DEFAZIO","2012","2012Q1","PERSONNEL COMPENSATION","222,234.23","222,234.23"
"HON. PETER A. DEFAZIO","2012","2012Q1","TRAVEL","8,494.54","8,494.54"
"HON. PETER A. DEFAZIO","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","21,408.64","21,408.64"
"HON. PETER A. DEFAZIO","2012","2012Q1","PRINTING AND REPRODUCTION","17.65","17.65"
"HON. PETER A. DEFAZIO","2012","2012Q1","OTHER SERVICES","10,369.07","10,369.07"
"HON. PETER A. DEFAZIO","2012","2012Q1","SUPPLIES AND MATERIALS","1,426.19","1,426.19"
"HON. PETER A. DEFAZIO","2012","2012Q1","EQUIPMENT","897.61","897.61"
"HON. DIANA DEGETTE","2012","2012Q1","FRANKED MAIL","1,300.30","1,300.30"
"HON. DIANA DEGETTE","2012","2012Q1","PERSONNEL COMPENSATION","258,968.38","258,968.38"
"HON. DIANA DEGETTE","2012","2012Q1","TRAVEL","8,867.33","8,867.33"
"HON. DIANA DEGETTE","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","21,121.61","21,121.61"
"HON. DIANA DEGETTE","2012","2012Q1","PRINTING AND REPRODUCTION","357.92","357.92"
"HON. DIANA DEGETTE","2012","2012Q1","OTHER SERVICES","6,222.14","6,222.14"
"HON. DIANA DEGETTE","2012","2012Q1","SUPPLIES AND MATERIALS","6,946.07","6,946.07"
"HON. DIANA DEGETTE","2012","2012Q1","EQUIPMENT","1,159.95","1,159.95"
"HON. ROSA L. DELAURO","2012","2012Q1","FRANKED MAIL","275.07","275.07"
"HON. ROSA L. DELAURO","2012","2012Q1","PERSONNEL COMPENSATION","250,870.52","250,870.52"
"HON. ROSA L. DELAURO","2012","2012Q1","TRAVEL","5,109.81","5,109.81"
"HON. ROSA L. DELAURO","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","18,150.34","18,150.34"
"HON. ROSA L. DELAURO","2012","2012Q1","PRINTING AND REPRODUCTION","245.50","245.50"
"HON. ROSA L. DELAURO","2012","2012Q1","OTHER SERVICES","8,313.50","8,313.50"
"HON. ROSA L. DELAURO","2012","2012Q1","SUPPLIES AND MATERIALS","2,024.29","2,024.29"
"HON. ROSA L. DELAURO","2012","2012Q1","EQUIPMENT","536.99","536.99"
"HON. JEFF DENHAM","2012","2012Q1","FRANKED MAIL","31,537.16","31,537.16"
"HON. JEFF DENHAM","2012","2012Q1","PERSONNEL COMPENSATION","219,208.79","219,208.79"
"HON. JEFF DENHAM","2012","2012Q1","TRAVEL","13,196.52","13,196.52"
"HON. JEFF DENHAM","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","25,413.89","25,413.89"
"HON. JEFF DENHAM","2012","2012Q1","PRINTING AND REPRODUCTION","19,192.19","19,192.19"
"HON. JEFF DENHAM","2012","2012Q1","OTHER SERVICES","12,226.28","12,226.28"
"HON. JEFF DENHAM","2012","2012Q1","SUPPLIES AND MATERIALS","6,443.48","6,443.48"
"HON. JEFF DENHAM","2012","2012Q1","EQUIPMENT","789.30","789.30"
"HON. CHARLES W. DENT","2012","2012Q1","FRANKED MAIL","1,937.18","1,937.18"
"HON. CHARLES W. DENT","2012","2012Q1","PERSONNEL COMPENSATION","225,992.87","225,992.87"
"HON. CHARLES W. DENT","2012","2012Q1","TRAVEL","5,986.90","5,986.90"
"HON. CHARLES W. DENT","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","19,167.52","19,167.52"
"HON. CHARLES W. DENT","2012","2012Q1","PRINTING AND REPRODUCTION","285.70","285.70"
"HON. CHARLES W. DENT","2012","2012Q1","OTHER SERVICES","7,513.50","7,513.50"
"HON. CHARLES W. DENT","2012","2012Q1","SUPPLIES AND MATERIALS","2,526.98","2,526.98"
"HON. CHARLES W. DENT","2012","2012Q1","EQUIPMENT","533.83","533.83"
"HON. SCOTT DESJARLAIS","2012","2012Q1","FRANKED MAIL","21,338.84","21,338.84"
"HON. SCOTT DESJARLAIS","2012","2012Q1","PERSONNEL COMPENSATION","161,702.84","161,702.84"
"HON. SCOTT DESJARLAIS","2012","2012Q1","TRAVEL","16,221.52","16,221.52"
"HON. SCOTT DESJARLAIS","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","9,657.96","9,657.96"
"HON. SCOTT DESJARLAIS","2012","2012Q1","PRINTING AND REPRODUCTION","1,055.68","1,055.68"
"HON. SCOTT DESJARLAIS","2012","2012Q1","OTHER SERVICES","4,109.00","4,109.00"
"HON. SCOTT DESJARLAIS","2012","2012Q1","SUPPLIES AND MATERIALS","1,457.25","1,457.25"
"HON. SCOTT DESJARLAIS","2012","2012Q1","EQUIPMENT","1,855.53","1,855.53"
"HON. THEODORE E. DEUTCH","2012","2012Q1","FRANKED MAIL","679.43","679.43"
"HON. THEODORE E. DEUTCH","2012","2012Q1","PERSONNEL COMPENSATION","255,418.95","255,418.95"
"HON. THEODORE E. DEUTCH","2012","2012Q1","TRAVEL","6,964.71","6,964.71"
"HON. THEODORE E. DEUTCH","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","14,591.22","14,591.22"
"HON. THEODORE E. DEUTCH","2012","2012Q1","PRINTING AND REPRODUCTION","354.70","354.70"
"HON. THEODORE E. DEUTCH","2012","2012Q1","OTHER SERVICES","5,355.00","5,355.00"
"HON. THEODORE E. DEUTCH","2012","2012Q1","SUPPLIES AND MATERIALS","2,394.47","2,394.47"
"HON. THEODORE E. DEUTCH","2012","2012Q1","EQUIPMENT","551.82","551.82"
"HON. MARIO DIAZ-BALART","2012","2012Q1","FRANKED MAIL","1,232.36","1,232.36"
"HON. MARIO DIAZ-BALART","2012","2012Q1","PERSONNEL COMPENSATION","200,988.95","200,988.95"
"HON. MARIO DIAZ-BALART","2012","2012Q1","TRAVEL","9,376.84","9,376.84"
"HON. MARIO DIAZ-BALART","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","32,530.75","32,530.75"
"HON. MARIO DIAZ-BALART","2012","2012Q1","OTHER SERVICES","6,163.50","6,163.50"
"HON. MARIO DIAZ-BALART","2012","2012Q1","SUPPLIES AND MATERIALS","1,160.49","1,160.49"
"HON. MARIO DIAZ-BALART","2012","2012Q1","EQUIPMENT","809.58","809.58"
"HON. NORMAN D. DICKS","2012","2012Q1","FRANKED MAIL","219.27","219.27"
"HON. NORMAN D. DICKS","2012","2012Q1","PERSONNEL COMPENSATION","236,951.59","236,951.59"
"HON. NORMAN D. DICKS","2012","2012Q1","TRAVEL","10,452.22","10,452.22"
"HON. NORMAN D. DICKS","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","19,235.76","19,235.76"
"HON. NORMAN D. DICKS","2012","2012Q1","PRINTING AND REPRODUCTION","250.96","250.96"
"HON. NORMAN D. DICKS","2012","2012Q1","OTHER SERVICES","13,075.06","13,075.06"
"HON. NORMAN D. DICKS","2012","2012Q1","SUPPLIES AND MATERIALS","5,655.48","5,655.48"
"HON. NORMAN D. DICKS","2012","2012Q1","EQUIPMENT","627.00","627.00"
"HON. JOHN D. DINGELL","2012","2012Q1","FRANKED MAIL","420.51","420.51"
"HON. JOHN D. DINGELL","2012","2012Q1","PERSONNEL COMPENSATION","259,073.88","259,073.88"
"HON. JOHN D. DINGELL","2012","2012Q1","TRAVEL","6,676.57","6,676.57"
"HON. JOHN D. DINGELL","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,695.68","20,695.68"
"HON. JOHN D. DINGELL","2012","2012Q1","OTHER SERVICES","4,531.75","4,531.75"
"HON. JOHN D. DINGELL","2012","2012Q1","SUPPLIES AND MATERIALS","1,958.57","1,958.57"
"HON. JOHN D. DINGELL","2012","2012Q1","EQUIPMENT","698.31","698.31"
"HON. LLOYD DOGGETT","2012","2012Q1","FRANKED MAIL","13,658.82","13,658.82"
"HON. LLOYD DOGGETT","2012","2012Q1","PERSONNEL COMPENSATION","233,548.43","233,548.43"
"HON. LLOYD DOGGETT","2012","2012Q1","TRAVEL","3,468.10","3,468.10"
"HON. LLOYD DOGGETT","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","22,895.35","22,895.35"
"HON. LLOYD DOGGETT","2012","2012Q1","PRINTING AND REPRODUCTION","16,255.62","16,255.62"
"HON. LLOYD DOGGETT","2012","2012Q1","OTHER SERVICES","8,254.31","8,254.31"
"HON. LLOYD DOGGETT","2012","2012Q1","SUPPLIES AND MATERIALS","890.17","890.17"
"HON. LLOYD DOGGETT","2012","2012Q1","EQUIPMENT","1,606.32","1,606.32"
"HON. ROBERT J. DOLD","2012","2012Q1","FRANKED MAIL","868.99","868.99"
"HON. ROBERT J. DOLD","2012","2012Q1","PERSONNEL COMPENSATION","193,627.89","193,627.89"
"HON. ROBERT J. DOLD","2012","2012Q1","TRAVEL","4,854.00","4,854.00"
"HON. ROBERT J. DOLD","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","18,623.66","18,623.66"
"HON. ROBERT J. DOLD","2012","2012Q1","PRINTING AND REPRODUCTION","160.61","160.61"
"HON. ROBERT J. DOLD","2012","2012Q1","OTHER SERVICES","4,139.00","4,139.00"
"HON. ROBERT J. DOLD","2012","2012Q1","SUPPLIES AND MATERIALS","717.81","717.81"
"HON. ROBERT J. DOLD","2012","2012Q1","EQUIPMENT","285.48","285.48"
"HON. JOE DONNELLY","2012","2012Q1","FRANKED MAIL","10,203.42","10,203.42"
"HON. JOE DONNELLY","2012","2012Q1","PERSONNEL COMPENSATION","200,172.36","200,172.36"
"HON. JOE DONNELLY","2012","2012Q1","TRAVEL","7,316.08","7,316.08"
"HON. JOE DONNELLY","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","14,016.08","14,016.08"
"HON. JOE DONNELLY","2012","2012Q1","PRINTING AND REPRODUCTION","15,322.90","15,322.90"
"HON. JOE DONNELLY","2012","2012Q1","OTHER SERVICES","6,213.50","6,213.50"
"HON. JOE DONNELLY","2012","2012Q1","SUPPLIES AND MATERIALS","3,162.33","3,162.33"
"HON. JOE DONNELLY","2012","2012Q1","EQUIPMENT","562.99","562.99"
"HON. MICHAEL F. DOYLE","2012","2012Q1","FRANKED MAIL","1,078.06","1,078.06"
"HON. MICHAEL F. DOYLE","2012","2012Q1","PERSONNEL COMPENSATION","233,731.23","233,731.23"
"HON. MICHAEL F. DOYLE","2012","2012Q1","TRAVEL","3,058.00","3,058.00"
"HON. MICHAEL F. DOYLE","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,510.86","20,510.86"
"HON. MICHAEL F. DOYLE","2012","2012Q1","PRINTING AND REPRODUCTION","209.00","209.00"
"HON. MICHAEL F. DOYLE","2012","2012Q1","OTHER SERVICES","14,440.23","14,440.23"
"HON. MICHAEL F. DOYLE","2012","2012Q1","SUPPLIES AND MATERIALS","3,471.79","3,471.79"
"HON. MICHAEL F. DOYLE","2012","2012Q1","EQUIPMENT","1,732.92","1,732.92"
"HON. DAVID DREIER","2012","2012Q1","FRANKED MAIL","1,452.47","1,452.47"
"HON. DAVID DREIER","2012","2012Q1","PERSONNEL COMPENSATION","232,531.09","232,531.09"
"HON. DAVID DREIER","2012","2012Q1","TRAVEL","6,950.94","6,950.94"
"HON. DAVID DREIER","2012","2012Q1","RENT, COMMUNICATION, UTILITIES","20,120.00","20,120.00"
"HON. DAVID DREIER","2012","2012Q1","PRINTING AND REPRODUCTION","1,618.20","1,618.20"
"HON. DAVID DREIER","2012","2012Q1","OTHER SERVICES","4,620.47","4,620.47"
