"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. ERIC A. ""RICK"" CRAWFORD","2014","2014Q3","OTHER SERVICES","36,800.00","10,900.00"
"HON. ERIC A. ""RICK"" CRAWFORD","2014","2014Q3","SUPPLIES AND MATERIALS","13,077.82","1,500.94"
"HON. ERIC A. ""RICK"" CRAWFORD","2014","2014Q3","EQUIPMENT","2,194.86","1,363.62"
"HON. ANDER CRENSHAW","2014","2014Q3","FRANKED MAIL","66,305.60","21,445.72"
"HON. ANDER CRENSHAW","2014","2014Q3","PERSONNEL COMPENSATION","607,742.21","202,393.52"
"HON. ANDER CRENSHAW","2014","2014Q3","TRAVEL","42,634.24","19,602.38"
"HON. ANDER CRENSHAW","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","44,757.56","1,192.87"
"HON. ANDER CRENSHAW","2014","2014Q3","PRINTING AND REPRODUCTION","90,593.17","12,264.47"
"HON. ANDER CRENSHAW","2014","2014Q3","OTHER SERVICES","49,828.05","-8,069.15"
"HON. ANDER CRENSHAW","2014","2014Q3","SUPPLIES AND MATERIALS","9,228.66","2,406.62"
"HON. ANDER CRENSHAW","2014","2014Q3","EQUIPMENT","6,066.98","1,835.98"
"HON. JOSEPH CROWLEY","2014","2014Q3","FRANKED MAIL","12,061.99","602.32"
"HON. JOSEPH CROWLEY","2014","2014Q3","PERSONNEL COMPENSATION","646,479.52","217,061.05"
"HON. JOSEPH CROWLEY","2014","2014Q3","TRAVEL","9,040.35","2,713.66"
"HON. JOSEPH CROWLEY","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","107,568.15","36,313.32"
"HON. JOSEPH CROWLEY","2014","2014Q3","PRINTING AND REPRODUCTION","22,657.06","1,145.68"
"HON. JOSEPH CROWLEY","2014","2014Q3","OTHER SERVICES","18,740.00","6,830.00"
"HON. JOSEPH CROWLEY","2014","2014Q3","SUPPLIES AND MATERIALS","9,529.62","3,001.00"
"HON. JOSEPH CROWLEY","2014","2014Q3","EQUIPMENT","3,388.20","-692.60"
"HON. HENRY CUELLAR","2014","2014Q3","FRANKED MAIL","23,694.28","7,964.02"
"HON. HENRY CUELLAR","2014","2014Q3","PERSONNEL COMPENSATION","525,576.01","171,077.34"
"HON. HENRY CUELLAR","2014","2014Q3","TRAVEL","65,421.02","28,691.55"
"HON. HENRY CUELLAR","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","88,446.85","31,149.58"
"HON. HENRY CUELLAR","2014","2014Q3","PRINTING AND REPRODUCTION","106,682.85","68,946.10"
"HON. HENRY CUELLAR","2014","2014Q3","OTHER SERVICES","32,985.52","14,312.29"
"HON. HENRY CUELLAR","2014","2014Q3","SUPPLIES AND MATERIALS","20,094.14","8,210.62"
"HON. HENRY CUELLAR","2014","2014Q3","EQUIPMENT","557.00","245.00"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","FRANKED MAIL","31,059.53","30,722.79"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","PERSONNEL COMPENSATION","534,133.98","186,474.43"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","TRAVEL","45,362.17","14,195.51"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","81,277.62","26,979.91"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","PRINTING AND REPRODUCTION","30,216.54","29,548.45"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","OTHER SERVICES","17,091.43","7,230.35"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","SUPPLIES AND MATERIALS","19,026.19","6,304.82"
"HON. JOHN ABNEY CULBERSON","2014","2014Q3","EQUIPMENT","3,721.71","480.00"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","FRANKED MAIL","2,296.02","945.76"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","PERSONNEL COMPENSATION","705,468.45","233,633.01"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","TRAVEL","3,352.70","1,543.88"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","109,763.45","34,221.71"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","PRINTING AND REPRODUCTION","1,165.30","587.50"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","OTHER SERVICES","28,507.46","9,280.36"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","SUPPLIES AND MATERIALS","19,618.04","2,274.45"
"HON. ELIJAH E. CUMMINGS","2014","2014Q3","EQUIPMENT","1,890.00","630.00"
"HON. STEVE DAINES","2014","2014Q3","FRANKED MAIL","34,673.16","16,984.55"
"HON. STEVE DAINES","2014","2014Q3","PERSONNEL COMPENSATION","638,422.21","205,449.98"
"HON. STEVE DAINES","2014","2014Q3","TRAVEL","123,171.02","38,135.20"
"HON. STEVE DAINES","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","116,920.72","45,802.03"
"HON. STEVE DAINES","2014","2014Q3","PRINTING AND REPRODUCTION","37,145.53","14,535.91"
"HON. STEVE DAINES","2014","2014Q3","OTHER SERVICES","25,287.79","8,400.00"
"HON. STEVE DAINES","2014","2014Q3","SUPPLIES AND MATERIALS","9,590.78","3,652.57"
"HON. STEVE DAINES","2014","2014Q3","EQUIPMENT","1,247.22","415.74"
"HON. DANNY K. DAVIS","2014","2014Q3","FRANKED MAIL","603.90","582.44"
"HON. DANNY K. DAVIS","2014","2014Q3","PERSONNEL COMPENSATION","729,991.13","242,823.51"
"HON. DANNY K. DAVIS","2014","2014Q3","TRAVEL","20,541.14","7,335.22"
"HON. DANNY K. DAVIS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","48,925.69","12,014.11"
"HON. DANNY K. DAVIS","2014","2014Q3","PRINTING AND REPRODUCTION","1,378.15","235.60"
"HON. DANNY K. DAVIS","2014","2014Q3","OTHER SERVICES","31,184.14","10,679.57"
"HON. DANNY K. DAVIS","2014","2014Q3","SUPPLIES AND MATERIALS","8,875.59","3,358.94"
"HON. DANNY K. DAVIS","2014","2014Q3","EQUIPMENT","13,728.11","745.47"
"HON. RODNEY DAVIS","2014","2014Q3","FRANKED MAIL","92,105.14","64,960.95"
"HON. RODNEY DAVIS","2014","2014Q3","PERSONNEL COMPENSATION","563,461.07","183,399.99"
"HON. RODNEY DAVIS","2014","2014Q3","TRAVEL","46,943.17","17,989.72"
"HON. RODNEY DAVIS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","58,995.96","18,335.01"
"HON. RODNEY DAVIS","2014","2014Q3","PRINTING AND REPRODUCTION","70,917.41","61,641.38"
"HON. RODNEY DAVIS","2014","2014Q3","OTHER SERVICES","22,320.08","6,072.50"
"HON. RODNEY DAVIS","2014","2014Q3","SUPPLIES AND MATERIALS","17,063.73","7,380.44"
"HON. RODNEY DAVIS","2014","2014Q3","EQUIPMENT","6,474.13","1,462.50"
"HON. SUSAN A. DAVIS","2014","2014Q3","FRANKED MAIL","32,705.78","18,948.10"
"HON. SUSAN A. DAVIS","2014","2014Q3","PERSONNEL COMPENSATION","725,241.52","245,321.23"
"HON. SUSAN A. DAVIS","2014","2014Q3","TRAVEL","23,819.41","7,780.70"
"HON. SUSAN A. DAVIS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","58,096.04","19,994.80"
"HON. SUSAN A. DAVIS","2014","2014Q3","PRINTING AND REPRODUCTION","64,677.49","27,316.51"
"HON. SUSAN A. DAVIS","2014","2014Q3","OTHER SERVICES","23,850.00","7,935.00"
"HON. SUSAN A. DAVIS","2014","2014Q3","SUPPLIES AND MATERIALS","19,979.17","5,021.60"
"HON. SUSAN A. DAVIS","2014","2014Q3","EQUIPMENT","927.00","309.00"
"HON. PETER A. DEFAZIO","2014","2014Q3","FRANKED MAIL","40,526.63","38,708.88"
"HON. PETER A. DEFAZIO","2014","2014Q3","PERSONNEL COMPENSATION","675,109.43","231,899.91"
"HON. PETER A. DEFAZIO","2014","2014Q3","TRAVEL","54,859.99","19,005.03"
"HON. PETER A. DEFAZIO","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","63,983.04","26,236.54"
"HON. PETER A. DEFAZIO","2014","2014Q3","PRINTING AND REPRODUCTION","41,831.66","40,261.61"
"HON. PETER A. DEFAZIO","2014","2014Q3","OTHER SERVICES","26,524.82","8,956.54"
"HON. PETER A. DEFAZIO","2014","2014Q3","SUPPLIES AND MATERIALS","6,866.61","3,353.04"
"HON. PETER A. DEFAZIO","2014","2014Q3","EQUIPMENT","2,939.22","940.04"
"HON. DIANA DEGETTE","2014","2014Q3","FRANKED MAIL","1,142.17","547.11"
"HON. DIANA DEGETTE","2014","2014Q3","PERSONNEL COMPENSATION","771,826.72","258,144.42"
"HON. DIANA DEGETTE","2014","2014Q3","TRAVEL","27,695.61","6,901.89"
"HON. DIANA DEGETTE","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","64,263.09","24,382.72"
"HON. DIANA DEGETTE","2014","2014Q3","PRINTING AND REPRODUCTION","1,471.04","110.00"
"HON. DIANA DEGETTE","2014","2014Q3","OTHER SERVICES","16,832.70","5,806.53"
"HON. DIANA DEGETTE","2014","2014Q3","SUPPLIES AND MATERIALS","8,958.12","1,878.02"
"HON. DIANA DEGETTE","2014","2014Q3","EQUIPMENT","4,925.61","2,674.59"
"HON. JOHN K. DELANEY","2014","2014Q3","FRANKED MAIL","9,882.98","4,520.23"
"HON. JOHN K. DELANEY","2014","2014Q3","PERSONNEL COMPENSATION","634,388.99","216,791.69"
"HON. JOHN K. DELANEY","2014","2014Q3","TRAVEL","12,756.18","3,654.82"
"HON. JOHN K. DELANEY","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","85,841.56","30,368.31"
"HON. JOHN K. DELANEY","2014","2014Q3","PRINTING AND REPRODUCTION","2,309.60","689.75"
"HON. JOHN K. DELANEY","2014","2014Q3","OTHER SERVICES","29,809.16","8,814.49"
"HON. JOHN K. DELANEY","2014","2014Q3","SUPPLIES AND MATERIALS","18,738.34","5,642.82"
"HON. JOHN K. DELANEY","2014","2014Q3","EQUIPMENT","10,205.82","3,401.94"
"HON. ROSA L. DELAURO","2014","2014Q3","FRANKED MAIL","962.50","255.42"
"HON. ROSA L. DELAURO","2014","2014Q3","PERSONNEL COMPENSATION","757,162.76","249,397.72"
"HON. ROSA L. DELAURO","2014","2014Q3","TRAVEL","18,057.19","5,315.09"
"HON. ROSA L. DELAURO","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","70,967.97","31,765.74"
"HON. ROSA L. DELAURO","2014","2014Q3","PRINTING AND REPRODUCTION","1,259.64","605.95"
"HON. ROSA L. DELAURO","2014","2014Q3","OTHER SERVICES","29,765.00","10,255.00"
"HON. ROSA L. DELAURO","2014","2014Q3","SUPPLIES AND MATERIALS","7,098.49","2,257.42"
"HON. ROSA L. DELAURO","2014","2014Q3","EQUIPMENT","1,730.97","576.99"
"HON. SUZAN K. DELBENE","2014","2014Q3","FRANKED MAIL","29,933.31","1,167.53"
"HON. SUZAN K. DELBENE","2014","2014Q3","PERSONNEL COMPENSATION","577,798.33","191,041.66"
"HON. SUZAN K. DELBENE","2014","2014Q3","TRAVEL","45,283.09","17,773.24"
"HON. SUZAN K. DELBENE","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","55,071.21","14,656.47"
"HON. SUZAN K. DELBENE","2014","2014Q3","PRINTING AND REPRODUCTION","37,610.78","108.50"
"HON. SUZAN K. DELBENE","2014","2014Q3","OTHER SERVICES","25,280.00","5,655.00"
"HON. SUZAN K. DELBENE","2014","2014Q3","SUPPLIES AND MATERIALS","6,039.12","1,528.05"
"HON. SUZAN K. DELBENE","2014","2014Q3","EQUIPMENT","2,488.60","779.47"
"HON. JEFF DENHAM","2014","2014Q3","FRANKED MAIL","64,887.14","26,345.19"
"HON. JEFF DENHAM","2014","2014Q3","PERSONNEL COMPENSATION","630,677.65","216,491.53"
"HON. JEFF DENHAM","2014","2014Q3","TRAVEL","29,928.27","8,585.07"
"HON. JEFF DENHAM","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","50,163.81","18,218.06"
"HON. JEFF DENHAM","2014","2014Q3","PRINTING AND REPRODUCTION","25,791.23","1,584.06"
"HON. JEFF DENHAM","2014","2014Q3","OTHER SERVICES","28,543.33","10,273.11"
"HON. JEFF DENHAM","2014","2014Q3","SUPPLIES AND MATERIALS","11,780.82","4,018.49"
"HON. JEFF DENHAM","2014","2014Q3","EQUIPMENT","3,123.99","1,041.33"
"HON. CHARLES W. DENT","2014","2014Q3","FRANKED MAIL","10,060.61","6,439.26"
"HON. CHARLES W. DENT","2014","2014Q3","PERSONNEL COMPENSATION","646,281.03","217,541.70"
"HON. CHARLES W. DENT","2014","2014Q3","TRAVEL","19,410.07","5,556.45"
"HON. CHARLES W. DENT","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","81,391.09","14,940.31"
"HON. CHARLES W. DENT","2014","2014Q3","PRINTING AND REPRODUCTION","1,267.00","316.25"
"HON. CHARLES W. DENT","2014","2014Q3","OTHER SERVICES","21,329.68","7,270.16"
"HON. CHARLES W. DENT","2014","2014Q3","SUPPLIES AND MATERIALS","10,195.87","3,851.78"
"HON. CHARLES W. DENT","2014","2014Q3","EQUIPMENT","1,999.83","369.00"
"HON. RON DESANTIS","2014","2014Q3","FRANKED MAIL","25,462.36","24,558.57"
"HON. RON DESANTIS","2014","2014Q3","PERSONNEL COMPENSATION","664,653.60","247,485.47"
"HON. RON DESANTIS","2014","2014Q3","TRAVEL","39,360.14","10,815.62"
"HON. RON DESANTIS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","30,709.38","14,026.65"
"HON. RON DESANTIS","2014","2014Q3","PRINTING AND REPRODUCTION","27,173.60","19,166.78"
"HON. RON DESANTIS","2014","2014Q3","OTHER SERVICES","15,080.00","5,655.00"
"HON. RON DESANTIS","2014","2014Q3","SUPPLIES AND MATERIALS","4,533.63","1,241.04"
"HON. RON DESANTIS","2014","2014Q3","EQUIPMENT","2,452.53","716.28"
"HON. SCOTT DESJARLAIS","2014","2014Q3","FRANKED MAIL","42,989.18","7,897.90"
"HON. SCOTT DESJARLAIS","2014","2014Q3","PERSONNEL COMPENSATION","469,212.35","152,419.77"
"HON. SCOTT DESJARLAIS","2014","2014Q3","TRAVEL","52,768.63","18,792.76"
"HON. SCOTT DESJARLAIS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","79,178.71","31,537.03"
"HON. SCOTT DESJARLAIS","2014","2014Q3","PRINTING AND REPRODUCTION","133,676.48","132,553.94"
"HON. SCOTT DESJARLAIS","2014","2014Q3","OTHER SERVICES","16,038.27","6,349.09"
"HON. SCOTT DESJARLAIS","2014","2014Q3","SUPPLIES AND MATERIALS","10,346.08","3,216.84"
"HON. SCOTT DESJARLAIS","2014","2014Q3","EQUIPMENT","7,496.05","2,003.28"
"HON. THEODORE E. DEUTCH","2014","2014Q3","FRANKED MAIL","22,908.20","1,084.33"
"HON. THEODORE E. DEUTCH","2014","2014Q3","PERSONNEL COMPENSATION","752,940.31","251,277.72"
"HON. THEODORE E. DEUTCH","2014","2014Q3","TRAVEL","21,953.46","3,932.18"
"HON. THEODORE E. DEUTCH","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","43,679.69","15,541.24"
"HON. THEODORE E. DEUTCH","2014","2014Q3","PRINTING AND REPRODUCTION","50,221.79","21,437.42"
"HON. THEODORE E. DEUTCH","2014","2014Q3","OTHER SERVICES","22,885.78","6,469.38"
"HON. THEODORE E. DEUTCH","2014","2014Q3","SUPPLIES AND MATERIALS","21,345.40","4,529.38"
"HON. THEODORE E. DEUTCH","2014","2014Q3","EQUIPMENT","3,090.06","1,369.38"
"HON. MARIO DIAZ-BALART","2014","2014Q3","FRANKED MAIL","21,345.54","8,528.89"
"HON. MARIO DIAZ-BALART","2014","2014Q3","PERSONNEL COMPENSATION","664,883.22","205,777.73"
"HON. MARIO DIAZ-BALART","2014","2014Q3","TRAVEL","42,740.89","16,151.95"
"HON. MARIO DIAZ-BALART","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","98,080.02","32,671.92"
"HON. MARIO DIAZ-BALART","2014","2014Q3","PRINTING AND REPRODUCTION","16,272.81","736.60"
"HON. MARIO DIAZ-BALART","2014","2014Q3","OTHER SERVICES","32,660.26","10,599.94"
"HON. MARIO DIAZ-BALART","2014","2014Q3","SUPPLIES AND MATERIALS","8,468.62","5,021.43"
"HON. MARIO DIAZ-BALART","2014","2014Q3","EQUIPMENT","2,267.46","755.82"
"HON. JOHN D. DINGELL","2014","2014Q3","FRANKED MAIL","897.77","343.73"
"HON. JOHN D. DINGELL","2014","2014Q3","PERSONNEL COMPENSATION","708,289.62","230,116.11"
"HON. JOHN D. DINGELL","2014","2014Q3","TRAVEL","18,260.52","9,102.61"
"HON. JOHN D. DINGELL","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","78,952.79","29,230.51"
"HON. JOHN D. DINGELL","2014","2014Q3","PRINTING AND REPRODUCTION","477.79","254.29"
"HON. JOHN D. DINGELL","2014","2014Q3","OTHER SERVICES","15,755.12","5,742.78"
"HON. JOHN D. DINGELL","2014","2014Q3","SUPPLIES AND MATERIALS","4,414.99","1,201.69"
"HON. JOHN D. DINGELL","2014","2014Q3","EQUIPMENT","3,161.61","1,386.51"
"HON. LLOYD DOGGETT","2014","2014Q3","FRANKED MAIL","27,657.92","24,467.76"
"HON. LLOYD DOGGETT","2014","2014Q3","PERSONNEL COMPENSATION","630,949.29","211,998.74"
"HON. LLOYD DOGGETT","2014","2014Q3","TRAVEL","15,904.42","5,494.42"
"HON. LLOYD DOGGETT","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","98,009.27","32,877.88"
"HON. LLOYD DOGGETT","2014","2014Q3","PRINTING AND REPRODUCTION","24,634.75","13,897.75"
"HON. LLOYD DOGGETT","2014","2014Q3","OTHER SERVICES","39,376.02","13,445.53"
"HON. LLOYD DOGGETT","2014","2014Q3","SUPPLIES AND MATERIALS","5,326.12","1,431.42"
"HON. LLOYD DOGGETT","2014","2014Q3","EQUIPMENT","4,127.43","1,190.70"
"HON. MICHAEL F. DOYLE","2014","2014Q3","FRANKED MAIL","2,150.79","495.11"
"HON. MICHAEL F. DOYLE","2014","2014Q3","PERSONNEL COMPENSATION","688,246.99","233,579.22"
"HON. MICHAEL F. DOYLE","2014","2014Q3","TRAVEL","19,744.50","4,251.00"
"HON. MICHAEL F. DOYLE","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","71,511.55","23,214.81"
"HON. MICHAEL F. DOYLE","2014","2014Q3","PRINTING AND REPRODUCTION","549.50","473.50"
"HON. MICHAEL F. DOYLE","2014","2014Q3","OTHER SERVICES","15,080.00","5,655.00"
"HON. MICHAEL F. DOYLE","2014","2014Q3","SUPPLIES AND MATERIALS","4,698.53","1,196.75"
"HON. MICHAEL F. DOYLE","2014","2014Q3","EQUIPMENT","6,127.83","2,042.61"
"HON. TAMMY DUCKWORTH","2014","2014Q3","FRANKED MAIL","38,745.03","37,413.13"
"HON. TAMMY DUCKWORTH","2014","2014Q3","PERSONNEL COMPENSATION","563,851.89","197,101.00"
"HON. TAMMY DUCKWORTH","2014","2014Q3","TRAVEL","25,557.58","9,196.02"
"HON. TAMMY DUCKWORTH","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","63,713.39","35,100.14"
"HON. TAMMY DUCKWORTH","2014","2014Q3","PRINTING AND REPRODUCTION","91,509.29","83,475.85"
"HON. TAMMY DUCKWORTH","2014","2014Q3","OTHER SERVICES","24,330.00","5,655.00"
"HON. TAMMY DUCKWORTH","2014","2014Q3","SUPPLIES AND MATERIALS","4,289.65","1,433.36"
"HON. TAMMY DUCKWORTH","2014","2014Q3","EQUIPMENT","3,064.61","926.49"
"HON. SEAN P. DUFFY","2014","2014Q3","FRANKED MAIL","58,973.29","13,029.13"
"HON. SEAN P. DUFFY","2014","2014Q3","PERSONNEL COMPENSATION","542,429.26","189,408.37"
"HON. SEAN P. DUFFY","2014","2014Q3","TRAVEL","63,954.10","28,629.46"
"HON. SEAN P. DUFFY","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","63,118.64","15,802.98"
"HON. SEAN P. DUFFY","2014","2014Q3","PRINTING AND REPRODUCTION","52,313.43","1,200.95"
"HON. SEAN P. DUFFY","2014","2014Q3","OTHER SERVICES","27,218.56","6,145.00"
"HON. SEAN P. DUFFY","2014","2014Q3","SUPPLIES AND MATERIALS","9,483.20","2,289.70"
"HON. SEAN P. DUFFY","2014","2014Q3","EQUIPMENT","12,892.86","4,297.62"
"HON. JEFF DUNCAN","2014","2014Q3","FRANKED MAIL","2,994.98","1,267.63"
"HON. JEFF DUNCAN","2014","2014Q3","PERSONNEL COMPENSATION","631,627.19","212,491.30"
"HON. JEFF DUNCAN","2014","2014Q3","TRAVEL","75,108.78","27,907.70"
"HON. JEFF DUNCAN","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","40,109.83","12,988.99"
"HON. JEFF DUNCAN","2014","2014Q3","PRINTING AND REPRODUCTION","609.02","244.22"
"HON. JEFF DUNCAN","2014","2014Q3","OTHER SERVICES","15,550.00","5,735.00"
"HON. JEFF DUNCAN","2014","2014Q3","SUPPLIES AND MATERIALS","5,794.10","2,617.56"
"HON. JEFF DUNCAN","2014","2014Q3","EQUIPMENT","1,938.55","375.00"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","FRANKED MAIL","51,177.16","1,262.92"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","PERSONNEL COMPENSATION","669,360.87","224,109.72"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","TRAVEL","43,267.52","11,542.35"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","61,477.19","19,497.33"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","PRINTING AND REPRODUCTION","21,764.98","36.35"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","OTHER SERVICES","32,914.76","11,023.22"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","SUPPLIES AND MATERIALS","6,964.92","1,021.31"
"HON. JOHN J. DUNCAN, JR.","2014","2014Q3","EQUIPMENT","2,011.50","670.50"
"HON. DONNA F. EDWARDS","2014","2014Q3","FRANKED MAIL","1,067.57","364.68"
"HON. DONNA F. EDWARDS","2014","2014Q3","PERSONNEL COMPENSATION","681,641.59","224,966.64"
"HON. DONNA F. EDWARDS","2014","2014Q3","TRAVEL","8,904.88","2,204.44"
"HON. DONNA F. EDWARDS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","105,767.01","34,577.68"
"HON. DONNA F. EDWARDS","2014","2014Q3","PRINTING AND REPRODUCTION","30,079.90","0.00"
"HON. DONNA F. EDWARDS","2014","2014Q3","OTHER SERVICES","31,975.12","10,710.32"
"HON. DONNA F. EDWARDS","2014","2014Q3","SUPPLIES AND MATERIALS","23,192.45","5,331.82"
"HON. DONNA F. EDWARDS","2014","2014Q3","EQUIPMENT","6,003.89","1,537.59"
"HON. KEITH ELLISON","2014","2014Q3","FRANKED MAIL","924.89","470.40"
"HON. KEITH ELLISON","2014","2014Q3","PERSONNEL COMPENSATION","717,472.33","249,757.10"
"HON. KEITH ELLISON","2014","2014Q3","TRAVEL","33,847.51","6,463.95"
"HON. KEITH ELLISON","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","50,328.11","17,447.78"
"HON. KEITH ELLISON","2014","2014Q3","PRINTING AND REPRODUCTION","895.20","289.70"
"HON. KEITH ELLISON","2014","2014Q3","OTHER SERVICES","21,707.19","5,768.90"
"HON. KEITH ELLISON","2014","2014Q3","SUPPLIES AND MATERIALS","9,356.42","4,426.29"
"HON. KEITH ELLISON","2014","2014Q3","EQUIPMENT","2,337.54","529.80"
"HON. RENEE L. ELLMERS","2014","2014Q3","FRANKED MAIL","62,262.93","262.22"
"HON. RENEE L. ELLMERS","2014","2014Q3","PERSONNEL COMPENSATION","667,252.90","220,614.83"
"HON. RENEE L. ELLMERS","2014","2014Q3","TRAVEL","51,964.52","13,339.48"
"HON. RENEE L. ELLMERS","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","45,345.37","17,439.45"
"HON. RENEE L. ELLMERS","2014","2014Q3","PRINTING AND REPRODUCTION","64,325.73","5,227.85"
"HON. RENEE L. ELLMERS","2014","2014Q3","OTHER SERVICES","31,105.48","10,115.00"
"HON. RENEE L. ELLMERS","2014","2014Q3","SUPPLIES AND MATERIALS","8,202.00","4,101.35"
"HON. RENEE L. ELLMERS","2014","2014Q3","EQUIPMENT","8,153.93","6,668.93"
"HON. ELIOT L. ENGEL","2014","2014Q3","FRANKED MAIL","1,583.18","788.81"
"HON. ELIOT L. ENGEL","2014","2014Q3","PERSONNEL COMPENSATION","633,735.29","214,863.08"
"HON. ELIOT L. ENGEL","2014","2014Q3","TRAVEL","9,285.87","4,929.23"
"HON. ELIOT L. ENGEL","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","84,422.89","30,092.22"
"HON. ELIOT L. ENGEL","2014","2014Q3","PRINTING AND REPRODUCTION","284.22","6.40"
"HON. ELIOT L. ENGEL","2014","2014Q3","OTHER SERVICES","20,560.00","7,710.00"
"HON. ELIOT L. ENGEL","2014","2014Q3","SUPPLIES AND MATERIALS","2,815.58","1,354.88"
"HON. ELIOT L. ENGEL","2014","2014Q3","EQUIPMENT","2,539.35","846.45"
"HON. WILLIAM L. ENYART","2014","2014Q3","FRANKED MAIL","42,564.40","38,807.72"
"HON. WILLIAM L. ENYART","2014","2014Q3","PERSONNEL COMPENSATION","660,336.70","219,550.01"
"HON. WILLIAM L. ENYART","2014","2014Q3","TRAVEL","30,889.34","8,999.01"
"HON. WILLIAM L. ENYART","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","52,215.47","19,624.04"
"HON. WILLIAM L. ENYART","2014","2014Q3","PRINTING AND REPRODUCTION","85,658.06","78,839.41"
"HON. WILLIAM L. ENYART","2014","2014Q3","OTHER SERVICES","18,718.65","6,819.93"
"HON. WILLIAM L. ENYART","2014","2014Q3","SUPPLIES AND MATERIALS","9,140.86","2,847.37"
"HON. WILLIAM L. ENYART","2014","2014Q3","EQUIPMENT","6,023.04","1,626.15"
"HON. ANNA G. ESHOO","2014","2014Q3","FRANKED MAIL","2,591.48","879.59"
"HON. ANNA G. ESHOO","2014","2014Q3","PERSONNEL COMPENSATION","763,424.30","255,374.97"
"HON. ANNA G. ESHOO","2014","2014Q3","TRAVEL","17,988.73","5,663.36"
"HON. ANNA G. ESHOO","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","98,276.51","45,111.37"
"HON. ANNA G. ESHOO","2014","2014Q3","PRINTING AND REPRODUCTION","2,190.21","989.43"
"HON. ANNA G. ESHOO","2014","2014Q3","OTHER SERVICES","29,344.89","11,699.13"
"HON. ANNA G. ESHOO","2014","2014Q3","SUPPLIES AND MATERIALS","5,620.41","2,681.29"
"HON. ANNA G. ESHOO","2014","2014Q3","EQUIPMENT","1,635.12","545.04"
"HON. ELIZABETH H. ESTY","2014","2014Q3","FRANKED MAIL","72,348.45","41,846.93"
"HON. ELIZABETH H. ESTY","2014","2014Q3","PERSONNEL COMPENSATION","598,382.85","205,441.72"
"HON. ELIZABETH H. ESTY","2014","2014Q3","TRAVEL","42,885.13","12,440.59"
"HON. ELIZABETH H. ESTY","2014","2014Q3","RENT, COMMUNICATION, UTILITIES","60,269.31","21,389.42"
"HON. ELIZABETH H. ESTY","2014","2014Q3","PRINTING AND REPRODUCTION","42,782.25","17,779.52"
"HON. ELIZABETH H. ESTY","2014","2014Q3","OTHER SERVICES","15,181.48","5,715.00"
