"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"REPUBLICAN CONFERENCE","2015","2015Q1","OTHER SERVICES","2,000.00","2,000.00"
"REPUBLICAN CONFERENCE","2015","2015Q1","SUPPLIES AND MATERIALS","13,955.61","13,955.61"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","2,101,558.18","2,101,558.18"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","28,189,709.51","14,301,888.06"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","15,186.24","15,186.24"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","70.43","70.43"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","19,253.00","18,733.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","27,409.74","19,407.94"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","83,795.24","75,521.32"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","TRAVEL","55,738.68","20,687.02"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","386,312.72","236,173.62"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","10,202.74","5,850.87"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","285,163.72","268,026.57"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","356,250.94","229,554.14"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","160,609.59","131,546.32"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","9,473.33","6,609.81"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","998,123.63","748,532.98"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","65,322.56","32,931.88"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","16,496.40","16,496.40"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","25.59","21.37"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","1,600.00","1,600.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","200.00","120.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","31,722.00","29,222.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","157,875.03","110,428.79"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","255,657.43","194,017.58"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","519,540.49","519,540.49"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","635,100.00","635,100.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","15,257.15","15,257.15"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","901.18","822.73"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","180,000.00","180,000.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","62.69","62.69"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","47,910.30","47,910.30"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","79.00","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","648,000.00","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","176,750.00","176,750.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","202,744.61","185,596.75"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","34,302.51","34,302.51"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","1,030.00","1,030.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","129.10","129.10"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","205.55","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","6,435.44","5,531.56"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","2,448.00","2,448.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","4,514.19","4,514.19"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","407,099.80","305,324.85"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","170,998.00","148,457.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","499.95","499.95"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","1,854,121.30","1,846,475.30"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","1,295,021.12","1,241,961.94"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","515,486.09","477,338.85"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","79,168.45","79,168.45"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","9,863.99","6,049.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","502,517.59","397,517.51"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","-25,690.12","5,925.87"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","-14,931.30","-2,045.08"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","4,423.45","4,423.45"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","38,755.77","38,755.77"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","406,292.01","334,283.52"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","412,505.87","365,654.69"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","4,830.00","4,830.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","125,028.14","125,028.14"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","9,277,580.11","4,685,823.18"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","TRAVEL","6,958.57","5,921.10"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","TRANSPORTATION OF THINGS","1,631.64","1,631.64"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","62,373.13","36,043.60"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","10,271.88","6,142.18"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","366,661.77","234,427.99"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","235,927.43","223,672.15"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","297,691.06","253,147.88"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","9,334.18","9,334.18"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","605,681.37","304,410.13"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","TRAVEL","3,285.20","1,542.74"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","3,365.25","2,160.94"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","2,126.60","898.70"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","96,652.49","94,963.37"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","22,101.32","7,885.08"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2015","2015Q1","EQUIPMENT","4,292.07","1,697.60"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","3,403,555.09","1,645,945.72"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","573,599.99","277,349.99"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","10,945.38","6,645.37"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","29.50","29.50"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","752.75","314.87"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2015","2015Q1","EQUIPMENT","2,352.00","1,176.00"
"COMPILATION OF PRECEDENTS","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","217,999.95","111,499.98"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","217,053.54","108,526.77"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","TRAVEL","6,585.93","2,880.55"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","13.44","13.44"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","13,744.34","7,234.34"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","173,376.45","87,037.92"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","TRAVEL","24.68","-10.28"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","14,497.27","9,352.92"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","52.90","52.90"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","24,969.35","13,979.35"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","7,515.39","4,411.54"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","EQUIPMENT","3,420.00","1,710.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","1,371,074.11","689,203.20"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","TRAVEL","1,886.13","298.03"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","920.00","0.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","1,982.77","-621.40"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","1,439.28","0.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","8,931.79","8,464.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","3,629.52","1,943.52"
"LAW REVISION COUNSEL","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","340.00","0.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","6,940.00","6,545.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","10,164.81","4,383.01"
"LAW REVISION COUNSEL","FISCAL YEAR 2015","2015Q1","EQUIPMENT","1,410.00","705.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","1,040,367.62","530,926.88"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","TRAVEL","743.79","743.79"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","18,440.05","11,007.70"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","1,023.35","544.10"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","35,871.22","22,237.43"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","22,548.06","17,658.71"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","EQUIPMENT","25,450.74","22,026.48"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","3,854,083.78","1,918,509.07"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","155,372.04","82,436.01"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","1,396.32","837.73"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","12.80","12.80"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","23,061.16","22,566.71"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2015","2015Q1","EQUIPMENT","1,140.00","570.00"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","1,303,583.91","602,865.90"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2015","2015Q1","EQUIPMENT","13,784.52","8,028.72"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","499,754.34","275,304.54"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2015","2015Q1","EQUIPMENT","670,505.82","670,505.82"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2015","2015Q1","EQUIPMENT","165,000.41","165,000.41"
"ENTERPRISE OPERATIONS","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","499,829.88","115,200.00"
"ENTERPRISE OPERATIONS","FISCAL YEAR 2015","2015Q1","EQUIPMENT","7,547,194.53","0.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","47,880.20","0.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","73,155.00","0.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","18,950.00","18,950.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","114,491.05","114,491.05"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","PERSONNEL COMPENSATION","609,617.77","376,912.48"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","TRAVEL","16,961.95","13,360.31"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","71,943.49","71,930.41"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","583.26","583.26"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","47,168.58","47,168.58"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","31,041.05","26,874.45"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","EQUIPMENT","102,581.54","91,833.54"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","TRAVEL","12,270.82","11,116.34"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","154,730.22","154,678.55"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","PRINTING AND REPRODUCTION","476.90","217.10"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","365,581.31","155,098.29"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","165,001.19","123,708.21"
"SERGEANT AT ARMS","FISCAL YEAR 2015","2015Q1","EQUIPMENT","54,246.48","24,500.00"
"EMD","FISCAL YEAR 2015","2015Q1","TRAVEL","4,456.12","0.00"
"EMD","FISCAL YEAR 2015","2015Q1","TRAVEL","281.61","-6,070.47"
"EMD","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","-154,730.22","-189,786.83"
"EMD","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","684,661.31","465,405.48"
"EMD","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","2,523.49","0.00"
"EMD","FISCAL YEAR 2015","2015Q1","EQUIPMENT","23,925.41","20,039.41"
"CAO IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","21,453.62","13,419.21"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","13,782.16","13,782.16"
"FINANCE IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","3,570.40","3,570.40"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","174,508.00","174,508.00"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","39,690.00","29,875.00"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","1,576.00","0.00"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","15,607.00","3,725.00"
"TECHNOLOGY SUPPORT","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","28,884.06","28,884.06"
"TECHNOLOGY SUPPORT","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","203,889.12","169,022.55"
"TECHNOLOGY SUPPORT","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","2,229.70","47.97"
"IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","251,207.60","168,623.60"
"IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","102,844.12","92,853.90"
"FURNISHINGS & LOGISTICS","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","4,308.88","4,085.58"
"FURNISHINGS & LOGISTICS","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","635,386.05","480,717.69"
"FURNISHINGS & LOGISTICS","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","14,334.17","10,648.29"
"FURNISHINGS & LOGISTICS","FISCAL YEAR 2015","2015Q1","EQUIPMENT","123,374.05","123,374.05"
"NEW MEMBER ORIENTATION","FISCAL YEAR 2015","2015Q1","FRANKED MAIL","19.20","19.20"
"NEW MEMBER ORIENTATION","FISCAL YEAR 2015","2015Q1","TRAVEL","296,218.65","10,849.34"
"NEW MEMBER ORIENTATION","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","45,995.39","2,855.29"
"NEW MEMBER ORIENTATION","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","30,814.80","0.00"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","20,212.00","14,570.00"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","48,632.94","31,675.83"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","94.00","94.00"
"TECHNOLOGY SUPPORT","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","1,435.16","259.70"
"IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","30,335.95","360.00"
"IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","13,824.37","12,227.57"
"IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","EQUIPMENT","2,027.85","0.00"
"IMMEDIATE OFFICE","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","36,090.00","36,090.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","43,750.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","58,200.80","58,200.80"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","EQUIPMENT","4,746,750.88","3,191,501.50"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","21,800.00","9,981.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","SUPPLIES AND MATERIALS","920.97","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","EQUIPMENT","37,239.92","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","6,000.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","EQUIPMENT","33,981.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","OTHER SERVICES","12,289.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","11,919.24","8,083.78"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2015","2015Q1","EQUIPMENT","7,982.87","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","TRAVEL","30,917.78","18,632.96"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2015","2015Q1","RENT, COMMUNICATION, UTILITIES","1,010.12","644.98"
