"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. RON DESANTIS","2015","2015Q1","FRANKED MAIL","220.36","220.36"
"HON. RON DESANTIS","2015","2015Q1","PERSONNEL COMPENSATION","183,946.52","183,946.52"
"HON. RON DESANTIS","2015","2015Q1","TRAVEL","9,641.90","9,641.90"
"HON. RON DESANTIS","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","9,389.33","9,389.33"
"HON. RON DESANTIS","2015","2015Q1","PRINTING AND REPRODUCTION","378.27","378.27"
"HON. RON DESANTIS","2015","2015Q1","OTHER SERVICES","16,235.00","16,235.00"
"HON. RON DESANTIS","2015","2015Q1","SUPPLIES AND MATERIALS","1,183.73","1,183.73"
"HON. RON DESANTIS","2015","2015Q1","EQUIPMENT","1,658.93","1,658.93"
"HON. MARK DESAULNIER","2015","2015Q1","FRANKED MAIL","-12.55","-12.55"
"HON. MARK DESAULNIER","2015","2015Q1","PERSONNEL COMPENSATION","158,632.20","158,632.20"
"HON. MARK DESAULNIER","2015","2015Q1","TRAVEL","5,728.52","5,728.52"
"HON. MARK DESAULNIER","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","21,908.36","21,908.36"
"HON. MARK DESAULNIER","2015","2015Q1","PRINTING AND REPRODUCTION","4,138.71","4,138.71"
"HON. MARK DESAULNIER","2015","2015Q1","OTHER SERVICES","8,850.00","8,850.00"
"HON. MARK DESAULNIER","2015","2015Q1","SUPPLIES AND MATERIALS","2,660.74","2,660.74"
"HON. MARK DESAULNIER","2015","2015Q1","EQUIPMENT","1,491.10","1,491.10"
"HON. SCOTT DESJARLAIS","2015","2015Q1","FRANKED MAIL","546.81","546.81"
"HON. SCOTT DESJARLAIS","2015","2015Q1","PERSONNEL COMPENSATION","156,724.97","156,724.97"
"HON. SCOTT DESJARLAIS","2015","2015Q1","TRAVEL","11,367.18","11,367.18"
"HON. SCOTT DESJARLAIS","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","15,820.44","15,820.44"
"HON. SCOTT DESJARLAIS","2015","2015Q1","PRINTING AND REPRODUCTION","1,389.36","1,389.36"
"HON. SCOTT DESJARLAIS","2015","2015Q1","OTHER SERVICES","13,394.12","13,394.12"
"HON. SCOTT DESJARLAIS","2015","2015Q1","SUPPLIES AND MATERIALS","4,284.15","4,284.15"
"HON. SCOTT DESJARLAIS","2015","2015Q1","EQUIPMENT","1,896.38","1,896.38"
"HON. THEODORE E. DEUTCH","2015","2015Q1","FRANKED MAIL","127.51","127.51"
"HON. THEODORE E. DEUTCH","2015","2015Q1","PERSONNEL COMPENSATION","256,936.19","256,936.19"
"HON. THEODORE E. DEUTCH","2015","2015Q1","TRAVEL","2,584.43","2,584.43"
"HON. THEODORE E. DEUTCH","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","13,573.84","13,573.84"
"HON. THEODORE E. DEUTCH","2015","2015Q1","PRINTING AND REPRODUCTION","261.40","261.40"
"HON. THEODORE E. DEUTCH","2015","2015Q1","OTHER SERVICES","6,452.58","6,452.58"
"HON. THEODORE E. DEUTCH","2015","2015Q1","SUPPLIES AND MATERIALS","5,228.38","5,228.38"
"HON. THEODORE E. DEUTCH","2015","2015Q1","EQUIPMENT","1,369.38","1,369.38"
"HON. MARIO DIAZ-BALART","2015","2015Q1","FRANKED MAIL","841.35","841.35"
"HON. MARIO DIAZ-BALART","2015","2015Q1","PERSONNEL COMPENSATION","197,588.85","197,588.85"
"HON. MARIO DIAZ-BALART","2015","2015Q1","TRAVEL","19,271.28","19,271.28"
"HON. MARIO DIAZ-BALART","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","30,524.03","30,524.03"
"HON. MARIO DIAZ-BALART","2015","2015Q1","PRINTING AND REPRODUCTION","30.50","30.50"
"HON. MARIO DIAZ-BALART","2015","2015Q1","OTHER SERVICES","10,679.16","10,679.16"
"HON. MARIO DIAZ-BALART","2015","2015Q1","SUPPLIES AND MATERIALS","565.98","565.98"
"HON. MARIO DIAZ-BALART","2015","2015Q1","EQUIPMENT","755.82","755.82"
"HON. DEBBIE DINGELL","2015","2015Q1","FRANKED MAIL","57.08","57.08"
"HON. DEBBIE DINGELL","2015","2015Q1","PERSONNEL COMPENSATION","205,533.46","205,533.46"
"HON. DEBBIE DINGELL","2015","2015Q1","TRAVEL","6,499.77","6,499.77"
"HON. DEBBIE DINGELL","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","37,140.01","37,140.01"
"HON. DEBBIE DINGELL","2015","2015Q1","PRINTING AND REPRODUCTION","2,016.70","2,016.70"
"HON. DEBBIE DINGELL","2015","2015Q1","OTHER SERVICES","5,948.70","5,948.70"
"HON. DEBBIE DINGELL","2015","2015Q1","SUPPLIES AND MATERIALS","6,185.33","6,185.33"
"HON. DEBBIE DINGELL","2015","2015Q1","EQUIPMENT","737.67","737.67"
"HON. LLOYD DOGGETT","2015","2015Q1","FRANKED MAIL","2,697.28","2,697.28"
"HON. LLOYD DOGGETT","2015","2015Q1","PERSONNEL COMPENSATION","224,261.55","224,261.55"
"HON. LLOYD DOGGETT","2015","2015Q1","TRAVEL","3,096.60","3,096.60"
"HON. LLOYD DOGGETT","2015","2015Q1","TRANSPORTATION OF THINGS","5.22","5.22"
"HON. LLOYD DOGGETT","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","30,198.82","30,198.82"
"HON. LLOYD DOGGETT","2015","2015Q1","PRINTING AND REPRODUCTION","179.70","179.70"
"HON. LLOYD DOGGETT","2015","2015Q1","OTHER SERVICES","3,055.78","3,055.78"
"HON. LLOYD DOGGETT","2015","2015Q1","SUPPLIES AND MATERIALS","1,634.24","1,634.24"
"HON. LLOYD DOGGETT","2015","2015Q1","EQUIPMENT","1,190.70","1,190.70"
"HON. ROBERT J. DOLD","2015","2015Q1","FRANKED MAIL","36.37","36.37"
"HON. ROBERT J. DOLD","2015","2015Q1","PERSONNEL COMPENSATION","202,194.50","202,194.50"
"HON. ROBERT J. DOLD","2015","2015Q1","TRAVEL","5,285.32","5,285.32"
"HON. ROBERT J. DOLD","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","17,329.10","17,329.10"
"HON. ROBERT J. DOLD","2015","2015Q1","PRINTING AND REPRODUCTION","943.70","943.70"
"HON. ROBERT J. DOLD","2015","2015Q1","OTHER SERVICES","9,675.00","9,675.00"
"HON. ROBERT J. DOLD","2015","2015Q1","SUPPLIES AND MATERIALS","3,220.03","3,220.03"
"HON. ROBERT J. DOLD","2015","2015Q1","EQUIPMENT","391.32","391.32"
"HON. MICHAEL F. DOYLE","2015","2015Q1","FRANKED MAIL","481.10","481.10"
"HON. MICHAEL F. DOYLE","2015","2015Q1","PERSONNEL COMPENSATION","227,446.33","227,446.33"
"HON. MICHAEL F. DOYLE","2015","2015Q1","TRAVEL","6,350.10","6,350.10"
"HON. MICHAEL F. DOYLE","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","9,492.45","9,492.45"
"HON. MICHAEL F. DOYLE","2015","2015Q1","PRINTING AND REPRODUCTION","41.20","41.20"
"HON. MICHAEL F. DOYLE","2015","2015Q1","OTHER SERVICES","9,675.00","9,675.00"
"HON. MICHAEL F. DOYLE","2015","2015Q1","SUPPLIES AND MATERIALS","1,707.42","1,707.42"
"HON. MICHAEL F. DOYLE","2015","2015Q1","EQUIPMENT","2,042.61","2,042.61"
"HON. TAMMY DUCKWORTH","2015","2015Q1","FRANKED MAIL","223.96","223.96"
"HON. TAMMY DUCKWORTH","2015","2015Q1","PERSONNEL COMPENSATION","195,803.57","195,803.57"
"HON. TAMMY DUCKWORTH","2015","2015Q1","TRAVEL","4,410.06","4,410.06"
"HON. TAMMY DUCKWORTH","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","18,289.73","18,289.73"
"HON. TAMMY DUCKWORTH","2015","2015Q1","PRINTING AND REPRODUCTION","1,591.11","1,591.11"
"HON. TAMMY DUCKWORTH","2015","2015Q1","OTHER SERVICES","5,655.00","5,655.00"
"HON. TAMMY DUCKWORTH","2015","2015Q1","SUPPLIES AND MATERIALS","864.68","864.68"
"HON. TAMMY DUCKWORTH","2015","2015Q1","EQUIPMENT","926.49","926.49"
"HON. SEAN P. DUFFY","2015","2015Q1","FRANKED MAIL","1,117.42","1,117.42"
"HON. SEAN P. DUFFY","2015","2015Q1","PERSONNEL COMPENSATION","198,238.93","198,238.93"
"HON. SEAN P. DUFFY","2015","2015Q1","TRAVEL","15,259.48","15,259.48"
"HON. SEAN P. DUFFY","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","15,756.90","15,756.90"
"HON. SEAN P. DUFFY","2015","2015Q1","PRINTING AND REPRODUCTION","216.64","216.64"
"HON. SEAN P. DUFFY","2015","2015Q1","OTHER SERVICES","16,869.86","16,869.86"
"HON. SEAN P. DUFFY","2015","2015Q1","SUPPLIES AND MATERIALS","3,277.03","3,277.03"
"HON. SEAN P. DUFFY","2015","2015Q1","EQUIPMENT","4,297.54","4,297.54"
"HON. JEFF DUNCAN","2015","2015Q1","FRANKED MAIL","395.55","395.55"
"HON. JEFF DUNCAN","2015","2015Q1","PERSONNEL COMPENSATION","197,888.75","197,888.75"
"HON. JEFF DUNCAN","2015","2015Q1","TRAVEL","17,766.42","17,766.42"
"HON. JEFF DUNCAN","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","15,050.58","15,050.58"
"HON. JEFF DUNCAN","2015","2015Q1","PRINTING AND REPRODUCTION","227.19","227.19"
"HON. JEFF DUNCAN","2015","2015Q1","OTHER SERVICES","10,620.00","10,620.00"
"HON. JEFF DUNCAN","2015","2015Q1","SUPPLIES AND MATERIALS","1,199.50","1,199.50"
"HON. JEFF DUNCAN","2015","2015Q1","EQUIPMENT","1,020.00","1,020.00"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","FRANKED MAIL","19,456.81","19,456.81"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","PERSONNEL COMPENSATION","224,619.99","224,619.99"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","TRAVEL","8,410.32","8,410.32"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","18,743.01","18,743.01"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","PRINTING AND REPRODUCTION","753.99","753.99"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","OTHER SERVICES","11,129.24","11,129.24"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","SUPPLIES AND MATERIALS","3,260.31","3,260.31"
"HON. JOHN J. DUNCAN, JR.","2015","2015Q1","EQUIPMENT","1,306.48","1,306.48"
"HON. DONNA F. EDWARDS","2015","2015Q1","FRANKED MAIL","-9.31","-9.31"
"HON. DONNA F. EDWARDS","2015","2015Q1","PERSONNEL COMPENSATION","221,370.40","221,370.40"
"HON. DONNA F. EDWARDS","2015","2015Q1","TRAVEL","974.12","974.12"
"HON. DONNA F. EDWARDS","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","22,243.90","22,243.90"
"HON. DONNA F. EDWARDS","2015","2015Q1","PRINTING AND REPRODUCTION","514.60","514.60"
"HON. DONNA F. EDWARDS","2015","2015Q1","OTHER SERVICES","1,011.76","1,011.76"
"HON. DONNA F. EDWARDS","2015","2015Q1","SUPPLIES AND MATERIALS","5,445.88","5,445.88"
"HON. DONNA F. EDWARDS","2015","2015Q1","EQUIPMENT","1,537.59","1,537.59"
"HON. KEITH ELLISON","2015","2015Q1","FRANKED MAIL","338.43","338.43"
"HON. KEITH ELLISON","2015","2015Q1","PERSONNEL COMPENSATION","247,508.90","247,508.90"
"HON. KEITH ELLISON","2015","2015Q1","TRAVEL","6,402.57","6,402.57"
"HON. KEITH ELLISON","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","15,426.41","15,426.41"
"HON. KEITH ELLISON","2015","2015Q1","PRINTING AND REPRODUCTION","222.84","222.84"
"HON. KEITH ELLISON","2015","2015Q1","OTHER SERVICES","14,195.80","14,195.80"
"HON. KEITH ELLISON","2015","2015Q1","SUPPLIES AND MATERIALS","2,819.51","2,819.51"
"HON. KEITH ELLISON","2015","2015Q1","EQUIPMENT","552.18","552.18"
"HON. RENEE L. ELLMERS","2015","2015Q1","FRANKED MAIL","-3.93","-3.93"
"HON. RENEE L. ELLMERS","2015","2015Q1","PERSONNEL COMPENSATION","218,711.98","218,711.98"
"HON. RENEE L. ELLMERS","2015","2015Q1","TRAVEL","6,413.73","6,413.73"
"HON. RENEE L. ELLMERS","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","11,410.95","11,410.95"
"HON. RENEE L. ELLMERS","2015","2015Q1","PRINTING AND REPRODUCTION","318.62","318.62"
"HON. RENEE L. ELLMERS","2015","2015Q1","OTHER SERVICES","6,773.05","6,773.05"
"HON. RENEE L. ELLMERS","2015","2015Q1","SUPPLIES AND MATERIALS","13,526.23","13,526.23"
"HON. RENEE L. ELLMERS","2015","2015Q1","EQUIPMENT","742.50","742.50"
"HON. TOM EMMER","2015","2015Q1","FRANKED MAIL","51.25","51.25"
"HON. TOM EMMER","2015","2015Q1","PERSONNEL COMPENSATION","206,577.79","206,577.79"
"HON. TOM EMMER","2015","2015Q1","TRAVEL","4,186.70","4,186.70"
"HON. TOM EMMER","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","27,203.81","27,203.81"
"HON. TOM EMMER","2015","2015Q1","PRINTING AND REPRODUCTION","2,159.02","2,159.02"
"HON. TOM EMMER","2015","2015Q1","OTHER SERVICES","10,500.00","10,500.00"
"HON. TOM EMMER","2015","2015Q1","SUPPLIES AND MATERIALS","9,009.74","9,009.74"
"HON. TOM EMMER","2015","2015Q1","EQUIPMENT","1,127.23","1,127.23"
"HON. ELIOT L. ENGEL","2015","2015Q1","FRANKED MAIL","2,168.41","2,168.41"
"HON. ELIOT L. ENGEL","2015","2015Q1","PERSONNEL COMPENSATION","207,435.55","207,435.55"
"HON. ELIOT L. ENGEL","2015","2015Q1","TRAVEL","848.26","848.26"
"HON. ELIOT L. ENGEL","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","26,589.55","26,589.55"
"HON. ELIOT L. ENGEL","2015","2015Q1","PRINTING AND REPRODUCTION","60.80","60.80"
"HON. ELIOT L. ENGEL","2015","2015Q1","OTHER SERVICES","6,690.00","6,690.00"
"HON. ELIOT L. ENGEL","2015","2015Q1","SUPPLIES AND MATERIALS","681.53","681.53"
"HON. ELIOT L. ENGEL","2015","2015Q1","EQUIPMENT","846.45","846.45"
"HON. ANNA G. ESHOO","2015","2015Q1","FRANKED MAIL","150.95","150.95"
"HON. ANNA G. ESHOO","2015","2015Q1","PERSONNEL COMPENSATION","247,453.85","247,453.85"
"HON. ANNA G. ESHOO","2015","2015Q1","TRAVEL","6,494.42","6,494.42"
"HON. ANNA G. ESHOO","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","35,778.17","35,778.17"
"HON. ANNA G. ESHOO","2015","2015Q1","PRINTING AND REPRODUCTION","157.82","157.82"
"HON. ANNA G. ESHOO","2015","2015Q1","OTHER SERVICES","5,655.00","5,655.00"
"HON. ANNA G. ESHOO","2015","2015Q1","SUPPLIES AND MATERIALS","1,344.98","1,344.98"
"HON. ANNA G. ESHOO","2015","2015Q1","EQUIPMENT","545.04","545.04"
"HON. ELIZABETH H. ESTY","2015","2015Q1","FRANKED MAIL","1,146.33","1,146.33"
"HON. ELIZABETH H. ESTY","2015","2015Q1","PERSONNEL COMPENSATION","218,935.64","218,935.64"
"HON. ELIZABETH H. ESTY","2015","2015Q1","TRAVEL","8,354.78","8,354.78"
"HON. ELIZABETH H. ESTY","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","13,588.46","13,588.46"
"HON. ELIZABETH H. ESTY","2015","2015Q1","PRINTING AND REPRODUCTION","119.50","119.50"
"HON. ELIZABETH H. ESTY","2015","2015Q1","OTHER SERVICES","9,280.00","9,280.00"
"HON. ELIZABETH H. ESTY","2015","2015Q1","SUPPLIES AND MATERIALS","1,619.78","1,619.78"
"HON. ELIZABETH H. ESTY","2015","2015Q1","EQUIPMENT","785.55","785.55"
"HON. BLAKE FARENTHOLD","2015","2015Q1","FRANKED MAIL","2,827.85","2,827.85"
"HON. BLAKE FARENTHOLD","2015","2015Q1","PERSONNEL COMPENSATION","193,360.00","193,360.00"
"HON. BLAKE FARENTHOLD","2015","2015Q1","TRAVEL","13,621.68","13,621.68"
"HON. BLAKE FARENTHOLD","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","18,182.68","18,182.68"
"HON. BLAKE FARENTHOLD","2015","2015Q1","PRINTING AND REPRODUCTION","177.15","177.15"
"HON. BLAKE FARENTHOLD","2015","2015Q1","OTHER SERVICES","10,600.00","10,600.00"
"HON. BLAKE FARENTHOLD","2015","2015Q1","SUPPLIES AND MATERIALS","2,508.74","2,508.74"
"HON. BLAKE FARENTHOLD","2015","2015Q1","EQUIPMENT","1,008.00","1,008.00"
"HON. SAM FARR","2015","2015Q1","FRANKED MAIL","978.09","978.09"
"HON. SAM FARR","2015","2015Q1","PERSONNEL COMPENSATION","249,122.90","249,122.90"
"HON. SAM FARR","2015","2015Q1","TRAVEL","5,675.86","5,675.86"
"HON. SAM FARR","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","14,468.07","14,468.07"
"HON. SAM FARR","2015","2015Q1","PRINTING AND REPRODUCTION","375.90","375.90"
"HON. SAM FARR","2015","2015Q1","OTHER SERVICES","10,305.00","10,305.00"
"HON. SAM FARR","2015","2015Q1","SUPPLIES AND MATERIALS","1,788.39","1,788.39"
"HON. SAM FARR","2015","2015Q1","EQUIPMENT","1,462.84","1,462.84"
"HON. CHAKA FATTAH","2015","2015Q1","FRANKED MAIL","-7.21","-7.21"
"HON. CHAKA FATTAH","2015","2015Q1","PERSONNEL COMPENSATION","207,927.13","207,927.13"
"HON. CHAKA FATTAH","2015","2015Q1","TRAVEL","2,256.44","2,256.44"
"HON. CHAKA FATTAH","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","25,225.68","25,225.68"
"HON. CHAKA FATTAH","2015","2015Q1","PRINTING AND REPRODUCTION","617.38","617.38"
"HON. CHAKA FATTAH","2015","2015Q1","OTHER SERVICES","7,177.00","7,177.00"
"HON. CHAKA FATTAH","2015","2015Q1","SUPPLIES AND MATERIALS","5,930.86","5,930.86"
"HON. CHAKA FATTAH","2015","2015Q1","EQUIPMENT","195.00","195.00"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","FRANKED MAIL","3,639.92","3,639.92"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","PERSONNEL COMPENSATION","178,501.35","178,501.35"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","TRAVEL","7,108.20","7,108.20"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","15,980.50","15,980.50"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","PRINTING AND REPRODUCTION","457.65","457.65"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","OTHER SERVICES","10,500.00","10,500.00"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","SUPPLIES AND MATERIALS","5,628.70","5,628.70"
"HON. STEPHEN LEE FINCHER","2015","2015Q1","EQUIPMENT","588.00","588.00"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","FRANKED MAIL","309.67","309.67"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","PERSONNEL COMPENSATION","196,797.26","196,797.26"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","TRAVEL","7,083.58","7,083.58"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","18,744.97","18,744.97"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","PRINTING AND REPRODUCTION","976.62","976.62"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","OTHER SERVICES","10,565.00","10,565.00"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","SUPPLIES AND MATERIALS","7,348.94","7,348.94"
"HON. MICHAEL G. FITZPATRICK","2015","2015Q1","EQUIPMENT","897.75","897.75"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","FRANKED MAIL","266.45","266.45"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","PERSONNEL COMPENSATION","214,118.06","214,118.06"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","TRAVEL","9,546.87","9,546.87"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","27,097.75","27,097.75"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","PRINTING AND REPRODUCTION","465.80","465.80"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","OTHER SERVICES","13,967.77","13,967.77"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","SUPPLIES AND MATERIALS","8,255.71","8,255.71"
"HON. CHARLES J. ""CHUCK"" FLEISCHMANN","2015","2015Q1","EQUIPMENT","11.29","11.29"
"HON. JOHN FLEMING","2015","2015Q1","FRANKED MAIL","1,591.98","1,591.98"
"HON. JOHN FLEMING","2015","2015Q1","PERSONNEL COMPENSATION","193,701.47","193,701.47"
"HON. JOHN FLEMING","2015","2015Q1","TRAVEL","3,203.73","3,203.73"
"HON. JOHN FLEMING","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","13,723.68","13,723.68"
"HON. JOHN FLEMING","2015","2015Q1","PRINTING AND REPRODUCTION","1,160.20","1,160.20"
"HON. JOHN FLEMING","2015","2015Q1","OTHER SERVICES","6,945.00","6,945.00"
"HON. JOHN FLEMING","2015","2015Q1","SUPPLIES AND MATERIALS","2,881.84","2,881.84"
"HON. JOHN FLEMING","2015","2015Q1","EQUIPMENT","559.85","559.85"
"HON. BILL FLORES","2015","2015Q1","FRANKED MAIL","952.30","952.30"
"HON. BILL FLORES","2015","2015Q1","PERSONNEL COMPENSATION","204,688.45","204,688.45"
"HON. BILL FLORES","2015","2015Q1","TRAVEL","15,413.35","15,413.35"
"HON. BILL FLORES","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","28,706.75","28,706.75"
"HON. BILL FLORES","2015","2015Q1","PRINTING AND REPRODUCTION","802.69","802.69"
"HON. BILL FLORES","2015","2015Q1","OTHER SERVICES","19,555.00","19,555.00"
"HON. BILL FLORES","2015","2015Q1","SUPPLIES AND MATERIALS","4,364.98","4,364.98"
"HON. BILL FLORES","2015","2015Q1","EQUIPMENT","1,918.56","1,918.56"
"HON. J. RANDY FORBES","2015","2015Q1","FRANKED MAIL","536.55","536.55"
"HON. J. RANDY FORBES","2015","2015Q1","PERSONNEL COMPENSATION","231,688.32","231,688.32"
"HON. J. RANDY FORBES","2015","2015Q1","TRAVEL","2,500.03","2,500.03"
"HON. J. RANDY FORBES","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","12,671.67","12,671.67"
"HON. J. RANDY FORBES","2015","2015Q1","PRINTING AND REPRODUCTION","369.00","369.00"
"HON. J. RANDY FORBES","2015","2015Q1","OTHER SERVICES","8,545.00","8,545.00"
"HON. J. RANDY FORBES","2015","2015Q1","SUPPLIES AND MATERIALS","1,224.39","1,224.39"
"HON. J. RANDY FORBES","2015","2015Q1","EQUIPMENT","510.00","510.00"
"HON. JEFF FORTENBERRY","2015","2015Q1","FRANKED MAIL","460.00","460.00"
"HON. JEFF FORTENBERRY","2015","2015Q1","PERSONNEL COMPENSATION","224,781.26","224,781.26"
"HON. JEFF FORTENBERRY","2015","2015Q1","TRAVEL","4,628.10","4,628.10"
"HON. JEFF FORTENBERRY","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","22,928.85","22,928.85"
"HON. JEFF FORTENBERRY","2015","2015Q1","PRINTING AND REPRODUCTION","211.78","211.78"
"HON. JEFF FORTENBERRY","2015","2015Q1","OTHER SERVICES","30.00","30.00"
"HON. JEFF FORTENBERRY","2015","2015Q1","SUPPLIES AND MATERIALS","10,605.78","10,605.78"
"HON. JEFF FORTENBERRY","2015","2015Q1","EQUIPMENT","1,433.09","1,433.09"
"HON. BILL FOSTER","2015","2015Q1","FRANKED MAIL","141.26","141.26"
"HON. BILL FOSTER","2015","2015Q1","PERSONNEL COMPENSATION","210,772.26","210,772.26"
"HON. BILL FOSTER","2015","2015Q1","TRAVEL","3,043.05","3,043.05"
"HON. BILL FOSTER","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","22,659.39","22,659.39"
"HON. BILL FOSTER","2015","2015Q1","PRINTING AND REPRODUCTION","4.80","4.80"
"HON. BILL FOSTER","2015","2015Q1","OTHER SERVICES","6,804.03","6,804.03"
"HON. BILL FOSTER","2015","2015Q1","SUPPLIES AND MATERIALS","1,297.38","1,297.38"
"HON. BILL FOSTER","2015","2015Q1","EQUIPMENT","570.00","570.00"
"HON. VIRGINIA FOXX","2015","2015Q1","FRANKED MAIL","1,092.95","1,092.95"
"HON. VIRGINIA FOXX","2015","2015Q1","PERSONNEL COMPENSATION","171,907.77","171,907.77"
"HON. VIRGINIA FOXX","2015","2015Q1","TRAVEL","8,344.11","8,344.11"
"HON. VIRGINIA FOXX","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","21,305.89","21,305.89"
"HON. VIRGINIA FOXX","2015","2015Q1","PRINTING AND REPRODUCTION","928.72","928.72"
"HON. VIRGINIA FOXX","2015","2015Q1","OTHER SERVICES","9,763.67","9,763.67"
"HON. VIRGINIA FOXX","2015","2015Q1","SUPPLIES AND MATERIALS","2,375.01","2,375.01"
"HON. VIRGINIA FOXX","2015","2015Q1","EQUIPMENT","2,457.64","2,457.64"
"HON. LOIS FRANKEL","2015","2015Q1","FRANKED MAIL","313.14","313.14"
"HON. LOIS FRANKEL","2015","2015Q1","PERSONNEL COMPENSATION","254,393.21","254,393.21"
"HON. LOIS FRANKEL","2015","2015Q1","TRAVEL","12,112.23","12,112.23"
"HON. LOIS FRANKEL","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","6,013.50","6,013.50"
"HON. LOIS FRANKEL","2015","2015Q1","PRINTING AND REPRODUCTION","620.69","620.69"
"HON. LOIS FRANKEL","2015","2015Q1","OTHER SERVICES","5,750.00","5,750.00"
"HON. LOIS FRANKEL","2015","2015Q1","SUPPLIES AND MATERIALS","1,650.46","1,650.46"
"HON. LOIS FRANKEL","2015","2015Q1","EQUIPMENT","241.50","241.50"
"HON. TRENT FRANKS","2015","2015Q1","FRANKED MAIL","221.22","221.22"
"HON. TRENT FRANKS","2015","2015Q1","PERSONNEL COMPENSATION","253,089.05","253,089.05"
"HON. TRENT FRANKS","2015","2015Q1","TRAVEL","15,323.76","15,323.76"
"HON. TRENT FRANKS","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","20,107.05","20,107.05"
"HON. TRENT FRANKS","2015","2015Q1","PRINTING AND REPRODUCTION","239.60","239.60"
"HON. TRENT FRANKS","2015","2015Q1","OTHER SERVICES","6,219.87","6,219.87"
"HON. TRENT FRANKS","2015","2015Q1","SUPPLIES AND MATERIALS","4,434.70","4,434.70"
"HON. TRENT FRANKS","2015","2015Q1","EQUIPMENT","999.96","999.96"
"HON. RODNEY P. FRELINGHUYSEN","2015","2015Q1","FRANKED MAIL","1,113.33","1,113.33"
"HON. RODNEY P. FRELINGHUYSEN","2015","2015Q1","PERSONNEL COMPENSATION","175,433.65","175,433.65"
"HON. RODNEY P. FRELINGHUYSEN","2015","2015Q1","TRAVEL","10,039.38","10,039.38"
"HON. RODNEY P. FRELINGHUYSEN","2015","2015Q1","RENT, COMMUNICATION, UTILITIES","15,878.36","15,878.36"
