"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","7,658.34","5,310.04"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","977,417.43","493,697.67"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","269,760.47","153,304.76"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","EQUIPMENT","331,648.11","93,668.55"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","4,762.46","38.06"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","894,384.89","296,464.58"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","TRAVEL","4,704.75","2,988.57"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","5,025.58","1,825.13"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","512.65","357.70"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","14,730.22","14,145.22"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","27,984.75","12,106.65"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2014","2014Q2","EQUIPMENT","4,229.13","1,861.58"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","5,236,021.70","1,719,366.62"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","629.56","233.00"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","238.69","0.00"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","962,250.00","326,250.00"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","15,305.34","5,448.42"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","15,900.21","15,900.21"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","4,228.62","1,472.38"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2014","2014Q2","EQUIPMENT","14,938.00","12,586.00"
"COMPILATION OF PRECEDENTS","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","275,166.62","100,666.64"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","325,580.31","108,526.77"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","TRAVEL","6,568.43","3,606.40"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","26,005.03","10,556.03"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","248,934.60","83,300.28"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","20,820.78","8,107.68"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","1,362.86","171.70"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","31,756.50","10,440.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","5,474.99","2,926.23"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","EQUIPMENT","11,594.57","7,777.18"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","1,931,531.57","656,621.82"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","TRAVEL","838.46","85.60"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","202.28","120.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","182.79","0.00"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","129,972.23","120,332.08"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","8,533.08","4,962.88"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2014","2014Q2","EQUIPMENT","1,490.55","1,490.55"
"LAW REVISION COUNSEL","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","1,600,783.39","540,872.25"
"LAW REVISION COUNSEL","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","5,586.73","2,092.99"
"LAW REVISION COUNSEL","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","85,292.50","78,712.50"
"LAW REVISION COUNSEL","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","21,424.78","5,501.82"
"LAW REVISION COUNSEL","FISCAL YEAR 2014","2014Q2","EQUIPMENT","17,027.25","13,006.25"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","5,475,885.17","1,823,504.57"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","TRAVEL","23.60","0.00"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","27,181.88","10,465.88"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","99.80","0.00"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","67,095.74","22,903.39"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","25,149.09","12,818.96"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2014","2014Q2","EQUIPMENT","28,882.52","3,477.06"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","196,585.85","72,936.03"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","5,392.99","4,399.34"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","787.15","89.15"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","26,161.22","23,363.11"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2014","2014Q2","EQUIPMENT","1,710.00","570.00"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","2,768,462.93","1,039,370.75"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","359.11","0.00"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2014","2014Q2","EQUIPMENT","146,239.72","30,076.92"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","77,328.18","77,328.18"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2014","2014Q2","EQUIPMENT","281,211.02","281,211.02"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","50,925.00","0.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","EQUIPMENT","24,630.55","2,825.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2014","2014Q2","EQUIPMENT","145,071.54","81,191.68"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","1,087,801.86","249,475.42"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","TRAVEL","3,398.20","1,231.81"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","823.66","11.25"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","1,108.43","338.85"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","207,077.94","121,095.19"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","100,454.97","40,762.69"
"SERGEANT AT ARMS","FISCAL YEAR 2014","2014Q2","EQUIPMENT","241,213.66","181,678.00"
"OEM","FISCAL YEAR 2014","2014Q2","TRAVEL","32,160.60","15,388.30"
"OEM","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","117,378.39","39,106.14"
"OEM","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","104.85","54.95"
"OEM","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","908,979.25","478,273.00"
"OEM","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","16,498.15","4,957.28"
"OEM","FISCAL YEAR 2014","2014Q2","EQUIPMENT","-1,598.71","-28,100.25"
"IMMEDIATE OFFICE","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","7,001.64","7,001.64"
"IMMEDIATE OFFICE","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","7,039.27","7,039.27"
"IMMEDIATE OFFICE","FISCAL YEAR 2014","2014Q2","EQUIPMENT","889.25","889.25"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","TRANSPORTATION OF THINGS","402.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","25,488.00","25,488.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","2,430.00","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","EQUIPMENT","1,355,847.71","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","16,752.73","0.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","EQUIPMENT","114,500.13","12,295.99"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","585.36","585.36"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","76,298.33","20,399.14"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2014","2014Q2","EQUIPMENT","54,799.97","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","TRAVEL","55,506.91","19,318.37"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","RENT, COMMUNICATION, UTILITIES","250.50","51.93"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","PRINTING AND REPRODUCTION","1,358.10","439.45"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","258.12","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","1,109.13","841.86"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","PERSONNEL COMPENSATION","1,370,830.30","433,273.87"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","28,710.00","0.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2014","2014Q2","EQUIPMENT","20,804.26","0.00"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","10,876.68","10,876.68"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","3,210.00","3,210.00"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","7,500.00","0.00"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2014","2014Q2","SUPPLIES AND MATERIALS","27,541.56","5,741.26"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2014","2014Q2","EQUIPMENT","143,020.08","29,521.27"
"COMMITTEE RENOVATION PROJECT","FISCAL YEAR 2014","2014Q2","OTHER SERVICES","16,928.51","16,928.51"
"HON. ROBERT B. ADERHOLT","2014","2014Q2","FRANKED MAIL","3,343.51","2,714.23"
