"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. GERALD E. ""GERRY"" CONNOLLY","2012","2012Q2","EQUIPMENT","1,239.06","619.53"
"HON. JOHN CONYERS, JR.","2012","2012Q2","FRANKED MAIL","9,810.99","9,694.95"
"HON. JOHN CONYERS, JR.","2012","2012Q2","PERSONNEL COMPENSATION","505,907.11","251,165.45"
"HON. JOHN CONYERS, JR.","2012","2012Q2","TRAVEL","21,217.60","10,401.94"
"HON. JOHN CONYERS, JR.","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","61,247.69","30,931.53"
"HON. JOHN CONYERS, JR.","2012","2012Q2","PRINTING AND REPRODUCTION","1,162.70","749.30"
"HON. JOHN CONYERS, JR.","2012","2012Q2","OTHER SERVICES","15,491.27","7,231.80"
"HON. JOHN CONYERS, JR.","2012","2012Q2","SUPPLIES AND MATERIALS","9,422.86","6,991.20"
"HON. JOHN CONYERS, JR.","2012","2012Q2","EQUIPMENT","2,955.58","1,708.46"
"HON. JIM COOPER","2012","2012Q2","FRANKED MAIL","3,890.04","3,471.02"
"HON. JIM COOPER","2012","2012Q2","PERSONNEL COMPENSATION","521,548.50","263,250.26"
"HON. JIM COOPER","2012","2012Q2","TRAVEL","21,749.13","14,046.33"
"HON. JIM COOPER","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","41,937.09","21,911.09"
"HON. JIM COOPER","2012","2012Q2","PRINTING AND REPRODUCTION","3,030.82","2,705.18"
"HON. JIM COOPER","2012","2012Q2","OTHER SERVICES","27,754.65","15,313.43"
"HON. JIM COOPER","2012","2012Q2","SUPPLIES AND MATERIALS","4,391.40","1,927.28"
"HON. JIM COOPER","2012","2012Q2","EQUIPMENT","2,024.16","705.00"
"HON. JIM COSTA","2012","2012Q2","FRANKED MAIL","2,107.14","309.51"
"HON. JIM COSTA","2012","2012Q2","PERSONNEL COMPENSATION","509,200.91","262,528.07"
"HON. JIM COSTA","2012","2012Q2","TRAVEL","23,184.36","22,452.67"
"HON. JIM COSTA","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","57,185.15","34,332.87"
"HON. JIM COSTA","2012","2012Q2","PRINTING AND REPRODUCTION","529.20","337.70"
"HON. JIM COSTA","2012","2012Q2","OTHER SERVICES","10,272.50","6,163.50"
"HON. JIM COSTA","2012","2012Q2","SUPPLIES AND MATERIALS","6,353.20","4,202.97"
"HON. JIM COSTA","2012","2012Q2","EQUIPMENT","777.68","444.00"
"HON. JERRY F. COSTELLO","2012","2012Q2","FRANKED MAIL","4,784.20","2,769.49"
"HON. JERRY F. COSTELLO","2012","2012Q2","PERSONNEL COMPENSATION","445,094.54","228,467.03"
"HON. JERRY F. COSTELLO","2012","2012Q2","TRAVEL","15,704.33","8,769.13"
"HON. JERRY F. COSTELLO","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","38,858.23","21,226.67"
"HON. JERRY F. COSTELLO","2012","2012Q2","PRINTING AND REPRODUCTION","444.20","344.00"
"HON. JERRY F. COSTELLO","2012","2012Q2","OTHER SERVICES","16,398.06","10,961.44"
"HON. JERRY F. COSTELLO","2012","2012Q2","SUPPLIES AND MATERIALS","1,546.10","907.00"
"HON. JERRY F. COSTELLO","2012","2012Q2","EQUIPMENT","3,018.99","1,476.99"
"HON. JOE COURTNEY","2012","2012Q2","FRANKED MAIL","3,053.96","1,607.74"
"HON. JOE COURTNEY","2012","2012Q2","PERSONNEL COMPENSATION","505,216.18","252,895.63"
"HON. JOE COURTNEY","2012","2012Q2","TRAVEL","16,677.02","9,864.36"
"HON. JOE COURTNEY","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","54,030.40","23,333.62"
"HON. JOE COURTNEY","2012","2012Q2","PRINTING AND REPRODUCTION","922.00","167.55"
"HON. JOE COURTNEY","2012","2012Q2","OTHER SERVICES","17,098.13","9,731.69"
"HON. JOE COURTNEY","2012","2012Q2","SUPPLIES AND MATERIALS","9,763.84","3,329.68"
"HON. JOE COURTNEY","2012","2012Q2","EQUIPMENT","3,164.94","2,083.44"
"HON. CHIP CRAVAACK","2012","2012Q2","FRANKED MAIL","32,346.94","26,171.25"
"HON. CHIP CRAVAACK","2012","2012Q2","PERSONNEL COMPENSATION","377,645.98","192,399.57"
"HON. CHIP CRAVAACK","2012","2012Q2","TRAVEL","34,834.18","20,699.54"
"HON. CHIP CRAVAACK","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","41,597.14","30,965.03"
"HON. CHIP CRAVAACK","2012","2012Q2","PRINTING AND REPRODUCTION","7,306.79","7,106.39"
"HON. CHIP CRAVAACK","2012","2012Q2","OTHER SERVICES","12,008.62","5,820.26"
"HON. CHIP CRAVAACK","2012","2012Q2","SUPPLIES AND MATERIALS","7,582.65","4,424.45"
"HON. CHIP CRAVAACK","2012","2012Q2","EQUIPMENT","3,058.31","1,594.42"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","FRANKED MAIL","8,185.23","7,173.41"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","PERSONNEL COMPENSATION","465,360.56","235,402.78"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","TRAVEL","42,950.66","23,460.17"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","40,946.98","21,929.08"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","PRINTING AND REPRODUCTION","4,883.05","4,143.60"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","OTHER SERVICES","22,922.22","11,835.00"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","SUPPLIES AND MATERIALS","5,779.87","2,944.75"
"HON. ERIC A. ""RICK"" CRAWFORD","2012","2012Q2","EQUIPMENT","4,733.25","1,252.25"
"HON. ANDER CRENSHAW","2012","2012Q2","FRANKED MAIL","84,443.16","82,256.08"
"HON. ANDER CRENSHAW","2012","2012Q2","PERSONNEL COMPENSATION","420,831.16","213,699.99"
"HON. ANDER CRENSHAW","2012","2012Q2","TRAVEL","17,477.49","12,343.30"
"HON. ANDER CRENSHAW","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","33,648.10","23,519.65"
"HON. ANDER CRENSHAW","2012","2012Q2","PRINTING AND REPRODUCTION","37,362.05","37,223.35"
"HON. ANDER CRENSHAW","2012","2012Q2","OTHER SERVICES","24,437.00","17,991.50"
"HON. ANDER CRENSHAW","2012","2012Q2","SUPPLIES AND MATERIALS","4,540.58","2,153.34"
"HON. ANDER CRENSHAW","2012","2012Q2","EQUIPMENT","2,352.00","1,176.00"
"HON. MARK S. CRITZ","2012","2012Q2","FRANKED MAIL","54,457.68","3,558.18"
"HON. MARK S. CRITZ","2012","2012Q2","PERSONNEL COMPENSATION","412,864.02","209,375.03"
"HON. MARK S. CRITZ","2012","2012Q2","TRAVEL","17,516.84","11,875.97"
"HON. MARK S. CRITZ","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","53,663.07","23,004.78"
"HON. MARK S. CRITZ","2012","2012Q2","PRINTING AND REPRODUCTION","60,152.18","750.00"
"HON. MARK S. CRITZ","2012","2012Q2","OTHER SERVICES","15,315.00","6,313.20"
"HON. MARK S. CRITZ","2012","2012Q2","SUPPLIES AND MATERIALS","3,406.42","1,568.02"
"HON. MARK S. CRITZ","2012","2012Q2","EQUIPMENT","243.05","0.00"
"HON. JOSEPH CROWLEY","2012","2012Q2","FRANKED MAIL","22,482.23","11,494.27"
"HON. JOSEPH CROWLEY","2012","2012Q2","PERSONNEL COMPENSATION","469,019.03","236,535.35"
"HON. JOSEPH CROWLEY","2012","2012Q2","TRAVEL","6,434.86","4,996.29"
"HON. JOSEPH CROWLEY","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","81,582.43","48,270.08"
"HON. JOSEPH CROWLEY","2012","2012Q2","PRINTING AND REPRODUCTION","26,236.32","23,444.69"
"HON. JOSEPH CROWLEY","2012","2012Q2","OTHER SERVICES","17,862.00","9,593.50"
"HON. JOSEPH CROWLEY","2012","2012Q2","SUPPLIES AND MATERIALS","5,603.63","4,987.73"
"HON. JOSEPH CROWLEY","2012","2012Q2","EQUIPMENT","3,407.87","1,095.33"
"HON. HENRY CUELLAR","2012","2012Q2","FRANKED MAIL","21,231.93","4,072.21"
"HON. HENRY CUELLAR","2012","2012Q2","PERSONNEL COMPENSATION","367,192.50","187,095.54"
"HON. HENRY CUELLAR","2012","2012Q2","TRAVEL","49,734.01","27,677.34"
"HON. HENRY CUELLAR","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","54,280.94","31,064.62"
"HON. HENRY CUELLAR","2012","2012Q2","PRINTING AND REPRODUCTION","3,250.13","2,869.13"
"HON. HENRY CUELLAR","2012","2012Q2","OTHER SERVICES","15,496.13","9,079.23"
"HON. HENRY CUELLAR","2012","2012Q2","SUPPLIES AND MATERIALS","11,723.57","6,776.42"
"HON. HENRY CUELLAR","2012","2012Q2","EQUIPMENT","2,112.93","1,542.93"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","FRANKED MAIL","583.58","344.91"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","PERSONNEL COMPENSATION","408,060.08","204,633.33"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","TRAVEL","25,954.24","15,424.51"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","48,775.79","24,738.67"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","PRINTING AND REPRODUCTION","664.59","413.47"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","OTHER SERVICES","12,103.50","7,912.88"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","SUPPLIES AND MATERIALS","7,890.46","2,568.47"
"HON. JOHN ABNEY CULBERSON","2012","2012Q2","EQUIPMENT","1,422.93","800.85"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","FRANKED MAIL","2,857.89","2,381.01"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","PERSONNEL COMPENSATION","505,297.32","256,241.32"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","TRAVEL","2,138.76","1,578.43"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","65,915.62","42,191.50"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","PRINTING AND REPRODUCTION","6,975.65","2,846.75"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","OTHER SERVICES","20,142.85","12,549.94"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","SUPPLIES AND MATERIALS","11,867.84","6,268.08"
"HON. ELIJAH E. CUMMINGS","2012","2012Q2","EQUIPMENT","4,357.50","2,580.00"
"HON. DANNY K. DAVIS","2012","2012Q2","FRANKED MAIL","33.72","22.15"
"HON. DANNY K. DAVIS","2012","2012Q2","PERSONNEL COMPENSATION","592,474.97","292,748.51"
"HON. DANNY K. DAVIS","2012","2012Q2","TRAVEL","16,818.73","12,449.25"
"HON. DANNY K. DAVIS","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","38,129.28","18,069.09"
"HON. DANNY K. DAVIS","2012","2012Q2","PRINTING AND REPRODUCTION","1,638.37","627.09"
"HON. DANNY K. DAVIS","2012","2012Q2","OTHER SERVICES","20,942.13","10,802.13"
"HON. DANNY K. DAVIS","2012","2012Q2","SUPPLIES AND MATERIALS","13,015.01","7,779.42"
"HON. DANNY K. DAVIS","2012","2012Q2","EQUIPMENT","4,116.34","2,541.32"
"HON. GEOFF DAVIS","2012","2012Q2","FRANKED MAIL","2,184.52","1,103.87"
"HON. GEOFF DAVIS","2012","2012Q2","PERSONNEL COMPENSATION","425,677.57","214,847.25"
"HON. GEOFF DAVIS","2012","2012Q2","TRAVEL","21,371.31","15,317.11"
"HON. GEOFF DAVIS","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","47,747.77","27,361.51"
"HON. GEOFF DAVIS","2012","2012Q2","PRINTING AND REPRODUCTION","445.05","264.75"
"HON. GEOFF DAVIS","2012","2012Q2","OTHER SERVICES","11,155.18","7,278.33"
"HON. GEOFF DAVIS","2012","2012Q2","SUPPLIES AND MATERIALS","3,125.14","1,959.98"
"HON. GEOFF DAVIS","2012","2012Q2","EQUIPMENT","898.00","574.00"
"HON. SUSAN A. DAVIS","2012","2012Q2","FRANKED MAIL","26,998.18","12,677.74"
"HON. SUSAN A. DAVIS","2012","2012Q2","PERSONNEL COMPENSATION","518,014.29","261,857.64"
"HON. SUSAN A. DAVIS","2012","2012Q2","TRAVEL","23,169.15","10,051.19"
"HON. SUSAN A. DAVIS","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","34,398.50","17,221.20"
"HON. SUSAN A. DAVIS","2012","2012Q2","PRINTING AND REPRODUCTION","41,995.65","40,872.35"
"HON. SUSAN A. DAVIS","2012","2012Q2","OTHER SERVICES","13,815.00","7,710.00"
"HON. SUSAN A. DAVIS","2012","2012Q2","SUPPLIES AND MATERIALS","25,386.59","10,677.40"
"HON. SUSAN A. DAVIS","2012","2012Q2","EQUIPMENT","618.00","309.00"
"HON. PETER A. DEFAZIO","2012","2012Q2","FRANKED MAIL","18,523.05","17,880.32"
"HON. PETER A. DEFAZIO","2012","2012Q2","PERSONNEL COMPENSATION","441,366.23","219,132.00"
"HON. PETER A. DEFAZIO","2012","2012Q2","TRAVEL","25,397.67","16,903.13"
"HON. PETER A. DEFAZIO","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","43,387.27","21,978.63"
"HON. PETER A. DEFAZIO","2012","2012Q2","PRINTING AND REPRODUCTION","336.80","319.15"
"HON. PETER A. DEFAZIO","2012","2012Q2","OTHER SERVICES","19,204.96","8,835.89"
"HON. PETER A. DEFAZIO","2012","2012Q2","SUPPLIES AND MATERIALS","3,845.17","2,418.98"
"HON. PETER A. DEFAZIO","2012","2012Q2","EQUIPMENT","1,650.22","752.61"
"HON. DIANA DEGETTE","2012","2012Q2","FRANKED MAIL","2,022.18","721.88"
"HON. DIANA DEGETTE","2012","2012Q2","PERSONNEL COMPENSATION","521,108.47","262,140.09"
"HON. DIANA DEGETTE","2012","2012Q2","TRAVEL","16,416.74","7,549.41"
"HON. DIANA DEGETTE","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","47,456.61","26,335.00"
"HON. DIANA DEGETTE","2012","2012Q2","PRINTING AND REPRODUCTION","878.81","520.89"
"HON. DIANA DEGETTE","2012","2012Q2","OTHER SERVICES","12,817.40","6,595.26"
"HON. DIANA DEGETTE","2012","2012Q2","SUPPLIES AND MATERIALS","9,570.10","2,624.03"
"HON. DIANA DEGETTE","2012","2012Q2","EQUIPMENT","2,230.61","1,070.66"
"HON. ROSA L. DELAURO","2012","2012Q2","FRANKED MAIL","938.81","663.74"
"HON. ROSA L. DELAURO","2012","2012Q2","PERSONNEL COMPENSATION","508,148.21","257,277.69"
"HON. ROSA L. DELAURO","2012","2012Q2","TRAVEL","12,639.08","7,529.27"
"HON. ROSA L. DELAURO","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","45,965.51","27,815.17"
"HON. ROSA L. DELAURO","2012","2012Q2","PRINTING AND REPRODUCTION","1,220.60","975.10"
"HON. ROSA L. DELAURO","2012","2012Q2","OTHER SERVICES","18,777.00","10,463.50"
"HON. ROSA L. DELAURO","2012","2012Q2","SUPPLIES AND MATERIALS","8,126.80","6,102.51"
"HON. ROSA L. DELAURO","2012","2012Q2","EQUIPMENT","873.98","336.99"
"HON. JEFF DENHAM","2012","2012Q2","FRANKED MAIL","44,087.92","12,550.76"
"HON. JEFF DENHAM","2012","2012Q2","PERSONNEL COMPENSATION","440,515.91","221,307.12"
"HON. JEFF DENHAM","2012","2012Q2","TRAVEL","35,201.56","22,005.04"
"HON. JEFF DENHAM","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","45,099.14","19,685.25"
"HON. JEFF DENHAM","2012","2012Q2","PRINTING AND REPRODUCTION","27,140.11","7,947.92"
"HON. JEFF DENHAM","2012","2012Q2","OTHER SERVICES","18,399.78","6,173.50"
"HON. JEFF DENHAM","2012","2012Q2","SUPPLIES AND MATERIALS","11,114.59","4,671.11"
"HON. JEFF DENHAM","2012","2012Q2","EQUIPMENT","3,007.20","2,217.90"
"HON. CHARLES W. DENT","2012","2012Q2","FRANKED MAIL","5,482.59","3,545.41"
"HON. CHARLES W. DENT","2012","2012Q2","PERSONNEL COMPENSATION","453,143.13","227,150.26"
"HON. CHARLES W. DENT","2012","2012Q2","TRAVEL","13,465.92","7,479.02"
"HON. CHARLES W. DENT","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","41,280.32","22,112.80"
"HON. CHARLES W. DENT","2012","2012Q2","PRINTING AND REPRODUCTION","929.45","643.75"
"HON. CHARLES W. DENT","2012","2012Q2","OTHER SERVICES","14,261.80","6,748.30"
"HON. CHARLES W. DENT","2012","2012Q2","SUPPLIES AND MATERIALS","5,210.13","2,683.15"
"HON. CHARLES W. DENT","2012","2012Q2","EQUIPMENT","902.83","369.00"
"HON. SCOTT DESJARLAIS","2012","2012Q2","FRANKED MAIL","71,667.65","50,328.81"
"HON. SCOTT DESJARLAIS","2012","2012Q2","PERSONNEL COMPENSATION","325,879.33","164,176.49"
"HON. SCOTT DESJARLAIS","2012","2012Q2","TRAVEL","42,635.95","26,414.43"
"HON. SCOTT DESJARLAIS","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","45,990.56","36,332.60"
"HON. SCOTT DESJARLAIS","2012","2012Q2","PRINTING AND REPRODUCTION","44,338.23","43,282.55"
"HON. SCOTT DESJARLAIS","2012","2012Q2","OTHER SERVICES","10,608.50","6,499.50"
"HON. SCOTT DESJARLAIS","2012","2012Q2","SUPPLIES AND MATERIALS","3,433.23","1,975.98"
"HON. SCOTT DESJARLAIS","2012","2012Q2","EQUIPMENT","3,711.06","1,855.53"
"HON. THEODORE E. DEUTCH","2012","2012Q2","FRANKED MAIL","23,503.50","22,824.07"
"HON. THEODORE E. DEUTCH","2012","2012Q2","PERSONNEL COMPENSATION","522,843.93","267,424.98"
"HON. THEODORE E. DEUTCH","2012","2012Q2","TRAVEL","15,834.92","8,870.21"
"HON. THEODORE E. DEUTCH","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","32,515.33","17,924.11"
"HON. THEODORE E. DEUTCH","2012","2012Q2","PRINTING AND REPRODUCTION","631.07","276.37"
"HON. THEODORE E. DEUTCH","2012","2012Q2","OTHER SERVICES","11,610.38","6,255.38"
"HON. THEODORE E. DEUTCH","2012","2012Q2","SUPPLIES AND MATERIALS","10,912.25","8,517.78"
"HON. THEODORE E. DEUTCH","2012","2012Q2","EQUIPMENT","1,103.64","551.82"
"HON. MARIO DIAZ-BALART","2012","2012Q2","FRANKED MAIL","20,874.73","19,642.37"
"HON. MARIO DIAZ-BALART","2012","2012Q2","PERSONNEL COMPENSATION","402,001.42","201,012.47"
"HON. MARIO DIAZ-BALART","2012","2012Q2","TRAVEL","21,526.93","12,150.09"
"HON. MARIO DIAZ-BALART","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","71,384.50","38,853.75"
"HON. MARIO DIAZ-BALART","2012","2012Q2","PRINTING AND REPRODUCTION","16,744.88","16,744.88"
"HON. MARIO DIAZ-BALART","2012","2012Q2","OTHER SERVICES","13,736.62","7,573.12"
"HON. MARIO DIAZ-BALART","2012","2012Q2","SUPPLIES AND MATERIALS","3,478.23","2,317.74"
"HON. MARIO DIAZ-BALART","2012","2012Q2","EQUIPMENT","1,619.16","809.58"
"HON. NORMAN D. DICKS","2012","2012Q2","FRANKED MAIL","706.26","486.99"
"HON. NORMAN D. DICKS","2012","2012Q2","PERSONNEL COMPENSATION","485,369.38","248,417.79"
"HON. NORMAN D. DICKS","2012","2012Q2","TRAVEL","31,463.47","21,011.25"
"HON. NORMAN D. DICKS","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","44,173.97","24,938.21"
"HON. NORMAN D. DICKS","2012","2012Q2","PRINTING AND REPRODUCTION","1,051.13","800.17"
"HON. NORMAN D. DICKS","2012","2012Q2","OTHER SERVICES","28,596.14","15,521.08"
"HON. NORMAN D. DICKS","2012","2012Q2","SUPPLIES AND MATERIALS","10,693.22","5,037.74"
"HON. NORMAN D. DICKS","2012","2012Q2","EQUIPMENT","1,254.00","627.00"
"HON. JOHN D. DINGELL","2012","2012Q2","FRANKED MAIL","1,208.90","788.39"
"HON. JOHN D. DINGELL","2012","2012Q2","PERSONNEL COMPENSATION","501,895.54","242,821.66"
"HON. JOHN D. DINGELL","2012","2012Q2","TRAVEL","15,227.38","8,550.81"
"HON. JOHN D. DINGELL","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","51,099.36","30,403.68"
"HON. JOHN D. DINGELL","2012","2012Q2","PRINTING AND REPRODUCTION","84.60","84.60"
"HON. JOHN D. DINGELL","2012","2012Q2","OTHER SERVICES","10,771.92","6,240.17"
"HON. JOHN D. DINGELL","2012","2012Q2","SUPPLIES AND MATERIALS","5,723.65","3,765.08"
"HON. JOHN D. DINGELL","2012","2012Q2","EQUIPMENT","1,396.62","698.31"
"HON. LLOYD DOGGETT","2012","2012Q2","FRANKED MAIL","22,804.36","9,145.54"
"HON. LLOYD DOGGETT","2012","2012Q2","PERSONNEL COMPENSATION","456,006.10","222,457.67"
"HON. LLOYD DOGGETT","2012","2012Q2","TRAVEL","6,941.50","3,473.40"
"HON. LLOYD DOGGETT","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","46,088.88","23,193.53"
"HON. LLOYD DOGGETT","2012","2012Q2","PRINTING AND REPRODUCTION","18,289.93","2,034.31"
"HON. LLOYD DOGGETT","2012","2012Q2","OTHER SERVICES","19,502.88","11,248.57"
"HON. LLOYD DOGGETT","2012","2012Q2","SUPPLIES AND MATERIALS","2,803.29","1,913.12"
"HON. LLOYD DOGGETT","2012","2012Q2","EQUIPMENT","3,155.94","1,549.62"
"HON. ROBERT J. DOLD","2012","2012Q2","FRANKED MAIL","39,589.16","38,720.17"
"HON. ROBERT J. DOLD","2012","2012Q2","PERSONNEL COMPENSATION","386,127.92","192,500.03"
"HON. ROBERT J. DOLD","2012","2012Q2","TRAVEL","11,308.05","6,454.05"
"HON. ROBERT J. DOLD","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","49,615.13","30,991.47"
"HON. ROBERT J. DOLD","2012","2012Q2","PRINTING AND REPRODUCTION","47,464.41","47,303.80"
"HON. ROBERT J. DOLD","2012","2012Q2","OTHER SERVICES","10,302.50","6,163.50"
"HON. ROBERT J. DOLD","2012","2012Q2","SUPPLIES AND MATERIALS","2,270.36","1,552.55"
"HON. ROBERT J. DOLD","2012","2012Q2","EQUIPMENT","360.00","74.52"
"HON. JOE DONNELLY","2012","2012Q2","FRANKED MAIL","11,059.31","855.89"
"HON. JOE DONNELLY","2012","2012Q2","PERSONNEL COMPENSATION","406,897.37","206,725.01"
"HON. JOE DONNELLY","2012","2012Q2","TRAVEL","16,885.83","9,569.75"
"HON. JOE DONNELLY","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","28,680.97","14,664.89"
"HON. JOE DONNELLY","2012","2012Q2","PRINTING AND REPRODUCTION","15,781.29","458.39"
"HON. JOE DONNELLY","2012","2012Q2","OTHER SERVICES","12,701.00","6,487.50"
"HON. JOE DONNELLY","2012","2012Q2","SUPPLIES AND MATERIALS","5,570.93","2,408.60"
"HON. JOE DONNELLY","2012","2012Q2","EQUIPMENT","950.98","387.99"
"HON. MICHAEL F. DOYLE","2012","2012Q2","FRANKED MAIL","2,458.01","1,379.95"
"HON. MICHAEL F. DOYLE","2012","2012Q2","PERSONNEL COMPENSATION","475,335.51","241,604.28"
"HON. MICHAEL F. DOYLE","2012","2012Q2","TRAVEL","18,718.80","15,660.80"
"HON. MICHAEL F. DOYLE","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","43,464.49","22,953.63"
"HON. MICHAEL F. DOYLE","2012","2012Q2","PRINTING AND REPRODUCTION","209.00","0.00"
"HON. MICHAEL F. DOYLE","2012","2012Q2","OTHER SERVICES","20,778.73","6,338.50"
"HON. MICHAEL F. DOYLE","2012","2012Q2","SUPPLIES AND MATERIALS","6,129.35","2,657.56"
"HON. MICHAEL F. DOYLE","2012","2012Q2","EQUIPMENT","3,465.84","1,732.92"
"HON. DAVID DREIER","2012","2012Q2","FRANKED MAIL","2,619.03","1,166.56"
"HON. DAVID DREIER","2012","2012Q2","PERSONNEL COMPENSATION","486,717.26","254,186.17"
"HON. DAVID DREIER","2012","2012Q2","TRAVEL","17,521.50","10,570.56"
"HON. DAVID DREIER","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","48,951.24","28,831.24"
"HON. DAVID DREIER","2012","2012Q2","PRINTING AND REPRODUCTION","1,775.00","156.80"
"HON. DAVID DREIER","2012","2012Q2","OTHER SERVICES","10,783.97","6,163.50"
"HON. DAVID DREIER","2012","2012Q2","SUPPLIES AND MATERIALS","5,304.34","2,661.87"
"HON. SEAN P. DUFFY","2012","2012Q2","FRANKED MAIL","96,411.51","93,954.06"
"HON. SEAN P. DUFFY","2012","2012Q2","PERSONNEL COMPENSATION","448,364.00","232,366.69"
"HON. SEAN P. DUFFY","2012","2012Q2","TRAVEL","40,545.20","29,025.37"
"HON. SEAN P. DUFFY","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","27,834.73","18,046.59"
"HON. SEAN P. DUFFY","2012","2012Q2","PRINTING AND REPRODUCTION","152,035.13","150,445.18"
"HON. SEAN P. DUFFY","2012","2012Q2","OTHER SERVICES","18,002.92","9,004.66"
"HON. SEAN P. DUFFY","2012","2012Q2","SUPPLIES AND MATERIALS","6,742.54","3,715.25"
"HON. SEAN P. DUFFY","2012","2012Q2","EQUIPMENT","2,304.60","1,152.30"
"HON. JEFF DUNCAN","2012","2012Q2","FRANKED MAIL","1,409.66","1,099.07"
"HON. JEFF DUNCAN","2012","2012Q2","PERSONNEL COMPENSATION","426,289.81","214,638.81"
"HON. JEFF DUNCAN","2012","2012Q2","TRAVEL","41,679.73","26,438.51"
"HON. JEFF DUNCAN","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","38,449.28","22,985.12"
"HON. JEFF DUNCAN","2012","2012Q2","PRINTING AND REPRODUCTION","3,103.30","2,488.20"
"HON. JEFF DUNCAN","2012","2012Q2","OTHER SERVICES","22,217.00","11,208.50"
"HON. JEFF DUNCAN","2012","2012Q2","SUPPLIES AND MATERIALS","4,709.86","2,728.44"
"HON. JEFF DUNCAN","2012","2012Q2","EQUIPMENT","1,617.37","395.25"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","FRANKED MAIL","2,711.58","1,682.47"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","PERSONNEL COMPENSATION","468,576.49","237,938.61"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","TRAVEL","30,605.47","20,838.13"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","RENT, COMMUNICATION, UTILITIES","25,044.23","13,682.86"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","PRINTING AND REPRODUCTION","1,133.90","890.20"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","OTHER SERVICES","21,867.21","10,891.50"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","SUPPLIES AND MATERIALS","6,904.10","3,826.67"
"HON. JOHN J. DUNCAN, JR.","2012","2012Q2","EQUIPMENT","928.33","410.83"
"HON. DONNA F. EDWARDS","2012","2012Q2","FRANKED MAIL","392.12","162.56"
"HON. DONNA F. EDWARDS","2012","2012Q2","PERSONNEL COMPENSATION","425,685.56","218,270.01"
"HON. DONNA F. EDWARDS","2012","2012Q2","TRAVEL","3,214.76","2,331.24"
